symbol,timeframe,slice_combination,regime,regime_symbol,diagnostic_status,regime_window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_mean_ret_costadj,excess_vs_best_parent,rank,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,best_fwd_horizon,search_wide_family_size_regime,search_wide_rank_regime,search_wide_bh_pass_regime,search_wide_bonferroni_pass_regime,research_shard_id,candidate_key,strict_gate_pass,status,live_decay_flag,not_regime_evaluated,all_regime_mean_ret_costadj,regime_excess_vs_all,regime_candidate_status
CRV/USD,1h,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,2785,56,-0.0019483229692506443,0.4642857142857143,-0.5208433946117397,0.6024758706314106,False,0.0001891084825125637,-0.002137431451763208,state_ext=stretched_up,-0.0006659817162593201,-0.0012823412529913243,3,rolling,4,short,rejected,late_emerging_regime_switching,292,False,55,True,0.0091328258388832,0.0132597138699316,state_ext=stretched_up,0.0104449588424069,0.0158452876903318,2,1001,0.5,0,8,8,7,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,107,False,False,crypto-1h-01,,False,,,False,0.003047885836160274,-0.004996208805410919,unsupported
ETH/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,8,-0.002085979434516938,0.5,-0.06479412924729379,0.9483379158116225,False,-0.0002810016380972383,-0.0018049777964196996,cross_USO_state_vol=low_vol,0.002362933017994349,-0.004448912452511286,4,rolling,4,short,rejected,late_emerging_valid_supported,155,False,58,True,0.0296098795752239,0.0317184273326474,cross_USO_state_vol=low_vol,0.0208187392458052,0.0271768737864555,2,1010,0.5,0,8,8,7,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,133,False,False,crypto-1d-01,,False,,,False,0.013443329950240812,-0.01552930938475775,unsupported
DOT/USD,1d,state_ext=neutral + state_vol=low_vol,bear,BTC/USD,ok,223,9,-0.003153342510439807,0.4444444444444444,-0.5108433850049805,0.6094607270839307,False,0.011264956948685099,-0.014418299459124906,state_vol=low_vol,0.012755119820137495,-0.015908462330577303,14,rolling,4,short,rejected,late_emerging_recent_only,19,False,19,True,0.0236555879728487,0.0078198811598949,state_ext=neutral,0.007706263250919,0.0093503171926769,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,109,False,False,crypto-1d-01,DOT/USD|1d|state_ext=neutral + state_vol=low_vol|rolling,False,research_only,False,False,0.013107430116594682,-0.01626077262703449,unsupported
SOL/USD,1d,cross_TLT_state_slope=uptrend + state_slope=downtrend,bear,BTC/USD,ok,452,51,-0.00360937426775603,0.43137254901960786,-0.1994892269634879,0.8418800696372883,False,-0.005880906829851569,0.0022715325620955395,cross_TLT_state_slope=uptrend,0.005007622476971541,-0.008616996744727571,22,rolling,4,long,rejected,late_emerging_valid_supported,89,False,50,True,0.0277621249470089,0.037551331706628,cross_TLT_state_slope=uptrend,0.0199113031478168,0.0252575003654484,1,100,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,125,False,False,crypto-1d-02,,False,,,False,0.0034958593025788054,-0.007105233570334836,unsupported
XRP/USD,1d,state_ext=neutral + state_slope=uptrend,bear,BTC/USD,ok,207,5,-0.004009554122521462,0.4,-0.3379502420351803,0.7354006849525592,False,0.004051566326740499,-0.00806112044926196,state_slope=uptrend,0.00801066659726694,-0.012020220719788402,30,rolling,4,short,rejected,late_emerging_valid_supported,19,False,16,True,0.0365286389581017,0.028788768275897,state_slope=uptrend,0.0061150633794827,0.0087786251595174,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,provisional,rejected,rejected,rejected,5,136,115,False,False,crypto-1d-02,XRP/USD|1d|state_ext=neutral + state_slope=uptrend|rolling,False,research_only,False,False,0.046689853251703814,-0.05069940737422528,unsupported
LTC/USD,1d,state_ext=stretched_up + state_slope=flat,bear,BTC/USD,ok,481,44,-0.004259759284786655,0.5909090909090909,-0.23192015053751788,0.8166000333143535,False,-0.0015229865555246454,-0.00273677272926201,state_ext=stretched_up,0.002609029466530294,-0.006868788751316949,33,rolling,4,short,rejected,late_emerging_recent_only,150,False,75,True,0.0180444080822238,0.0158553278536818,state_ext=stretched_up,0.007190738030893,0.0471774884861539,1,1,0.25,0,8,7,6,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,121,False,False,crypto-1d-02,LTC/USD|1d|state_ext=stretched_up + state_slope=flat|rolling,False,research_only,False,False,0.0041368462760955505,-0.008396605560882207,unsupported
ETH/USD,1h,cross_USO_state_slope=flat + cross_TLT_state_slope=flat + state_ext=stretched_up,bear,BTC/USD,ok,2792,15,-0.005183891857044946,0.5333333333333333,-1.0747771127006673,0.2824745297294262,False,0.0002166123294830649,-0.0054005041865280105,cross_TLT_state_slope=flat,0.0024459516026970425,-0.007629843459741988,6,rolling,4,short,rejected,late_emerging_recent_only,60,False,15,True,0.00448218337211,0.0083821996859006,cross_USO_state_slope=flat + state_ext=stretched_up,0.0015867274600923,0.0329935029620838,1,1,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,68,False,False,crypto-1h-01,,False,,,False,0.0016341190387331444,-0.00681801089577809,unsupported
BCH/USD,1d,state_volume=vol_normal + state_ext=neutral,bear,BTC/USD,ok,481,20,-0.005649332587241994,0.45,-0.2814938489231903,0.7783316452821714,False,-0.0016414836365081275,-0.004007848950733866,state_volume=vol_normal,0.00323143403523348,-0.008880766622475474,28,rolling,4,long,rejected,late_emerging_valid_supported,58,False,26,True,0.0333661977809021,0.0401468114993531,state_ext=neutral,0.016615298111548,0.0045479176215923,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,119,False,False,crypto-1d-00,,False,,,False,0.007654963774896465,-0.013304296362138458,unsupported
ETH/USD,1d,cross_USO_state_slope=flat + cross_TLT_state_slope=flat + state_ext=stretched_down,bear,BTC/USD,ok,481,13,-0.006022680679929674,0.46153846153846156,-0.3933591484861996,0.6940542375690772,False,-0.00011899836190276011,-0.005903682318026914,cross_USO_state_slope=flat,0.002602558207278898,-0.008625238887208573,28,rolling,4,long,rejected,late_emerging_valid_supported,34,False,20,True,0.0318288666169855,0.0367203188595619,cross_USO_state_slope=flat + cross_TLT_state_slope=flat,0.0284010822020563,0.0334282928869438,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,112,False,False,crypto-1d-01,,False,,,False,0.018782312376859973,-0.024804993056789647,unsupported
DOT/USD,1h,state_utc_session=utc_us + state_ext=stretched_up + state_slope=uptrend,bear,BTC/USD,ok,2785,32,-0.0064662597915523335,0.40625,-1.3911718263029889,0.16417332843015164,False,0.0003225903269501033,-0.006788850118502437,state_utc_session=utc_us + state_slope=uptrend,0.0015579534553094732,-0.008024213246861808,5,rolling,4,short,rejected,late_emerging_recent_only,318,False,90,True,0.0055148511999578,0.0088786075952494,state_utc_session=utc_us + state_ext=stretched_up,0.0025295107263459,0.0037060300472144,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,53,False,False,crypto-1h-01,,False,,,False,0.0017524417491329893,-0.008218701540685323,unsupported
LTC/USD,1d,state_ext=stretched_up + state_vol=high_vol,bear,BTC/USD,ok,481,31,-0.007588217090048672,0.5806451612903226,-0.29794791179785846,0.7657429193097627,False,-0.0015229865555246454,-0.006065230534524027,state_ext=stretched_up,0.002609029466530294,-0.010197246556578967,36,rolling,4,short,rejected,late_emerging_valid_supported,104,False,43,True,0.0365245938683518,0.0343355136398099,state_ext=stretched_up,0.025670923817021,0.0156298351192378,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,118,False,False,crypto-1d-02,LTC/USD|1d|state_ext=stretched_up + state_vol=high_vol|rolling,False,research_only,False,False,0.013444430662420103,-0.021032647752468776,unsupported
BTC/USD,1d,state_ext=neutral + state_slope=flat,bear,BTC/USD,ok,481,71,-0.008901213528626804,0.4084507042253521,-1.0445617511158136,0.29622556516587384,False,0.0006290702691403881,-0.009530283797767191,state_slope=flat,-3.303738898165473e-05,-0.008868176139645148,33,rolling,4,short,rejected,late_emerging_valid_supported,148,False,66,True,0.0173159686768569,0.0183896469267783,state_ext=neutral,0.0146719862045565,0.0319606196185346,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,71,False,False,crypto-1d-00,BTC/USD|1d|state_ext=neutral + state_slope=flat|rolling,False,research_only,False,False,-0.0001800940790840671,-0.008721119449542736,unsupported
LINK/USD,1d,cross_USO_state_vol=low_vol + state_ext=neutral,bear,BTC/USD,ok,481,6,-0.009167120363139963,0.5,-0.32903583002211273,0.7421286060580747,False,-0.0007248121954760898,-0.008442308167663873,state_ext=neutral,-0.0075094243125808525,-0.0016576960505591109,7,rolling,4,short,rejected,late_emerging_recent_only,59,False,22,True,0.0451972354785769,0.0435990057845764,cross_USO_state_vol=low_vol,0.034921165261845,0.0054598259852425,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,116,False,False,crypto-1d-01,,False,,,False,0.026616930379950627,-0.03578405074309059,unsupported
AVAX/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,bear,BTC/USD,ok,481,5,-0.011446605921019669,0.4,-0.6346540694544738,0.5256540557141429,False,0.004908754160857508,-0.016355360081877178,cross_TLT_state_ext=neutral + state_ext=stretched_up,0.04853896593602167,-0.05998557185704134,17,rolling,4,short,rejected,late_emerging_recent_only,47,False,27,True,0.028010800701989,0.023813008297946,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.0037875340804889,0.0326832830325121,1,1,0.25,0,8,6,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,102,False,False,crypto-1d-00,,False,,,False,0.01740846011355264,-0.02885506603457231,unsupported
LTC/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,11,-0.012802065069966905,0.5454545454545454,-1.0581699965877132,0.28997794727445503,False,-0.0015229865555246454,-0.01127907851444226,state_ext=stretched_up,0.002609029466530294,-0.0154110945364972,10,rolling,4,short,rejected,late_emerging_recent_only,140,False,78,True,0.0324373838226529,0.0302483035941109,cross_USO_state_vol=low_vol,0.0188285032940135,0.0102673004047688,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,70,False,False,crypto-1d-02,,False,,,False,0.022793995503210394,-0.035596060573177296,unsupported
AAVE/USD,1d,cross_TLT_state_slope=flat + state_slope=flat,bear,BTC/USD,ok,481,36,-0.014179213934368261,0.4166666666666667,-0.511820392133617,0.6087767171667506,False,-0.009803211926236514,-0.004376002008131747,cross_TLT_state_slope=flat,0.015933384350326457,-0.030112598284694717,19,rolling,4,short,rejected,late_emerging_recent_only,141,False,91,True,0.0338290458345063,0.031326134179376,state_slope=flat,0.0007380663134917,0.0120601460895901,1,1,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,108,False,False,crypto-1d-00,,False,,,False,0.016020579574930714,-0.030199793509298974,unsupported
BTC/USD,1d,cross_TLT_state_vol=high_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,30,-0.014434259047590181,0.43333333333333335,-0.9715366418569855,0.3312811156977249,False,-0.0010290702691403912,-0.013405188778449791,cross_TLT_state_vol=high_vol,0.002468404165470666,-0.01690266321306085,4,rolling,4,long,rejected,late_emerging_valid_supported,112,False,22,True,0.0385398424787299,0.0444661642288084,cross_TLT_state_vol=high_vol,0.0031285379245224,0.0052868411203785,2,110,0.5,0,7,7,7,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,79,False,False,crypto-1d-00,,False,,,False,0.021728563752101845,-0.036162822799692025,unsupported
UNI/USD,1d,cross_TLT_state_slope=downtrend + state_slope=flat,bear,BTC/USD,ok,481,55,-0.015320079677551779,0.4,-1.0113026062906527,0.3118716190361088,False,-0.005108010175154697,-0.010212069502397083,cross_TLT_state_slope=downtrend,-0.008403082633993107,-0.006916997043558672,24,rolling,4,short,rejected,late_emerging_recent_only,148,False,26,True,0.0409792232840439,0.0389166508852567,cross_TLT_state_slope=downtrend,0.0155921817871601,0.0006086554784467,1,1,0.25,0,7,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,73,False,False,crypto-1d-02,,False,,,False,0.0059101162703261755,-0.021230195947877954,unsupported
SUSHI/USD,1d,state_ret_day=ret_day_down + state_ext=stretched_up,bear,BTC/USD,ok,481,9,-0.015708327139141363,0.6666666666666666,-0.5620251405079633,0.5740988903313542,False,0.0029078217429439196,-0.018616148882085282,state_ext=stretched_up,0.01584677048356844,-0.031555097622709805,50,rolling,4,short,rejected,late_emerging_valid_supported,87,False,24,True,0.0366064571616536,0.0268444435989567,state_ext=stretched_up,0.0101486410665402,0.0149019737130782,0,0,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,104,False,False,crypto-1d-02,SUSHI/USD|1d|state_ret_day=ret_day_down + state_ext=stretched_up|rolling,False,research_only,False,False,0.003443348507770001,-0.019151675646911365,unsupported
BTC/USD,1d,cross_USO_state_slope=downtrend + cross_TLT_state_slope=uptrend + state_ext=neutral,bear,BTC/USD,ok,481,23,-0.01785878847637051,0.4782608695652174,-1.0127653790340674,0.31117224108317476,False,0.0006290702691403881,-0.0184878587455109,cross_USO_state_slope=downtrend,-0.005953727088583858,-0.011905061387786652,22,rolling,4,short,rejected,late_emerging_valid_supported,39,False,22,True,0.0429658352416132,0.0440395134915347,cross_USO_state_slope=downtrend + state_ext=neutral,0.0225834723449781,0.000600415522634,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,72,False,False,crypto-1d-00,,False,,,False,0.007616929860138049,-0.02547571833650856,unsupported
SOL/USD,1d,cross_USO_state_slope=uptrend + state_ext=stretched_up,bear,BTC/USD,ok,452,10,-0.01911623932622249,0.4,-0.7367424058191028,0.4612790135350955,False,0.00548090682985157,-0.02459714615607406,cross_USO_state_slope=uptrend,0.023044835480267836,-0.042161074806490326,39,rolling,4,short,rejected,late_emerging_valid_supported,41,False,47,True,0.0305875173607494,0.0277983106011303,cross_USO_state_slope=uptrend,0.013238089890288,0.0198778603504632,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,96,False,False,crypto-1d-02,,False,,,False,0.02499159635353029,-0.04410783567975278,unsupported
AAVE/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,23,-0.019519807774124483,0.43478260869565216,-0.9065728036454469,0.36463274900926645,False,-0.009803211926236514,-0.00971659584788797,cross_USO_state_vol=low_vol,-0.009331485860866866,-0.010188321913257617,24,rolling,4,short,rejected,late_emerging_valid_supported,182,False,49,True,0.0421455746932161,0.0396426630380858,cross_USO_state_vol=low_vol,0.0227757741054184,0.0075369171978514,1,1000,0.25,0,8,7,6,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,82,False,False,crypto-1d-00,,False,,,False,0.011740700263522945,-0.031260508037647426,unsupported
AAVE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=flat + state_ext=stretched_up,bear,BTC/USD,ok,481,5,-0.02183170105203039,0.4,-0.8507912787002861,0.39488530716389336,False,-0.009803211926236514,-0.012028489125793875,cross_USO_state_slope=uptrend + cross_TLT_state_slope=flat,0.051956186859666076,-0.07378788791169646,7,rolling,4,short,rejected,late_emerging_recent_only,30,False,28,True,0.0714054046216952,0.0689024929665649,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.0065757639644695,1.3477885474344475e-11,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,87,False,False,crypto-1d-00,,False,,,False,0.0550554718744708,-0.07688717292650118,unsupported
AVAX/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bear,BTC/USD,ok,481,21,-0.022567146059687432,0.42857142857142855,-0.8466535384465136,0.397188262877618,False,0.004908754160857508,-0.02747590022054494,cross_USO_state_ext=stretched_up,0.02246067727456258,-0.04502782333425001,12,rolling,4,short,rejected,late_emerging_valid_supported,167,False,46,True,0.0392059040222666,0.0350081116182236,cross_USO_state_ext=stretched_up,0.0198914306776742,0.0121562893701316,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,88,False,False,crypto-1d-00,,False,,,False,0.018900467796303447,-0.041467613855990876,unsupported
SOL/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=downtrend + state_ext=stretched_up,bear,BTC/USD,ok,452,3,-0.037472340370505834,0.0,-2.1854262052334867,0.028857611207695033,False,0.00548090682985157,-0.042953247200357404,cross_TLT_state_slope=downtrend + state_ext=stretched_up,0.04216882388017392,-0.07964116425067976,46,rolling,4,short,rejected,late_emerging_valid_supported,14,False,16,True,0.049208524280791,0.0464193175211719,cross_TLT_state_slope=downtrend + state_ext=stretched_up,0.0035702344242613,0.0003577437604507,0,0,0.0,0,8,7,7,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,22,False,False,crypto-1d-02,,False,,,False,0.016735771954960628,-0.05420811232546646,unsupported
AAVE/USD,1d,state_ext=stretched_up + state_slope=flat,bear,BTC/USD,ok,481,41,-0.03839295913040975,0.3902439024390244,-1.3168310464050836,0.1878952636591369,False,-0.009803211926236514,-0.028589747204173236,state_ext=stretched_up,-0.022268455313169032,-0.016124503817240718,13,rolling,4,short,rejected,late_emerging_recent_only,135,False,51,True,0.0481776274856481,0.0456747158305178,state_slope=flat,0.0150866479646335,0.0044796421853972,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,56,False,False,crypto-1d-00,AAVE/USD|1d|state_ext=stretched_up + state_slope=flat|rolling,False,research_only,False,False,0.004809089424935444,-0.04320204855534519,unsupported
SUSHI/USD,1d,cross_USO_state_slope=downtrend + state_ext=neutral,bear,BTC/USD,ok,481,22,-0.041914757994193426,0.36363636363636365,-1.256300267168857,0.2090071251005028,False,0.0029078217429439196,-0.044822579737137346,cross_USO_state_slope=downtrend,-0.0004474178374368454,-0.04146734015675658,7,rolling,4,short,rejected,late_emerging_recent_only,33,False,19,True,0.0386208225754325,0.0288588090127355,cross_USO_state_slope=downtrend,0.0406147534117674,0.034895312891833,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,60,False,False,crypto-1d-02,,False,,,False,0.0012349497541451417,-0.04314970774833857,unsupported
CRV/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,223,14,-0.04350933300381271,0.35714285714285715,-1.5727062228760305,0.1157868582691517,False,-0.0061788542615246475,-0.037330478742288065,state_ext=stretched_up,-2.885642543339289e-05,-0.04348047657837932,25,rolling,4,short,rejected,late_emerging_valid_supported,131,False,23,True,0.0775358117284368,0.0658212228308145,state_ext=stretched_up,0.041367491709227,0.0203395736347409,1,10,0.25,0,7,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,47,False,False,crypto-1d-01,,False,,,False,0.0026731266683271263,-0.04618245967213984,unsupported
BTC/USD,1d,cross_USO_state_slope=downtrend + cross_TLT_state_slope=downtrend + state_ext=stretched_up,bear,BTC/USD,ok,481,7,-0.047276509241142795,0.2857142857142857,-2.673591687448442,0.0075043759161508294,False,-0.0010290702691403912,-0.046247438972002404,cross_USO_state_slope=downtrend,0.005553727088583856,-0.05283023632972665,35,rolling,4,long,rejected,late_emerging_valid_supported,22,False,15,True,0.036174941204493,0.0421012629545715,cross_USO_state_slope=downtrend + cross_TLT_state_slope=downtrend,0.0104636426809815,0.044092849450718,0,0,0.0,0,8,7,7,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,15,False,False,crypto-1d-00,,False,,,False,0.008867666776177398,-0.05614417601732019,unsupported
DOGE/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,0,,,,,False,0.00568994070669353,,state_ext=stretched_up,0.03288017437896476,,17,rolling,4,short,rejected,late_emerging_valid_supported,152,False,47,True,0.0472663547965139,0.0402202280282266,cross_USO_state_vol=low_vol,0.0270570749330557,0.0239069868281447,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,,False,False,crypto-1d-01,,False,,,False,0.007303015549745049,,unsupported
