symbol,timeframe,slice_combination,regime,regime_symbol,diagnostic_status,regime_window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_mean_ret_costadj,excess_vs_best_parent,rank,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,best_fwd_horizon,search_wide_family_size_regime,search_wide_rank_regime,search_wide_bh_pass_regime,search_wide_bonferroni_pass_regime,research_shard_id,candidate_key,strict_gate_pass,status,live_decay_flag,not_regime_evaluated,all_regime_mean_ret_costadj,regime_excess_vs_all,regime_candidate_status
AAVE/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,bear,BTC/USD,ok,481,23,0.06234162695815049,0.6956521739130435,1.356000674790618,0.17509895335087045,False,-0.009803211926236514,0.072144838884387,cross_USO_state_slope=uptrend,0.01913964976378902,0.04320197719436147,15,rolling,4,short,rejected,late_emerging_valid_supported,64,False,43,True,0.0313082251342811,0.0288053134791508,cross_USO_state_slope=uptrend,0.0090106504475242,0.019795330145822,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,55,False,False,crypto-1d-00,,False,,,False,0.03052833021336457,0.03181329674478592,regime_switching_research_only
SUSHI/USD,1d,state_ret_day=ret_day_flat + state_ext=neutral,bear,BTC/USD,ok,481,18,0.052095474671433634,0.6111111111111112,1.727073722102346,0.0841544242659249,False,-0.0033078217429439133,0.055403296414377544,state_ext=neutral,0.01894858739803525,0.03314688727339839,42,rolling,4,long,rejected,late_emerging_valid_supported,42,False,29,True,0.0312476408988304,0.0480096544615274,state_ext=neutral,0.03331468459625,0.0492242925766248,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,40,False,False,crypto-1d-02,SUSHI/USD|1d|state_ret_day=ret_day_flat + state_ext=neutral|rolling,False,research_only,False,False,0.02418261245363594,0.027912862217797693,regime_switching_research_only
DOGE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_slope=flat + state_ext=stretched_down,bear,BTC/USD,ok,481,41,0.04910102228604894,0.6585365853658537,1.7601674375642449,0.07837942126285302,False,0.00568994070669353,0.043411081579355415,cross_USO_state_slope=uptrend + cross_TLT_state_slope=flat,0.0383657037388863,0.010735318547162642,21,rolling,4,short,rejected,late_emerging_valid_supported,40,False,55,True,0.033801842475017,0.0267557157067297,cross_USO_state_slope=uptrend + cross_TLT_state_slope=flat,0.0057715464178957,0.0318801791765117,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,38,False,False,crypto-1d-01,,False,,,False,0.02609110615907284,0.0230099161269761,regime_switching_research_only
AAVE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,bear,BTC/USD,ok,481,9,0.04901533103554426,0.6666666666666666,1.4660495005650769,0.14263480185230915,False,-0.009803211926236514,0.05881854296178077,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.02121961462418734,0.02779571641135692,3,rolling,4,short,rejected,late_emerging_regime_switching,43,False,40,True,0.0738550586485203,0.07135214699339,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.0090254179912946,3.6491645261094155e-09,2,11,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,50,False,False,crypto-1d-00,,False,,,False,0.04708826023500763,0.001927070800536626,unsupported
BCH/USD,1d,state_ret_day=ret_day_down + state_ext=neutral,bear,BTC/USD,ok,481,13,0.04425478767620199,0.6923076923076923,2.006075613540728,0.04484818125139589,False,-0.0016414836365081275,0.04589627131271012,state_ret_day=ret_day_down,0.006532610633973642,0.03772217704222834,29,rolling,4,long,rejected,late_emerging_valid_supported,33,False,28,True,0.0329225443917062,0.0397031581101572,state_ext=neutral,0.016171644722352,0.0398519360414875,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,29,False,False,crypto-1d-00,BCH/USD|1d|state_ret_day=ret_day_down + state_ext=neutral|rolling,False,research_only,False,False,0.009888464446325403,0.03436632322987658,unsupported
SOL/USD,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,bear,BTC/USD,ok,452,20,0.04216882388017392,0.7,1.6544147531693993,0.09804327090817866,False,0.00548090682985157,0.03668791705032235,state_ext=stretched_up,0.016385079335717496,0.025783744544456425,38,rolling,4,short,rejected,late_emerging_valid_supported,78,False,17,True,0.0456382898565296,0.0428490830969105,cross_TLT_state_slope=downtrend,0.0197642045820936,0.0010895250320701,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,41,False,False,crypto-1d-02,,False,,,False,0.0018936536559422258,0.040275170224231695,regime_switching_research_only
SOL/USD,1d,cross_USO_state_slope=downtrend + cross_TLT_state_slope=uptrend + state_ext=stretched_down,bear,BTC/USD,ok,452,37,0.04080882374232806,0.5675675675675675,1.5907953625726186,0.111655636956691,False,-0.005880906829851569,0.04668973057217963,cross_USO_state_slope=downtrend + cross_TLT_state_slope=uptrend,0.020483567251657363,0.0203252564906707,25,rolling,4,long,rejected,late_emerging_recent_only,76,False,23,True,0.029499889655773,0.0392890964153921,cross_TLT_state_slope=uptrend + state_ext=stretched_down,0.0124172327827961,0.0485941424990525,1,1,0.25,0,7,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,44,False,False,crypto-1d-02,,False,,,False,0.006394233613944177,0.03441459012838388,regime_switching_research_only
DOT/USD,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=flat + state_ext=stretched_down,bear,BTC/USD,ok,223,32,0.03589504000806578,0.625,1.8089916015084488,0.07045230812587788,False,0.011264956948685099,0.02463008305938068,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=flat,0.033444410659455484,0.002450629348610296,20,rolling,4,short,rejected,late_emerging_valid_supported,14,False,32,True,0.0520999112396103,0.0362642044266565,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=flat,0.0060364860503393,0.0034840674429521,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,37,False,False,crypto-1d-01,,False,,,False,0.02322529492568148,0.0126697450823843,regime_switching_research_only
CRV/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_down,bear,BTC/USD,ok,223,37,0.03470837865526507,0.6216216216216216,1.4474675089306535,0.14776603002680444,False,-0.0061788542615246475,0.040887232916789716,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.025582167325370456,0.009126211329894614,19,rolling,4,short,rejected,late_emerging_valid_supported,74,False,46,True,0.0385854801685687,0.0268708912709464,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.009181640579839,0.0432518223666926,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,51,False,False,crypto-1d-01,,False,,,False,0.029091010578050854,0.005617368077214215,regime_switching_research_only
SUSHI/USD,1d,cross_USO_state_slope=flat + cross_TLT_state_ext=neutral + state_ext=stretched_up,bear,BTC/USD,ok,481,5,0.0334781074344762,0.8,0.6275571343143099,0.5302940970031897,False,0.0029078217429439196,0.03057028569153228,cross_TLT_state_ext=neutral + state_ext=stretched_up,0.041550851184987796,-0.008072743750511598,20,rolling,4,short,rejected,late_emerging_recent_only,85,False,47,True,0.0538930587532616,0.0441310451905647,cross_USO_state_slope=flat + state_ext=stretched_up,0.0072562813540313,0.0013018850490071,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,103,False,False,crypto-1d-02,,False,,,False,0.0051957261456599705,0.028282381288816227,unsupported
CRV/USD,1d,cross_USO_state_vol=mid_vol + state_ext=stretched_down,bear,BTC/USD,ok,223,44,0.03315018012898571,0.75,1.569781941396965,0.116465850217365,False,-0.0061788542615246475,0.03932903439051036,cross_USO_state_vol=mid_vol,0.01827279426380058,0.014877385865185132,23,rolling,4,short,rejected,late_emerging_recent_only,112,False,61,True,0.0403681662810314,0.0286535773834091,cross_USO_state_vol=mid_vol,0.0002658765095567,0.0211470537751068,1,1,0.25,0,8,7,8,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,48,False,False,crypto-1d-01,,False,,,False,0.00892463802267501,0.024225542106310703,regime_switching_research_only
CRV/USD,1d,state_ext=stretched_up + state_vol=mid_vol,bear,BTC/USD,ok,223,9,0.029754862516294937,0.7777777777777778,1.7556092322948231,0.07915515473819656,False,-0.0061788542615246475,0.035933716777819584,state_ext=stretched_up,-2.885642543339289e-05,0.02978371894172833,39,rolling,4,short,rejected,late_emerging_valid_supported,80,False,18,True,0.0791283696394024,0.0674137807417801,state_ext=stretched_up,0.0429600496201927,0.0353963364869716,0,0,0.0,0,7,6,6,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,39,False,False,crypto-1d-01,CRV/USD|1d|state_ext=stretched_up + state_vol=mid_vol|rolling,False,research_only,False,False,0.0003037013103701608,0.029451161205924777,unsupported
CRV/USD,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_up,bear,BTC/USD,ok,223,29,0.027952953763469134,0.6896551724137931,1.573315707119162,0.11564573411643986,False,-0.0061788542615246475,0.034131808024993784,state_ext=stretched_up,-2.885642543339289e-05,0.02798181018890253,8,rolling,4,short,rejected,late_emerging_recent_only,103,False,26,True,0.0617435022893327,0.0500289133917104,state_ext=stretched_up,0.0255751822701229,1.9414552632213145e-08,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,46,False,False,crypto-1d-01,,False,,,False,0.02672325909569034,0.001229694667778794,regime_switching_research_only
DOT/USD,1d,state_ext=stretched_up + state_vol=high_vol,bear,BTC/USD,ok,223,15,0.027316626803704797,0.8,1.8120346830706624,0.06998083761360907,False,0.011264956948685099,0.0160516698550197,state_ext=stretched_up,0.01865981073668315,0.008656816067021646,12,rolling,4,short,rejected,late_emerging_recent_only,68,False,29,True,0.0520715405075039,0.0362358336945502,state_ext=stretched_up,0.017851261325471,0.0001939052584718,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,36,False,False,crypto-1d-01,DOT/USD|1d|state_ext=stretched_up + state_vol=high_vol|rolling,False,research_only,False,False,0.0062117073013343025,0.021104919502370496,regime_switching_research_only
SUSHI/USD,1d,cross_USO_state_vol=mid_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,48,0.027068268933038975,0.6875,1.1179581487609065,0.2635848681582307,False,0.0029078217429439196,0.024160447190095056,state_ext=stretched_up,0.01584677048356844,0.011221498449470537,54,rolling,4,short,rejected,late_emerging_valid_supported,182,False,25,True,0.04394298764409,0.034180974081393,cross_USO_state_vol=mid_vol,0.0123396890301899,0.0251132269360525,0,0,0.0,0,7,6,6,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,65,False,False,crypto-1d-02,,False,,,False,0.0005113686477535175,0.026556900285285456,regime_switching_research_only
CRV/USD,1d,cross_TLT_state_slope=downtrend + state_slope=flat,bear,BTC/USD,ok,223,11,0.025265287176518048,0.7272727272727273,1.974893593638455,0.04828022457191228,False,-0.0061788542615246475,0.031444141438042694,cross_TLT_state_slope=downtrend,-0.0030859945349052498,0.028351281711423298,9,rolling,4,short,rejected,late_emerging_recent_only,37,False,23,True,0.0462219155193992,0.0345073266217769,cross_TLT_state_slope=downtrend,0.0234926750286659,5.132532034135551e-05,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,32,False,False,crypto-1d-01,,False,,,False,0.03762178815357465,-0.012356500977056602,unsupported
SOL/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,bear,BTC/USD,ok,452,5,0.024482221777418878,0.8,1.0584761083425787,0.28983843744603677,False,0.00548090682985157,0.019001314947567308,cross_TLT_state_ext=neutral + state_ext=stretched_up,0.04619556273042218,-0.0217133409530033,27,rolling,4,short,rejected,late_emerging_recent_only,24,False,31,True,0.0355425242092196,0.0327533174496005,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.0049550068484702,0.0114430395667375,1,1,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,69,False,False,crypto-1d-02,,False,,,False,0.021824419370510377,0.0026578024069085007,unsupported
BCH/USD,1d,cross_USO_state_slope=uptrend + state_slope=flat,bear,BTC/USD,ok,481,49,0.024171705120628263,0.5918367346938775,0.9941147245115479,0.32016701757350097,False,0.0012414836365081344,0.022930221484120127,cross_USO_state_slope=uptrend,0.012286835907531756,0.011884869213096507,40,rolling,4,short,rejected,late_emerging_valid_supported,93,False,89,True,0.0153771648551883,0.0155965511367373,cross_USO_state_slope=uptrend,0.0047897226491967,0.0394451520679339,0,0,0.0,0,8,7,5,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,76,False,False,crypto-1d-00,,False,,,False,0.00995398722236363,0.014217717898264632,regime_switching_research_only
SUSHI/USD,1d,state_volume=vol_normal + state_ext=stretched_up,bear,BTC/USD,ok,481,26,0.023621302294282984,0.6153846153846154,0.6965795866985912,0.48606593452069946,False,0.0029078217429439196,0.020713480551339064,state_ext=stretched_up,0.01584677048356844,0.007774531810714545,8,rolling,4,short,rejected,late_emerging_valid_supported,125,False,31,True,0.0547339528438434,0.0449719392811464,state_ext=stretched_up,0.0282761367487299,0.0161031458281351,1,1000,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,provisional,rejected,rejected,rejected,5,136,98,False,False,crypto-1d-02,,False,,,False,0.03696106109057149,-0.013339758796288508,regime_switching_research_only
SUSHI/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_down,bear,BTC/USD,ok,481,36,0.023580325320682462,0.5833333333333334,0.8133111729717281,0.4160396727304676,False,0.0029078217429439196,0.020672503577738543,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.030701594735834316,-0.007121269415151853,19,rolling,4,short,rejected,late_emerging_valid_supported,43,False,81,True,0.0301775737496819,0.020415560186985,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.0080774708269084,0.0378520662920496,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,89,False,False,crypto-1d-02,,False,,,False,0.013359117894192227,0.010221207426490235,regime_switching_research_only
LTC/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_down,bear,BTC/USD,ok,481,39,0.02350250512518464,0.5128205128205128,1.2690449177854322,0.2044250441275719,False,-0.0015229865555246454,0.025025491680709284,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.01555899968199782,0.00794350544318682,47,rolling,4,short,rejected,late_emerging_valid_supported,52,False,65,True,0.0232455147585591,0.0210564345300172,cross_USO_state_slope=uptrend + state_ext=stretched_down,0.0025757321972328,0.043604401360993,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,58,False,False,crypto-1d-02,,False,,,False,0.005368409481029921,0.01813409564415472,regime_switching_research_only
BCH/USD,1d,state_ext=neutral + state_vol=mid_vol,bear,BTC/USD,ok,481,15,0.022761821327277356,0.6,0.6622482366860244,0.5078121448842516,False,-0.0016414836365081275,0.024403304963785483,state_ext=neutral,-0.0004258270812331029,0.02318764840851046,6,rolling,4,long,rejected,late_emerging_recent_only,42,False,32,True,0.0352683641508737,0.0420489778693247,state_ext=neutral,0.0185174644815196,0.0312322491616021,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,101,False,False,crypto-1d-00,BCH/USD|1d|state_ext=neutral + state_vol=mid_vol|rolling,False,research_only,False,False,0.009793001772612895,0.012968819554664461,regime_switching_research_only
DOT/USD,1d,state_weekpart=weekday + state_ext=neutral,bear,BTC/USD,ok,223,11,0.02213603507579121,0.6363636363636364,1.433620481284236,0.15168059550857738,False,0.011264956948685099,0.01087107812710611,state_weekpart=weekday,0.008021948350986153,0.014114086724805056,26,rolling,4,short,rejected,late_emerging_recent_only,69,False,24,True,0.0430409216094062,0.0272052147964524,state_ext=neutral,0.0270915968874765,0.0456916230708299,1,1,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,52,False,False,crypto-1d-01,DOT/USD|1d|state_weekpart=weekday + state_ext=neutral|rolling,False,research_only,False,False,0.014506179496243736,0.007629855579547472,unsupported
XRP/USD,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_up,bear,BTC/USD,ok,207,11,0.022130744234384575,0.6363636363636364,1.9964294584059434,0.04588719697529875,False,0.004051566326740499,0.018079177907644076,state_ext=stretched_up,0.016432989594342976,0.005697754640041599,15,rolling,4,short,rejected,late_emerging_valid_supported,105,False,15,True,0.0375104371146984,0.0297705664324938,state_ext=stretched_up,0.0123943429417565,0.0002030086043107,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,31,False,False,crypto-1d-02,,False,,,False,0.014237357433532171,0.007893386800852404,unsupported
AAVE/USD,1d,cross_TLT_state_vol=high_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,48,0.021423548686711372,0.5625,0.8869768028771277,0.37509138966348754,False,0.009403211926236525,0.012020336760474848,state_ext=stretched_up,0.021868455313169034,-0.0004449066264576619,18,rolling,4,long,rejected,late_emerging_valid_supported,122,False,15,True,0.0738628449143631,0.0833657565694934,cross_TLT_state_vol=high_vol,0.0017468908718151,0.0234620869106974,1,10,0.25,0,7,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,83,False,False,crypto-1d-00,,False,,,False,0.03392041534996974,-0.01249686666325837,regime_switching_research_only
SUSHI/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bear,BTC/USD,ok,481,35,0.020836541142800286,0.6857142857142857,1.0006701510454037,0.31698630266455785,False,0.0029078217429439196,0.017928719399856366,state_ext=stretched_up,0.01584677048356844,0.004989770659231847,5,rolling,4,short,rejected,late_emerging_regime_switching,210,False,47,True,0.0546771329551499,0.0449151193924529,state_ext=stretched_up,0.0282193168600364,0.0002787960010768,2,11,0.5,0,8,7,8,8.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,75,False,False,crypto-1d-02,,False,,,False,0.02551294851616985,-0.004676407373369565,regime_switching_research_only
AVAX/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,bear,BTC/USD,ok,481,7,0.02024096776098125,0.5714285714285714,0.87373399534258,0.3822631329876889,False,0.004908754160857508,0.01533221360012374,cross_USO_state_slope=uptrend,0.016837240943355838,0.003403726817625411,5,rolling,4,short,rejected,late_emerging_recent_only,52,False,39,True,0.0397926419857728,0.0355948495817298,cross_USO_state_slope=uptrend,0.0221395936219767,0.000162814615841,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,84,False,False,crypto-1d-00,,False,,,False,0.02687210412104492,-0.006631136360063673,unsupported
LINK/USD,1d,cross_USO_state_ext=stretched_up + cross_TLT_state_slope=flat + state_ext=stretched_up,bear,BTC/USD,ok,481,17,0.02023639305389799,0.35294117647058826,0.3801455477623747,0.7038373769065063,False,-0.0007248121954760898,0.020961205249374077,cross_USO_state_ext=stretched_up + cross_TLT_state_slope=flat,0.03464805322151795,-0.01441166016761996,42,rolling,4,short,rejected,late_emerging_valid_supported,66,False,50,True,0.028344215330683,0.0267459856366824,cross_USO_state_ext=stretched_up + state_ext=stretched_up,0.0061325469088434,0.0366517110551742,0,0,0.0,0,8,6,6,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,114,False,False,crypto-1d-01,,False,,,False,0.021659716464104636,-0.001423323410206647,regime_switching_research_only
LINK/USD,1d,cross_USO_state_slope=uptrend + state_slope=uptrend,bear,BTC/USD,ok,481,18,0.0199675119867343,0.4444444444444444,0.4583801676128603,0.6466793375045823,False,-0.0007248121954760898,0.020692324182210387,state_slope=uptrend,0.030384466601413734,-0.010416954614679435,10,rolling,4,short,rejected,late_emerging_recent_only,48,False,36,True,0.0361099907342529,0.0345117610402524,cross_USO_state_slope=uptrend,0.0229373504897756,0.0006931653423809,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,110,False,False,crypto-1d-01,,False,,,False,0.023089352898513507,-0.0031218409117792084,regime_switching_research_only
LTC/USD,1d,cross_USO_state_slope=uptrend + state_slope=downtrend,bear,BTC/USD,ok,481,41,0.019368145094558982,0.5609756097560976,1.0069069800737955,0.31397947737168463,False,-0.0015229865555246454,0.020891131650083626,state_slope=downtrend,0.005267649857228435,0.014100495237330547,43,rolling,4,short,rejected,late_emerging_valid_supported,49,False,59,True,0.0243183140556868,0.0221292338271449,cross_USO_state_slope=uptrend,0.0134777273123748,0.0445943052388204,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,74,False,False,crypto-1d-02,,False,,,False,0.019358256541489306,9.888553069676426e-06,regime_switching_research_only
UNI/USD,1d,cross_USO_state_ext=stretched_up + state_ext=stretched_up,bear,BTC/USD,ok,481,30,0.018737847815213392,0.5333333333333333,0.9899276241316373,0.32220949621677386,False,-0.005108010175154697,0.023845857990368088,cross_USO_state_ext=stretched_up,0.01596364076456822,0.002774207050645173,48,rolling,4,short,rejected,late_emerging_valid_supported,206,False,66,True,0.0358136541416566,0.0337510817428693,state_ext=stretched_up,0.0216715177448155,0.0080530917029357,0,0,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,77,False,False,crypto-1d-02,,False,,,False,0.014938291748205823,0.0037995560670075687,regime_switching_research_only
SUSHI/USD,1d,cross_USO_state_ext=stretched_up + cross_TLT_state_slope=flat + state_ext=stretched_up,bear,BTC/USD,ok,481,9,0.0182336360010551,0.6666666666666666,1.628530809488139,0.10341238188804125,False,0.0029078217429439196,0.015325814258111182,cross_USO_state_ext=stretched_up + cross_TLT_state_slope=flat,0.05589489012144205,-0.03766125412038694,35,rolling,4,short,rejected,late_emerging_recent_only,58,False,37,True,0.0594822813822414,0.0497202678195445,cross_USO_state_ext=stretched_up + state_ext=stretched_up,0.0048051484270915,0.0010422120170683,1,1,0.25,0,8,6,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,3,136,43,False,False,crypto-1d-02,,False,,,False,0.019033066889978557,-0.000799430888923456,unsupported
DOGE/USD,1d,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral + state_ext=stretched_down,bear,BTC/USD,ok,481,48,0.01784069788440761,0.5208333333333334,1.1049222049659042,0.269193299877136,False,0.00568994070669353,0.012150757177714078,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.01675637636089145,0.0010843215235161602,22,rolling,4,short,rejected,late_emerging_valid_supported,41,False,80,True,0.0270145018776517,0.0199683751093643,cross_USO_state_slope=uptrend + cross_TLT_state_ext=neutral,0.0014009931849314,0.0233876457208386,1,10,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,66,False,False,crypto-1d-01,,False,,,False,0.011808318197091227,0.006032379687316382,regime_switching_research_only
DOT/USD,1d,cross_TLT_state_ext=neutral + state_ext=stretched_up,bear,BTC/USD,ok,223,9,0.017808138077300237,0.7777777777777778,1.5314008099169438,0.12567036405943544,False,0.011264956948685099,0.006543181128615138,cross_TLT_state_ext=neutral,0.026625230913470393,-0.008817092836170156,27,rolling,4,short,rejected,late_emerging_valid_supported,135,False,51,True,0.0466896913537302,0.0308539845407765,state_ext=stretched_up,0.0124694121716973,0.0014815464516049,1,10,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,49,False,False,crypto-1d-01,,False,,,False,0.005665037188324398,0.012143100888975838,unsupported
DOT/USD,1d,state_ret_day=ret_day_up + state_ext=stretched_up,bear,BTC/USD,ok,223,8,0.01712128038775117,0.75,0.8552528571389421,0.39241117990610563,False,0.011264956948685099,0.005856323439066072,state_ext=stretched_up,0.01865981073668315,-0.0015385303489319803,37,rolling,4,short,rejected,late_emerging_valid_supported,88,False,30,True,0.0344991586464741,0.0186634518335204,state_ext=stretched_up,0.0002788794644413,0.0403071758302753,0,0,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,86,False,False,crypto-1d-01,DOT/USD|1d|state_ret_day=ret_day_up + state_ext=stretched_up|rolling,False,research_only,False,False,0.011130256262712078,0.005991024125039093,unsupported
SUSHI/USD,1d,state_volume=vol_quiet + state_ext=stretched_up,bear,BTC/USD,ok,481,19,0.016952228095394102,0.7368421052631579,1.2222096304534105,0.22162836292792143,False,0.0029078217429439196,0.014044406352450182,state_ext=stretched_up,0.01584677048356844,0.0011054576118256637,31,rolling,4,short,rejected,late_emerging_recent_only,145,False,40,True,0.0430409322900575,0.0332789187273605,state_ext=stretched_up,0.016583116194944,0.0026186550266198,1,1,0.25,0,7,6,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,61,False,False,crypto-1d-02,,False,,,False,0.00799552828195289,0.008956699813441212,regime_switching_research_only
DOT/USD,1d,cross_USO_state_slope=uptrend + state_ext=stretched_up,bear,BTC/USD,ok,223,11,0.016506922201028486,0.7272727272727273,0.9496077000233778,0.3423116244848199,False,0.011264956948685099,0.005241965252343387,state_ext=stretched_up,0.01865981073668315,-0.002152888535654665,13,rolling,4,short,rejected,late_emerging_recent_only,24,False,39,True,0.0448530282217905,0.0290173214088368,state_ext=stretched_up,0.0106327490397577,0.0003710372841794,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,80,False,False,crypto-1d-01,,False,,,False,0.03125904605968525,-0.014752123858656763,unsupported
AAVE/USD,1d,cross_USO_state_slope=uptrend + state_ext=stretched_up,bear,BTC/USD,ok,481,30,0.016445719933471162,0.5666666666666667,0.6731179144001098,0.5008722777738877,False,-0.009803211926236514,0.026248931859707676,cross_USO_state_slope=uptrend,0.01913964976378902,-0.0026939298303178573,2,rolling,4,short,rejected,late_emerging_regime_switching,80,False,56,True,0.0648296406572256,0.0623267290020953,cross_USO_state_slope=uptrend,0.0425320659704687,3.72311070861997e-11,2,11,0.5,0,8,8,8,9.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,5,136,100,False,False,crypto-1d-00,,False,,,False,0.04295533939125402,-0.026509619457782855,regime_switching_research_only
