symbol,timeframe,slice_combination,regime,regime_symbol,diagnostic_status,regime_window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_mean_ret_costadj,excess_vs_best_parent,rank,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size_regime,search_wide_rank_regime,search_wide_bh_pass_regime,search_wide_bonferroni_pass_regime,research_shard_id,candidate_key,strict_gate_pass,status,live_decay_flag,not_regime_evaluated,all_regime_mean_ret_costadj,regime_excess_vs_all,regime_candidate_status
SUSHI/USD,1d,state_volume=vol_normal + state_ext=stretched_up,neutral,BTC/USD,ok,633,60,0.03501516027716305,0.5833333333333334,1.8428410273691844,0.06535222464989654,False,-5.1982298647925425e-05,0.03506714257581098,state_ext=stretched_up,0.00786470924495285,0.027150451032210202,21,rolling,4,short,rejected,late_emerging_valid_supported,125,False,31,True,0.0547339528438434,0.0436346565953742,state_ext=stretched_up,0.0239655158210661,0.0161031458281351,1,1000,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,30,False,False,crypto-1d-02,,False,,,False,0.03696106109057149,-0.0019459008134084382,regime_switching_research_only
DOGE/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_down,neutral,BTC/USD,ok,633,12,0.03476553015928354,0.4166666666666667,1.3411268587342182,0.17987926829457868,False,-0.007631334505889643,0.04239686466517319,cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_down,0.025019946429400742,0.009745583729882799,26,rolling,4,short,rejected,late_emerging_valid_supported,26,False,22,True,0.0348187851952348,0.0288053233327753,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_up,0.0042976661186775,0.0319044090517248,0,0,0.0,0,8,6,7,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,48,False,False,crypto-1d-01,DOGE/USD|1d|cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_down|rolling,False,research_only,False,False,0.023637817124718505,0.011127713034565036,unsupported
BCH/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=stretched_up + state_ext=neutral,neutral,BTC/USD,ok,633,13,0.03379271218244189,0.6923076923076923,0.9331652247749223,0.35073466669412534,False,0.0015776416431969344,0.03221507053924495,cross_ETH/USD_state_ext=stretched_up + state_ext=neutral,0.020994754907644665,0.012797957274797225,28,rolling,4,long,rejected,late_emerging_valid_supported,36,False,23,True,0.0416317760178039,0.0475314031964011,cross_ETH/USD_state_ext=stretched_up + state_ext=neutral,0.0078665910532257,0.040617234828109,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,74,False,False,crypto-1d-00,BCH/USD|1d|cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=stretched_up + state_ext=neutral|rolling,False,research_only,False,False,0.01164532044589747,0.022147391736544418,unsupported
AVAX/USD,1d,state_ext=stretched_down + state_slope=uptrend,neutral,BTC/USD,ok,633,26,0.030776447675279157,0.5769230769230769,1.4088931296151321,0.15886677139066707,False,-0.0034186181860285285,0.03419506586130769,state_ext=stretched_down,0.0022227304085194436,0.028553717266759714,16,rolling,4,long,rejected,late_emerging_valid_supported,46,False,16,True,0.0513416652384633,0.0632520027636982,state_slope=uptrend,0.0615444765004744,0.0190936843675584,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,45,False,False,crypto-1d-00,AVAX/USD|1d|state_ext=stretched_down + state_slope=uptrend|rolling,False,research_only,False,False,0.020164796609210837,0.01061165106606832,regime_switching_research_only
AVAX/USD,1d,cross_BTC/USD_state_slope=downtrend + state_ext=neutral,neutral,BTC/USD,ok,633,15,0.029925402566129182,0.5333333333333333,1.252887824401087,0.21024653354515555,False,-0.0034186181860285285,0.03334402075215771,cross_BTC/USD_state_slope=downtrend,0.007249947687208071,0.02267545487892111,3,rolling,4,long,rejected,late_emerging_recent_only,13,False,25,True,0.0351353266244383,0.0470456641496732,state_ext=neutral,0.03314300524995,0.040666664188111,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,54,False,False,crypto-1d-00,AVAX/USD|1d|cross_BTC/USD_state_slope=downtrend + state_ext=neutral|rolling,False,research_only,False,False,0.020346217217034265,0.009579185349094917,regime_switching_research_only
XRP/USD,1d,cross_BTC/USD_state_ext=stretched_down + state_ext=neutral,neutral,BTC/USD,ok,387,18,0.029690689975566634,0.6666666666666666,1.8881458905768245,0.05900636756605415,False,-0.00556216759725024,0.035252857572816876,state_ext=neutral,0.016713724205118026,0.012976965770448608,35,rolling,4,short,rejected,late_emerging_valid_supported,19,False,15,True,0.0289607091013623,0.019830659805808,cross_BTC/USD_state_ext=stretched_down,0.0210947652683488,2.873257187729905e-12,0,0,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,provisional,rejected,rejected,rejected,124,29,False,False,crypto-1d-02,XRP/USD|1d|cross_BTC/USD_state_ext=stretched_down + state_ext=neutral|rolling,False,research_only,False,False,0.026404251648973996,0.0032864383265926375,regime_switching_research_only
SUSHI/USD,1d,cross_BTC/USD_state_ext=neutral + state_ext=stretched_up,neutral,BTC/USD,ok,633,38,0.029491433624337697,0.5,1.3191535931647385,0.18711776918303702,False,-5.1982298647925425e-05,0.029543415922985622,cross_BTC/USD_state_ext=neutral,0.01946475378424889,0.010026679840088808,48,rolling,4,short,rejected,late_emerging_valid_supported,94,False,20,True,0.053082303321332,0.0419830070728629,state_ext=stretched_up,0.0223138662985547,0.041339234977701,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,50,False,False,crypto-1d-02,SUSHI/USD|1d|cross_BTC/USD_state_ext=neutral + state_ext=stretched_up|rolling,False,research_only,False,False,0.020569178169041767,0.00892225545529593,regime_switching_research_only
AVAX/USD,1d,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,neutral,BTC/USD,ok,633,40,0.02884515336084762,0.7,1.9590697017544025,0.05010462448985864,False,0.0030186181860285288,0.02582653517481909,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=flat,0.01968009996617164,0.009165053394675982,14,rolling,4,short,rejected,late_emerging_valid_supported,98,False,34,True,0.032967744556631,0.0280574070313961,cross_BTC/USD_state_ext=neutral + state_ext=stretched_down,0.0149998764865237,0.048281794407573,0,0,0.0,1,8,7,5,8.0,rejected,survived,rejected,rejected,rejected,rejected,rejected,rejected,124,28,False,False,crypto-1d-00,AVAX/USD|1d|cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=flat + state_ext=stretched_down|rolling,False,research_only,False,False,0.029049700143224208,-0.00020454678237658702,regime_switching_research_only
XRP/USD,1d,cross_BTC/USD_state_slope=downtrend + state_ext=neutral,neutral,BTC/USD,ok,387,20,0.026586417800606516,0.65,1.7108637933791953,0.08710625980369047,False,-0.00556216759725024,0.032148585397856755,state_ext=neutral,0.016713724205118026,0.00987269359548849,40,rolling,4,short,rejected,late_emerging_valid_supported,29,False,15,True,0.0273808856743819,0.0182508363788276,cross_BTC/USD_state_slope=downtrend,0.0168271535352383,7.19908701776184e-05,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,38,False,False,crypto-1d-02,XRP/USD|1d|cross_BTC/USD_state_slope=downtrend + state_ext=neutral|rolling,False,research_only,False,False,0.023051106518379053,0.003535311282227463,regime_switching_research_only
XRP/USD,1d,cross_ETH/USD_state_vol=low_vol + state_ext=stretched_up,neutral,BTC/USD,ok,387,30,0.026559578885352528,0.6666666666666666,1.2827494311145005,0.19957987583609027,False,-0.00556216759725024,0.03212174648260277,state_ext=stretched_up,0.010364560047383588,0.01619501883796894,26,rolling,4,short,rejected,late_emerging_recent_only,54,False,23,True,0.0299985315323164,0.0208684822367621,state_ext=stretched_up,0.0040528989045475,0.0117039362167683,1,1,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,52,False,False,crypto-1d-02,XRP/USD|1d|cross_ETH/USD_state_vol=low_vol + state_ext=stretched_up|rolling,False,research_only,False,False,0.00363312445550282,0.022926454429849707,regime_switching_research_only
AAVE/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_up,neutral,BTC/USD,ok,633,23,0.026407648992481124,0.6521739130434783,1.5739711056335333,0.1154941295858265,False,0.0009616603802562655,0.025445988612224857,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat,0.023068214904005648,0.0033394340884754757,23,rolling,4,short,rejected,late_emerging_valid_supported,48,False,16,True,0.0547308620047248,0.0531687938384364,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat,0.0102970160706919,0.0053080370985667,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,42,False,False,crypto-1d-00,AAVE/USD|1d|cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_up|rolling,False,research_only,False,False,0.021579742760403413,0.004827906232077711,regime_switching_research_only
LTC/USD,1d,cross_BTC/USD_state_ext=neutral + state_ext=stretched_up,neutral,BTC/USD,ok,633,31,0.026394927617211784,0.6774193548387096,1.3249072882608397,0.18520190324088848,False,0.0001877699858553224,0.026207157631356462,cross_BTC/USD_state_ext=neutral,0.008652346928438854,0.01774258068877293,39,rolling,4,short,rejected,late_emerging_valid_supported,51,False,34,True,0.035769891802332,0.0347548277036561,state_ext=stretched_up,0.0233445596567564,0.0109423309669156,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,49,False,False,crypto-1d-02,LTC/USD|1d|cross_BTC/USD_state_ext=neutral + state_ext=stretched_up|rolling,False,research_only,False,False,0.016268105176247636,0.010126822440964148,regime_switching_research_only
UNI/USD,1d,cross_ETH/USD_state_ext=stretched_down + state_ext=stretched_up,neutral,BTC/USD,ok,633,22,0.02290198048973886,0.6818181818181818,1.204078345825436,0.22855929858344548,False,0.0073053513250917945,0.015596629164647064,state_ext=stretched_up,0.025572457180732994,-0.002670476690994135,50,rolling,4,short,rejected,late_emerging_valid_supported,59,False,46,True,0.0318377074284506,0.0295001063965143,state_ext=stretched_up,0.0150698231379619,0.029134020033942,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,58,False,False,crypto-1d-02,UNI/USD|1d|cross_ETH/USD_state_ext=stretched_down + state_ext=stretched_up|rolling,False,research_only,False,False,0.007093686437137456,0.015808294052601403,regime_switching_research_only
DOT/USD,1d,cross_ETH/USD_state_slope=uptrend + state_slope=flat,neutral,BTC/USD,ok,444,38,0.022824969968048864,0.7105263157894737,1.1988303864529923,0.23059390454488682,False,0.0006159816145847151,0.02220898835346415,cross_ETH/USD_state_slope=uptrend,0.017044496173200526,0.005780473794848338,1,rolling,4,short,survived,clean_survivor_wf_strong,51,True,42,True,0.0459195716136171,0.0304049534763972,cross_ETH/USD_state_slope=uptrend,0.0029675180491921,0.0063373458994897,3,1011,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,124,59,False,False,crypto-1d-01,DOT/USD|1d|cross_ETH/USD_state_slope=uptrend + state_slope=flat|rolling,False,research_only,False,False,0.042352944656970565,-0.0195279746889217,regime_switching_research_only
SOL/USD,1d,cross_BTC/USD_state_vol=mid_vol + state_ext=stretched_up,neutral,BTC/USD,ok,470,43,0.022298585179757812,0.6511627906976745,1.105653883447935,0.2688763578088662,False,0.00222676895941609,0.020071816220341723,cross_BTC/USD_state_vol=mid_vol,0.011555496352843636,0.010743088826914176,5,rolling,4,short,rejected,late_emerging_regime_switching,75,False,33,True,0.0322225139117658,0.0297995715679412,cross_BTC/USD_state_vol=mid_vol,0.0171527849377115,3.38867991001024e-07,3,1011,0.75,0,8,8,8,9.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,66,False,False,crypto-1d-02,SOL/USD|1d|cross_BTC/USD_state_vol=mid_vol + state_ext=stretched_up|rolling,False,research_only,False,False,0.022171131976371036,0.00012745320338677577,regime_switching_research_only
AAVE/USD,1d,cross_BTC/USD_state_slope=uptrend + state_slope=flat,neutral,BTC/USD,ok,633,55,0.021625602365054883,0.6363636363636364,1.769859931662814,0.07675047709447358,False,0.0009616603802562655,0.020663941984798616,state_slope=flat,0.011232240460659858,0.010393361904395024,6,rolling,4,short,rejected,late_emerging_recent_only,117,False,66,True,0.0472470158878504,0.045684947721562,state_slope=flat,0.0141560363668358,0.0002424650089447,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,34,False,False,crypto-1d-00,AAVE/USD|1d|cross_BTC/USD_state_slope=uptrend + state_slope=flat|rolling,False,research_only,False,False,0.018672945466627233,0.0029526568984276497,regime_switching_research_only
DOGE/USD,1d,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,neutral,BTC/USD,ok,633,35,0.02132212240838929,0.6,1.2270596341395665,0.2198001780387071,False,0.007231334505889643,0.014090787902499647,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat,0.014451266124486316,0.006870856283902974,7,rolling,4,long,rejected,late_emerging_recent_only,40,False,29,True,0.031875895047859,0.0448893569103185,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat,0.0016204379953573,0.0203057073842534,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,57,False,False,crypto-1d-01,DOGE/USD|1d|cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down|rolling,False,research_only,False,False,0.02069496774870532,0.0006271546596839685,regime_switching_research_only
AAVE/USD,1d,cross_BTC/USD_state_slope=flat + state_slope=flat,neutral,BTC/USD,ok,633,106,0.02032280706350922,0.7075471698113207,1.1267720555659764,0.25983886828737046,False,0.0009616603802562655,0.019361146683252953,state_slope=flat,0.011232240460659858,0.009090566602849362,10,rolling,4,short,rejected,late_emerging_recent_only,225,False,74,True,0.0351721747090824,0.033610106542794,state_slope=flat,0.0020811951880678,0.0249334670076057,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,65,False,False,crypto-1d-00,AAVE/USD|1d|cross_BTC/USD_state_slope=flat + state_slope=flat|rolling,False,research_only,False,False,9.682518136595136e-05,0.02022598188214327,regime_switching_research_only
DOT/USD,1d,cross_ETH/USD_state_slope=flat + state_slope=downtrend,neutral,BTC/USD,ok,444,12,0.02014160336938543,0.75,1.2396382767525147,0.21510921638381486,False,0.0006159816145847151,0.019525621754800715,cross_ETH/USD_state_slope=flat,0.005662283996301679,0.01447931937308375,14,rolling,4,short,rejected,late_emerging_valid_supported,68,False,30,True,0.020458084285883,0.0049434661486631,state_slope=downtrend,0.0083582730367796,0.0246546586346241,1,1000,0.25,0,7,7,6,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,56,False,False,crypto-1d-01,DOT/USD|1d|cross_ETH/USD_state_slope=flat + state_slope=downtrend|rolling,False,research_only,False,False,0.02785209066974073,-0.007710487300355302,unsupported
LTC/USD,1d,cross_ETH/USD_state_ext=neutral + state_ext=stretched_up,neutral,BTC/USD,ok,633,27,0.020141368196968785,0.6666666666666666,1.7564553955108277,0.07901068121887045,False,0.0001877699858553224,0.019953598211113463,cross_ETH/USD_state_ext=neutral,0.026113156965115285,-0.0059717887681465,15,rolling,4,short,rejected,late_emerging_recent_only,43,False,23,True,0.0405776285835524,0.0395625644848764,cross_ETH/USD_state_ext=neutral,0.0211655303220637,0.0113416163666331,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,35,False,False,crypto-1d-02,LTC/USD|1d|cross_ETH/USD_state_ext=neutral + state_ext=stretched_up|rolling,False,research_only,False,False,0.02626965233265786,-0.006128284135689076,regime_switching_research_only
BCH/USD,1d,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,neutral,BTC/USD,ok,633,12,0.019882479537082876,0.5833333333333334,1.244878947015618,0.21317625070912571,False,-0.001977641643196937,0.021860121180279815,cross_BTC/USD_state_ext=neutral + state_ext=stretched_up,0.029850115451284603,-0.009967635914201727,8,rolling,4,short,rejected,late_emerging_recent_only,9,False,22,True,0.0329933237243439,0.0340936965457467,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=uptrend,0.0101983429641334,3.659628469554477e-05,1,1,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,55,False,False,crypto-1d-00,BCH/USD|1d|cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up|rolling,False,research_only,False,False,0.010376575372138227,0.009505904164944649,unsupported
CRV/USD,1d,cross_ETH/USD_state_vol=mid_vol + state_ext=stretched_up,neutral,BTC/USD,ok,444,41,0.019321628911891885,0.5609756097560976,1.806696798001076,0.07080956723733123,False,0.0016904564387623783,0.01763117247312951,state_ext=stretched_up,0.011046474265076154,0.008275154646815731,23,rolling,4,short,rejected,late_emerging_valid_supported,90,False,33,True,0.0607178128020692,0.0490912420888854,state_ext=stretched_up,0.0221766922637733,0.0120659801652327,0,0,0.0,0,8,7,6,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,33,False,False,crypto-1d-01,CRV/USD|1d|cross_ETH/USD_state_vol=mid_vol + state_ext=stretched_up|rolling,False,research_only,False,False,0.02528932148321391,-0.0059676925713220245,regime_switching_research_only
UNI/USD,1d,cross_BTC/USD_state_ext=neutral + state_ext=stretched_down,neutral,BTC/USD,ok,633,78,0.019001616165760588,0.6282051282051282,1.626943795675873,0.10374903527685486,False,0.0073053513250917945,0.011696264840668793,cross_BTC/USD_state_ext=neutral,0.021839155054202593,-0.0028375388884420046,52,rolling,4,short,rejected,late_emerging_valid_supported,121,False,65,True,0.0300090003553069,0.0276713993233706,cross_BTC/USD_state_ext=neutral,0.0101601419002447,0.0219412210479417,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,39,False,False,crypto-1d-02,UNI/USD|1d|cross_BTC/USD_state_ext=neutral + state_ext=stretched_down|rolling,False,research_only,False,False,0.010128461347984934,0.008873154817775654,regime_switching_research_only
DOT/USD,1d,cross_BTC/USD_state_slope=flat + state_slope=downtrend,neutral,BTC/USD,ok,444,23,0.01874050950416317,0.6086956521739131,1.182394935305256,0.23704903187518767,False,0.0006159816145847151,0.018124527889578454,cross_BTC/USD_state_slope=flat,0.00429109598932727,0.014449413514835897,11,rolling,4,short,rejected,late_emerging_valid_supported,79,False,23,True,0.0265626516393106,0.0110480335020906,state_slope=downtrend,0.0144628403902072,0.0361662086195084,1,1000,0.25,0,8,8,6,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,60,False,False,crypto-1d-01,DOT/USD|1d|cross_BTC/USD_state_slope=flat + state_slope=downtrend|rolling,False,research_only,False,False,0.026124301924904378,-0.007383792420741209,regime_switching_research_only
XRP/USD,1d,cross_ETH/USD_state_vol=mid_vol + state_ext=neutral,neutral,BTC/USD,ok,387,20,0.018439365846104644,0.65,0.828890898556358,0.40716614596005685,False,-0.00556216759725024,0.024001533443354886,state_ext=neutral,0.016713724205118026,0.001725641640986618,13,rolling,4,short,rejected,late_emerging_valid_supported,36,False,20,True,0.045238514958817,0.0361084656632627,cross_ETH/USD_state_vol=mid_vol,0.0240607477398801,4.3298697960381125e-13,1,10,0.25,0,8,8,8,8.5,rejected,rejected,rejected,rejected,provisional,rejected,rejected,rejected,124,80,False,False,crypto-1d-02,XRP/USD|1d|cross_ETH/USD_state_vol=mid_vol + state_ext=neutral|rolling,False,research_only,False,False,0.037130783079714395,-0.01869141723360975,regime_switching_research_only
BCH/USD,1d,cross_BTC/USD_state_slope=uptrend + state_ext=stretched_down,neutral,BTC/USD,ok,633,29,0.017537193768915424,0.5172413793103449,1.1281625292672657,0.25925128548174636,False,-0.001977641643196937,0.01951483541211236,cross_BTC/USD_state_slope=uptrend,0.010831721889670482,0.006705471879244942,18,rolling,4,short,rejected,late_emerging_valid_supported,69,False,32,True,0.0380483641916156,0.0391487370130185,cross_BTC/USD_state_slope=uptrend,0.0289895691730362,0.0339365805097777,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,64,False,False,crypto-1d-00,BCH/USD|1d|cross_BTC/USD_state_slope=uptrend + state_ext=stretched_down|rolling,False,research_only,False,False,0.013541706799751358,0.003995486969164066,regime_switching_research_only
XRP/USD,1d,cross_BTC/USD_state_vol=low_vol + state_ext=stretched_up,neutral,BTC/USD,ok,387,62,0.016869394422943846,0.5967741935483871,1.2540508674127038,0.20982351707528513,False,-0.00556216759725024,0.022431562020194085,state_ext=stretched_up,0.010364560047383588,0.0065048343755602575,7,rolling,4,short,rejected,late_emerging_regime_switching,123,False,27,True,0.0306919377487001,0.0215618884531458,state_ext=stretched_up,0.0047463051209312,0.0029455891029082,2,1001,0.5,0,7,7,7,8.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,53,False,False,crypto-1d-02,XRP/USD|1d|cross_BTC/USD_state_vol=low_vol + state_ext=stretched_up|rolling,False,research_only,False,False,0.0113490483856113,0.005520346037332546,regime_switching_research_only
BCH/USD,1d,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,neutral,BTC/USD,ok,633,30,0.016355915204132758,0.6333333333333333,0.8350450811753715,0.40369232633593644,False,0.0015776416431969344,0.014778273560935824,cross_BTC/USD_state_slope=downtrend + state_ext=stretched_down,0.0272630176659242,-0.010907102461791444,19,rolling,4,long,rejected,late_emerging_valid_supported,33,False,16,True,0.0569961507743832,0.0628957779529803,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat,0.0282737254390026,0.0188435422502222,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,79,False,False,crypto-1d-00,BCH/USD|1d|cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down|rolling,False,research_only,False,False,0.022858865137548885,-0.0065029499334161266,regime_switching_research_only
UNI/USD,1d,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,neutral,BTC/USD,ok,633,41,0.01575023972200389,0.6097560975609756,1.0621558954805483,0.2881649184158752,False,0.0073053513250917945,0.008444888396912095,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=flat,0.023110460109922532,-0.007360220387918642,51,rolling,4,short,rejected,late_emerging_valid_supported,67,False,28,True,0.0437667692423165,0.0414291682103802,cross_BTC/USD_state_ext=neutral + state_ext=stretched_down,0.0137577688870096,0.0444844048694919,0,0,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,70,False,False,crypto-1d-02,UNI/USD|1d|cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=flat + state_ext=stretched_down|rolling,False,research_only,False,False,0.013077238051575136,0.0026730016704287537,regime_switching_research_only
BCH/USD,1d,state_ext=neutral + state_slope=uptrend,neutral,BTC/USD,ok,633,24,0.015716672276622008,0.5,0.7248339638752239,0.4685538967810223,False,0.0015776416431969344,0.014139030633425073,state_ext=neutral,0.007000144111094001,0.008716528165528006,17,rolling,4,long,rejected,late_emerging_valid_supported,52,False,23,True,0.0531919673516939,0.0590915945302911,state_ext=neutral,0.035095663845165,0.0025087075060468,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,83,False,False,crypto-1d-00,BCH/USD|1d|state_ext=neutral + state_slope=uptrend|rolling,False,research_only,False,False,0.009375361340738944,0.006341310935883063,regime_switching_research_only
LTC/USD,1d,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,neutral,BTC/USD,ok,633,24,0.0150168372827199,0.7916666666666666,1.092380203468795,0.2746660207028868,False,-0.0005877699858553247,0.015604607268575224,cross_BTC/USD_state_slope=downtrend + state_ext=stretched_down,0.02407742804970109,-0.009060590766981189,27,rolling,4,long,rejected,late_emerging_recent_only,23,False,23,True,0.014635905556401,0.0226509696550769,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat,0.0031095029450682,0.033642154048779,1,1,0.25,0,8,7,8,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,67,False,False,crypto-1d-02,LTC/USD|1d|cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down|rolling,False,research_only,False,False,0.01600667589465951,-0.0009898386119396117,regime_switching_research_only
AAVE/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,neutral,BTC/USD,ok,633,13,0.014965946117806217,0.6153846153846154,1.1629241813176099,0.24486026543157902,False,0.0009616603802562655,0.014004285737549952,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat,0.023068214904005648,-0.008102268786199431,31,rolling,4,short,rejected,late_emerging_valid_supported,30,False,16,True,0.0492178735385685,0.0476558053722801,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat,0.0047840276045356,0.0091604371246118,0,0,0.0,0,8,6,6,7.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,62,False,False,crypto-1d-00,AAVE/USD|1d|cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down|rolling,False,research_only,False,False,0.02306091496391026,-0.008094968846104042,unsupported
BCH/USD,1d,state_volume=vol_normal + state_ext=neutral,neutral,BTC/USD,ok,633,31,0.014530480004062084,0.5161290322580645,0.9965105423054482,0.31900214738175303,False,0.0015776416431969344,0.01295283836086515,state_ext=neutral,0.007000144111094001,0.007530335892968083,22,rolling,4,long,rejected,late_emerging_valid_supported,58,False,26,True,0.0333661977809021,0.0392658249594993,state_ext=neutral,0.0152698942743732,0.0045479176215923,0,0,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,124,72,False,False,crypto-1d-00,,False,,,False,0.007654963774896465,0.0068755162291656196,regime_switching_research_only
