symbol,timeframe,slice_combination,regime,regime_symbol,diagnostic_status,regime_window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_mean_ret_costadj,excess_vs_best_parent
CRV/USD,1d,cross_TLT_state_slope=uptrend + state_slope=uptrend,bear,BTC/USD,ok,223,24,0.044788788187805455,0.75,2.0762086665484634,0.037874656079225355,True,-0.0061788542615246475,0.0509676424493301,state_slope=uptrend,0.0274479832225001,0.017340804965305354
CRV/USD,1d,cross_TLT_state_slope=uptrend + state_slope=uptrend,neutral,BTC/USD,ok,448,17,0.009783660923382446,0.5294117647058824,0.3044784631987231,0.7607633982169308,False,0.0018968243128124538,0.007886836610569993,state_slope=uptrend,0.011860958099483959,-0.0020772971761015124
CRV/USD,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_up,all,BTC/USD,ok,1066,129,0.02672325909569034,0.6356589147286822,1.8702760830575473,0.061445489032490475,False,-0.0034415481086966953,0.030164807204387037,cross_TLT_state_slope=uptrend,0.006019906474611386,0.020703352621078953
CRV/USD,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_up,bull,BTC/USD,ok,395,80,0.02839005273283681,0.6375,1.4845457242178695,0.13766420223949583,False,-0.007950843229596606,0.036340895962433416,cross_TLT_state_slope=uptrend,0.01774821960150869,0.010641833131328122
CRV/USD,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_up,bear,BTC/USD,ok,223,29,0.027952953763469134,0.6896551724137931,1.573315707119162,0.11564573411643986,False,-0.0061788542615246475,0.034131808024993784,state_ext=stretched_up,-2.885642543339289e-05,0.02798181018890253
CRV/USD,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_up,neutral,BTC/USD,ok,448,20,0.018273027278825193,0.55,0.6294376493523695,0.5290625762773635,False,0.0018968243128124538,0.016376202966012738,state_ext=stretched_up,0.01145713647604017,0.006815890802785022
XRP/USD,1d,state_ext=neutral + state_vol=mid_vol,all,BTC/USD,ok,930,52,0.03447388478048821,0.8076923076923077,3.9366328677013587,8.263287723564439e-05,True,-0.00813339438822198,0.04260727916871019,state_ext=neutral,0.01913092643770421,0.015342958342784003
XRP/USD,1d,state_ext=neutral + state_vol=mid_vol,bull,BTC/USD,ok,332,15,0.028015066283502706,0.7333333333333333,2.31411047196551,0.02066166314092266,True,-0.01867915717188282,0.04669422345538553,state_ext=neutral,0.035019896314982625,-0.0070048300314799194
XRP/USD,1d,state_ext=neutral + state_vol=mid_vol,bear,BTC/USD,ok,207,16,0.03891688492666992,0.875,5.038800497156146,4.6845847267995566e-07,True,0.004051566326740499,0.03486531859992942,state_vol=mid_vol,0.015918718732157056,0.022998166194512865
XRP/USD,1d,state_ext=neutral + state_vol=mid_vol,neutral,BTC/USD,ok,391,21,0.03570218359552989,0.8095238095238095,1.8071044568589514,0.07074599388358349,False,-0.0056297975182010886,0.04133198111373097,state_ext=neutral,0.015398846559486933,0.020303337036042955
SUSHI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,all,BTC/USD,ok,1822,209,0.026697672102742646,0.6411483253588517,1.469257244153278,0.1417630289399865,False,0.002489867830105468,0.02420780427263718,cross_USO_state_vol=low_vol,0.01832986405308955,0.008367808049653095
SUSHI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bull,BTC/USD,ok,515,143,0.021629113100603118,0.6293706293706294,0.8573690257660993,0.39124097181849526,False,0.004339228921362992,0.017289884179240128,cross_USO_state_vol=low_vol,0.028007970747788616,-0.006378857647185498
SUSHI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,bear,BTC/USD,ok,481,9,0.004127664515895514,0.6666666666666666,0.21405249341602348,0.8305061218796366,False,0.0029078217429439196,0.0012198427729515947,state_ext=stretched_up,0.01584677048356844,-0.011719105967672925
SUSHI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,neutral,BTC/USD,ok,637,57,0.04297721606041942,0.6666666666666666,2.595279227663274,0.00945141004268546,True,-0.000297869323747281,0.043275085384166696,cross_USO_state_vol=low_vol,0.01012124119839219,0.03285597486202723
SUSHI/USD,1d,cross_USO_state_vol=low_vol + state_ext=stretched_up,regime_warmup,BTC/USD,ok,189,0,,,,,False,0.005782628533445588,,state_ext=stretched_up,0.03739847542737802,
CRV/USD,1h,state_weekpart=weekend + state_ext=stretched_up + state_vol=low_vol,all,BTC/USD,ok,9072,178,0.002548553193834859,0.601123595505618,1.1624236895637026,0.2450634052360261,False,0.00019551873813968769,0.002353034455695171,state_weekpart=weekend + state_ext=stretched_up,0.0025691670779531793,-2.0613884118320276e-05
