symbol,timeframe,slice_combination,regime,regime_symbol,diagnostic_status,regime_window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_mean_ret_costadj,excess_vs_best_parent,bin_mode
ARKW,1d,state_volume=vol_normal + state_slope=uptrend,bull,ARKW,ok,1378,503,0.0148740252995479,0.658051689860835,4.930619449078567,8.19692768772029e-07,True,0.0091635928569774,0.0057104324425705,state_slope=uptrend,0.0130403404717896,0.0018336848277583,rolling
ARKW,1d,state_volume=vol_normal + state_slope=uptrend,bear,ARKW,ok,382,8,0.0233436800000397,0.5,1.144310768384387,0.2524947790322862,False,0.0002258804041983,0.0231177995958414,state_volume=vol_normal,0.0033804872456024,0.0199631927544373,rolling
ARKW,1d,state_volume=vol_normal + state_slope=uptrend,neutral,ARKW,ok,1012,153,0.0045394655255208,0.5751633986928104,0.9361595555897037,0.3491910433391072,False,0.0003631628300178,0.004176302695503,state_slope=uptrend,0.0031487274390336,0.0013907380864872,rolling
ARKW,1d,state_volume=vol_normal + state_slope=uptrend,regime_warmup,ARKW,ok,199,0,,,,,False,0.0047486364506963,,state_volume=vol_normal,0.0053101601669872,,rolling
ARKW,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend + state_ext=stretched_down,all,USO,ok,2971,102,0.0340196255076624,0.7647058823529411,4.216856298119618,2.477317309912408e-05,True,0.0047210423120111,0.0292985831956512,cross_USO_state_ext=stretched_down + state_ext=stretched_down,0.015480860762421,0.0185387647452413,rolling
ARKW,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend + state_ext=stretched_down,bull,USO,ok,836,29,0.0263487599015353,0.7586206896551724,1.614224543422755,0.1064787302063048,False,-0.0031611095383789,0.0295098694399143,cross_USO_state_ext=stretched_down + state_ext=stretched_down,0.0183112892776858,0.0080374706238495,rolling
ARKW,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend + state_ext=stretched_down,bear,USO,ok,827,29,0.0443300391979074,0.7931034482758621,4.346650052245919,1.3823249704891792e-05,True,0.0092251033132063,0.035104935884701,cross_TLT_state_slope=downtrend + state_ext=stretched_down,0.0287689342474961,0.0155611049504112,rolling
ARKW,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend + state_ext=stretched_down,neutral,USO,ok,1308,44,0.032279923361312,0.75,2.701275699174338,0.006907405394485,True,0.0069111191460614,0.0253688042152506,cross_USO_state_ext=stretched_down + state_ext=stretched_down,0.0202144678978565,0.0120654554634555,rolling
ASML,1d,cross_TLT_state_ext=stretched_up + state_ext=neutral,all,TLT,ok,5022,246,0.0143968980845071,0.6260162601626016,3.5097557314905243,0.0004485185240086,True,0.0054737128796137,0.0089231852048933,cross_TLT_state_ext=stretched_up,0.0105773391764086,0.0038195589080984,rolling
ASML,1d,cross_TLT_state_ext=stretched_up + state_ext=neutral,bull,TLT,ok,1669,143,0.0136081656546402,0.6153846153846154,2.554717423905541,0.0106274034183857,True,0.0058061295105397,0.0078020361441005,cross_TLT_state_ext=stretched_up,0.0096393099986894,0.0039688556559507,rolling
ASML,1d,cross_TLT_state_ext=stretched_up + state_ext=neutral,bear,TLT,ok,1118,7,0.0268185032443699,0.8571428571428571,1.681856459655406,0.0925966773995139,False,0.0038361900604365,0.0229823131839333,cross_TLT_state_ext=stretched_up,0.0204833335843528,0.0063351696600171,rolling
ASML,1d,cross_TLT_state_ext=stretched_up + state_ext=neutral,neutral,TLT,ok,2036,91,0.0148328240962277,0.6153846153846154,2.2962030714481485,0.0216642730174116,True,0.0060235942448224,0.0088092298514052,cross_TLT_state_ext=stretched_up,0.0112238755024148,0.0036089485938129,rolling
ASML,1d,cross_TLT_state_ext=stretched_up + state_ext=neutral,regime_warmup,TLT,ok,199,5,0.0116305449415762,0.8,0.5171337336897963,0.6050628065705219,False,0.0062595857201141,0.005370959221462,cross_TLT_state_ext=stretched_up,0.0083609952840243,0.0032695496575518,rolling
ASML,1d,state_ext=stretched_up + state_ret_1=ret_down,all,ASML,ok,5022,484,0.0096468487218039,0.6198347107438017,4.313624276683503,1.60599793574967e-05,True,0.0054737128796137,0.0041731358421902,state_ret_1=ret_down,0.0085367325535234,0.0011101161682805,rolling
ASML,1d,state_ext=stretched_up + state_ret_1=ret_down,bull,ASML,ok,2395,327,0.0110753608982295,0.6238532110091743,4.288328422824053,1.8002277976325587e-05,True,0.0054084254674916,0.0056669354307378,state_ret_1=ret_down,0.0104720337126729,0.0006033271855565,rolling
ASML,1d,state_ext=stretched_up + state_ret_1=ret_down,bear,ASML,ok,745,24,-0.0127818388770121,0.5,-0.9797752920601468,0.3271970509727384,False,0.003247802008912,-0.0160296408859241,state_ret_1=ret_down,0.0042095189334028,-0.0169913578104149,rolling
ASML,1d,state_ext=stretched_up + state_ret_1=ret_down,neutral,ASML,ok,1683,133,0.0101819240652657,0.631578947368421,2.389054914338518,0.0168917773219754,True,0.0064590237859984,0.0037229002792673,state_ret_1=ret_down,0.0087382216603133,0.0014437024049523,rolling
ASML,1d,state_ext=stretched_up + state_ret_1=ret_down,regime_warmup,ASML,ok,199,0,,,,,False,0.0062595857201141,,state_ext=stretched_up,0.0048538162312488,,rolling
AVGO,1d,cross_USO_state_ext=stretched_down + state_ext=stretched_down,all,USO,ok,4267,499,0.019466367752697,0.6332665330661322,3.71651516459721,0.0002019895228571,True,0.0079606797518415,0.0115056880008554,state_ext=stretched_down,0.0143374802076986,0.0051288875449983,rolling
AVGO,1d,cross_USO_state_ext=stretched_down + state_ext=stretched_down,bull,USO,ok,1224,34,0.0107961937253512,0.5882352941176471,1.0605407441956745,0.2888986640633282,False,0.0037196755470647,0.0070765181782864,state_ext=stretched_down,0.0098922204528435,0.0009039732725077,rolling
AVGO,1d,cross_USO_state_ext=stretched_down + state_ext=stretched_down,bear,USO,ok,1093,221,0.0160217569811267,0.6289592760180995,1.702405198622232,0.0886794361924805,False,0.0136411898371663,0.0023805671439604,state_ext=stretched_down,0.0188112959048782,-0.0027895389237514,rolling
AVGO,1d,cross_USO_state_ext=stretched_down + state_ext=stretched_down,neutral,USO,ok,1950,244,0.0237944206110855,0.6434426229508197,4.269994460473405,1.9547782251105872e-05,True,0.0074387267381938,0.0163556938728916,state_ext=stretched_down,0.0142551665765494,0.009539254034536,rolling
AVGO,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,all,USO,ok,4267,378,0.0229583449160145,0.6349206349206349,3.66110173783351,0.0002511330039089,True,0.0079606797518415,0.0149976651641729,state_ext=stretched_down,0.0143374802076986,0.0086208647083158,rolling
AVGO,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,bull,USO,ok,1224,84,0.0299219629936242,0.7142857142857143,3.338455102236836,0.0008424564367097,True,0.0037196755470647,0.0262022874465594,state_ext=stretched_down,0.0098922204528435,0.0200297425407807,rolling
AVGO,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,bear,USO,ok,1093,147,0.025806524494409,0.6598639455782312,2.0562849365741296,0.0397550593887641,True,0.0136411898371663,0.0121653346572427,state_ext=stretched_down,0.0188112959048782,0.0069952285895308,rolling
AVGO,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,neutral,USO,ok,1950,147,0.0161309550075573,0.564625850340136,2.3977615107753616,0.0164956013942312,True,0.0074387267381938,0.0086922282693635,state_ext=stretched_down,0.0142551665765494,0.0018757884310078,rolling
AVGO,1d,state_ext=stretched_down + state_ret_5=ret_down,all,AVGO,ok,4267,794,0.0159704883765068,0.628463476070529,4.396330679787596,1.1009616834201095e-05,True,0.0079606797518415,0.0080098086246653,state_ext=stretched_down,0.0143374802076986,0.0016330081688082,rolling
AVGO,1d,state_ext=stretched_down + state_ret_5=ret_down,bull,AVGO,ok,2412,148,0.0046875274616107,0.527027027027027,0.6432469077434521,0.520063900447161,False,0.0043238067445651,0.0003637207170455,state_ext=stretched_down,0.0052841678363543,-0.0005966403747435,rolling
AVGO,1d,state_ext=stretched_down + state_ret_5=ret_down,bear,AVGO,ok,280,112,0.0194547790941611,0.6428571428571429,2.917618053525459,0.0035271610332974,True,0.0208586447874371,-0.001403865693276,state_ext=stretched_down,0.0251822746334003,-0.0057274955392391,rolling
AVGO,1d,state_ext=stretched_down + state_ret_5=ret_down,neutral,AVGO,ok,1376,534,0.0183668135731873,0.653558052434457,4.043073271275957,5.275512560753981e-05,True,0.0119589066798562,0.006407906893331,state_ret_5=ret_down,0.0164682188714984,0.0018985947016888,rolling
AVGO,1d,state_ext=stretched_down + state_ret_5=ret_down,regime_warmup,AVGO,ok,199,0,,,,,False,0.0062478517650861,,state_ext=stretched_down,0.0044047293409168,,rolling
