symbol,timeframe,slice_combination,window,diagnostic_status,window_start_utc,window_end_utc,window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_n,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_n,best_parent_mean_ret_costadj,excess_vs_best_parent,best_parent_p_value_nw,bin_mode
CBOE,1d,state_ext=neutral + state_ret_1=ret_down,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,70,0.0074129644119115,0.6285714285714286,3.281783405285959,0.001031528070023,True,504,0.0011656019543501,0.0062473624575614,state_ret_1=ret_down,141,0.0080346741767491,-0.0006217097648376,7.405163713336549e-07,rolling
CBOE,1d,state_ext=neutral + state_ret_1=ret_down,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,73,0.0079917457258432,0.6986301369863014,4.326621617909362,1.5141373447047355e-05,True,500,0.0026093397114987,0.0053824060143444,state_ret_1=ret_down,121,0.0083596693941464,-0.0003679236683031,1.769362434345112e-09,rolling
CBOE,1d,state_ext=neutral + state_ret_1=ret_down,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,19,0.0027463134701498,0.5263157894736842,0.2079068173952471,0.8353017259742179,False,267,0.0034341031458396,-0.0006877896756897,state_ext=neutral,75,0.0095686455908667,-0.0068223321207168,0.2772687074199724,rolling
CBOE,1d,state_ext=neutral + state_ret_1=ret_down,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,54,0.0049590258885064,0.6296296296296297,0.9908930904054126,0.3217377866466699,False,496,0.0022737445723381,0.0026852813161682,state_ext=neutral,213,0.0036331320945717,0.0013258937939346,0.3221902567407113,rolling
CBOE,1d,state_ext=neutral + state_ret_1=ret_down,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,18,0.0005888670238175,0.5,0.0423221055017857,0.9662419234296868,False,242,0.0017461900377633,-0.0011573230139458,state_ext=neutral,69,0.0076939719465318,-0.0071051049227142,0.4169697032402411,rolling
CBOE,1d,state_volume=vol_surge + state_slope=flat,all,ok,2010-06-15 04:00:00+00:00,2026-07-21 04:00:00+00:00,5304,270,0.0071514701415434,0.6,3.660020751350604,0.0002521948237337,True,5304,0.0025531530580808,0.0045983170834625,state_slope=flat,1970,0.0039226916125609,0.0032287785289824,0.0001232963016832,rolling
CBOE,1d,state_volume=vol_surge + state_slope=flat,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,17,0.0076048307853151,0.5882352941176471,0.9599644450235404,0.3370731096563162,False,504,0.0011656019543501,0.006439228830965,state_volume=vol_surge,66,0.0042808614835044,0.0033239693018107,0.29806386478668,rolling
CBOE,1d,state_volume=vol_surge + state_slope=flat,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,26,0.0151656652083053,0.7692307692307693,3.0249245055658123,0.0024869519588079,True,500,0.0026093397114987,0.0125563254968065,state_volume=vol_surge,54,0.0083256689922685,0.0068399962160367,0.1603856344021288,rolling
CBOE,1d,state_volume=vol_surge + state_slope=flat,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,12,0.0114781138802178,0.75,2.0210589973246487,0.0432736581848702,False,267,0.0034341031458396,0.0080440107343782,state_slope=flat,42,0.0181047367293056,-0.0066266228490878,0.0308105022480691,rolling
CBOE,1d,state_volume=vol_surge + state_slope=flat,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,24,0.0131122079321353,0.7083333333333334,2.3356400076018,0.0195100116138808,True,496,0.0022737445723381,0.0108384633597972,state_slope=flat,139,0.0085668073582695,0.0045454005738657,0.0251233669802646,rolling
CBOE,1d,state_volume=vol_surge + state_slope=flat,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,7,0.0040936843621991,0.5714285714285714,0.5420744831273558,0.5877671962209594,False,242,0.0017461900377633,0.0023474943244357,state_slope=flat,34,0.017217557196039,-0.0131238728338398,0.0961023255134021,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,498,0.0400548681791318,0.8052208835341366,12.851966620484845,0.0,True,6278,0.0018577132468252,0.0381971549323065,state_ext=stretched_down,1963,0.0253497193468694,0.0147051488322623,0.0,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,70,0.0579701578689016,0.9714285714285714,18.22997561518204,0.0,True,504,0.0004708067797739,0.0574993510891276,state_ext=stretched_down,205,0.052940608267633,0.0050295496012685,0.0,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,63,0.0568591336172042,0.9682539682539684,15.079051846665262,0.0,True,500,-1.8249825682172927e-05,0.0568773834428864,state_ext=stretched_down,204,0.0502614232744111,0.0065977103427931,0.0,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,9,-0.0042134336660627,0.3333333333333333,-0.6157950548331955,0.5380297916135723,False,267,-0.0024416323873424,-0.0017718012787203,state_ext=stretched_down,96,-0.0014778043639881,-0.0027356293020746,0.7196974800776954,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,33,0.0408867934149305,0.8181818181818182,3.801349923398414,0.0001439098943127,True,496,-0.0020899583654388,0.0429767517803693,state_ext=stretched_down,190,0.0225591114221389,0.0183276819927916,7.92503554114532e-06,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,8,-0.0106999235349228,0.25,-3.008923569414402,0.0026217506190144,False,242,-0.0041804997938233,-0.0065194237410994,state_ext=stretched_down,95,-0.0019952389918703,-0.0087046845430525,0.627954537890496,rolling
CMCSA,1d,state_ext=neutral + state_slope=uptrend,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,339,0.0195392025863749,0.6843657817109144,5.650030945207941,1.6041895589680166e-08,True,6278,0.0018577132468252,0.0176814893395497,state_ext=neutral,1834,0.0038731450534298,0.0156660575329451,0.0366610679887653,rolling
CMCSA,1d,state_ext=neutral + state_slope=uptrend,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,19,0.0324122372106764,0.8947368421052632,2.568426019696181,0.0102161516107166,True,504,0.0004708067797739,0.0319414304309024,state_ext=neutral,107,-0.0040716439102568,0.0364838811209333,0.6494708649027738,rolling
CMCSA,1d,state_ext=neutral + state_slope=uptrend,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,25,0.0511677622901086,0.96,9.547403437223606,0.0,True,500,-1.8249825682172927e-05,0.0511860121157908,state_ext=neutral,115,-0.0030097956337906,0.0541775579238992,0.758132599937152,rolling
CMCSA,1d,state_ext=neutral + state_slope=uptrend,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,17,0.0099272329336293,0.5294117647058824,1.1942251373691335,0.2323899125811865,False,267,-0.0024416323873424,0.0123688653209717,state_ext=neutral,96,-0.001366256182359,0.0112934891159883,0.773484856267252,rolling
CMCSA,1d,state_ext=neutral + state_slope=uptrend,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,26,0.028571716062574,0.6923076923076923,2.808392046882952,0.004978957237272,True,496,-0.0020899583654388,0.0306616744280128,state_slope=uptrend,104,-0.001529381919778,0.030101097982352,0.7541562047868551,rolling
CMCSA,1d,state_ext=neutral + state_slope=uptrend,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,14,0.0047869415812841,0.4285714285714285,0.5732179114801881,0.5664971582111322,False,242,-0.0041804997938233,0.0089674413751075,state_ext=neutral,90,-0.0040115011164678,0.008798442697752,0.3782456579609876,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=stretched_up + state_ext=stretched_down,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,285,0.0235084443655513,0.6982456140350877,4.300045737772599,1.7076286260575557e-05,True,6278,0.0018577132468252,0.0216507311187261,state_ext=stretched_down,1963,0.0253497193468694,-0.001841274981318,0.0,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=stretched_up + state_ext=stretched_down,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,13,0.0585691317982734,1.0,13.55388963641393,0.0,False,504,0.0004708067797739,0.0580983250184994,cross_TLT_state_ext=stretched_up + state_ext=stretched_down,34,0.0564672966721483,0.0021018351261251,0.0,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=stretched_up + state_ext=stretched_down,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,12,0.0442896948505997,0.8333333333333334,6.257290946412521,3.917222102245432e-10,False,500,-1.8249825682172927e-05,0.0443079446762819,state_ext=stretched_down,204,0.0502614232744111,-0.0059717284238113,0.0,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=stretched_up + state_ext=stretched_down,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,1,0.0234939192624059,1.0,,,False,267,-0.0024416323873424,0.0259355516497483,cross_TLT_state_ext=stretched_up + state_ext=stretched_down,1,0.0234939192624059,0.0,,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=stretched_up + state_ext=stretched_down,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,5,0.0473465865692562,1.0,5.565586742983864,2.612717731054204e-08,False,496,-0.0020899583654388,0.049436544934695,cross_TLT_state_ext=stretched_up + state_ext=stretched_down,18,0.0343509816604632,0.012995604908793,6.489573375589863e-05,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=stretched_up + state_ext=stretched_down,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,1,0.0234939192624059,1.0,,,False,242,-0.0041804997938233,0.0276744190562293,cross_TLT_state_ext=stretched_up + state_ext=stretched_down,1,0.0234939192624059,0.0,,rolling
CMCSA,1d,cross_USO_state_ext=neutral + state_ext=stretched_down,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,512,0.0316955037212558,0.775390625,10.195164019744883,0.0,True,6278,0.0018577132468252,0.0298377904744305,state_ext=stretched_down,1963,0.0253497193468694,0.0063457843743863,0.0,rolling
CMCSA,1d,cross_USO_state_ext=neutral + state_ext=stretched_down,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,90,0.0530839893988853,0.9222222222222224,13.819087108240844,0.0,True,504,0.0004708067797739,0.0526131826191113,state_ext=stretched_down,205,0.052940608267633,0.0001433811312522,0.0,rolling
CMCSA,1d,cross_USO_state_ext=neutral + state_ext=stretched_down,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,79,0.0516567442877906,0.9240506329113924,11.61928799271718,0.0,True,500,-1.8249825682172927e-05,0.0516749941134728,state_ext=stretched_down,204,0.0502614232744111,0.0013953210133795,0.0,rolling
CMCSA,1d,cross_USO_state_ext=neutral + state_ext=stretched_down,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,14,0.0068414026822967,0.6428571428571429,1.6039663357277174,0.1087214732378258,False,267,-0.0024416323873424,0.0092830350696392,cross_USO_state_ext=neutral,53,0.0090378760836879,-0.0021964734013911,0.0357689898230551,rolling
CMCSA,1d,cross_USO_state_ext=neutral + state_ext=stretched_down,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,58,0.0360257280425554,0.8448275862068966,5.323428334062208,1.0182958209981052e-07,True,496,-0.0020899583654388,0.0381156864079942,state_ext=stretched_down,190,0.0225591114221389,0.0134666166204165,7.92503554114532e-06,rolling
CMCSA,1d,cross_USO_state_ext=neutral + state_ext=stretched_down,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,13,0.003700088635949,0.6153846153846154,1.1564010317670408,0.247517159766458,False,242,-0.0041804997938233,0.0078805884297723,cross_USO_state_ext=neutral,41,0.0045853025016551,-0.0008852138657061,0.3260131126551657,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat + state_vol=high_vol,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,360,0.0530702677797466,0.9111111111111112,21.97870007477129,0.0,True,6278,0.0018577132468252,0.0512125545329214,state_ext=stretched_down + state_slope=flat,498,0.0400548681791318,0.0130153996006148,0.0,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat + state_vol=high_vol,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,70,0.0579701578689016,0.9714285714285714,18.22997561518204,0.0,True,504,0.0004708067797739,0.0574993510891276,state_ext=stretched_down + state_slope=flat,70,0.0579701578689016,0.0,0.0,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat + state_vol=high_vol,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,63,0.0568591336172042,0.9682539682539684,15.079051846665262,0.0,True,500,-1.8249825682172927e-05,0.0568773834428864,state_ext=stretched_down + state_slope=flat,63,0.0568591336172042,0.0,0.0,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat + state_vol=high_vol,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,1,0.0476784852848179,1.0,,,False,267,-0.0024416323873424,0.0501201176721603,state_ext=stretched_down + state_vol=high_vol,1,0.0476784852848179,0.0,,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat + state_vol=high_vol,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,25,0.0573945428388836,1.0,9.029206246448144,0.0,True,496,-0.0020899583654388,0.0594845012043224,state_ext=stretched_down + state_vol=high_vol,95,0.0471134618361481,0.0102810810027354,0.0,rolling
CMCSA,1d,state_ext=stretched_down + state_slope=flat + state_vol=high_vol,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,0,,,,,False,242,-0.0041804997938233,,state_ext=stretched_down,95,-0.0019952389918703,,0.627954537890496,rolling
CMCSA,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=uptrend + state_ext=stretched_up,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,252,0.0255435352946278,0.7261904761904762,5.820968263598112,5.850767870185791e-09,True,6278,-0.0022577132468252,0.027801248541453,cross_TLT_state_slope=uptrend + state_ext=stretched_up,627,0.02226206379038,0.0032814715042477,2.1261659099991448e-11,rolling
CMCSA,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=uptrend + state_ext=stretched_up,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,18,0.0650741369494404,1.0,10.49587499855285,0.0,True,504,-0.0008708067797739,0.0659449437292143,cross_USO_state_ext=stretched_down + state_ext=stretched_up,46,0.0640871153386729,0.0009870216107674,0.0,rolling
CMCSA,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=uptrend + state_ext=stretched_up,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,20,0.0635201393453643,0.95,5.684915600431702,1.3087727790406234e-08,True,500,-0.0003817501743178,0.0639018895196821,cross_TLT_state_slope=uptrend + state_ext=stretched_up,32,0.0571098495314987,0.0064102898138656,2.4868995751603507e-14,rolling
CMCSA,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=uptrend + state_ext=stretched_up,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,3,0.0061509156561778,1.0,7.026201849906888,2.122302333873449e-12,False,267,0.0020416323873424,0.0041092832688354,cross_TLT_state_slope=uptrend + state_ext=stretched_up,6,0.0088077827677647,-0.0026568671115868,0.0319342991852109,rolling
CMCSA,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=uptrend + state_ext=stretched_up,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,8,0.0480443231671018,1.0,3.02066968128842,0.002522163446831,False,496,0.0016899583654388,0.0463543648016629,cross_TLT_state_slope=uptrend + state_ext=stretched_up,15,0.0434607620284142,0.0045835611386876,0.0008658220701294,rolling
CMCSA,1d,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=uptrend + state_ext=stretched_up,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,3,0.0061509156561778,1.0,7.026201849906888,2.122302333873449e-12,False,242,0.0037804997938233,0.0023704158623545,cross_USO_state_ext=stretched_down + state_ext=stretched_up,17,0.0128765864630588,-0.0067256708068809,0.0123059006289176,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,388,0.0229335623438883,0.7061855670103093,6.203556636471529,5.520117696278247e-10,True,6278,-0.0022577132468252,0.0251912755907136,cross_USO_state_slope=downtrend + state_ext=stretched_up,623,0.0218164252572193,0.001117137086669,7.733591544933915e-12,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,25,0.0615645929984547,1.0,12.83571446966642,0.0,True,504,-0.0008708067797739,0.0624353997782287,cross_USO_state_slope=downtrend + state_ext=stretched_up,41,0.0621559985430767,-0.000591405544622,0.0,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,43,0.0517956856197495,0.8372093023255814,5.5969544621185285,2.1814997808178305e-08,True,500,-0.0003817501743178,0.0521774357940673,state_ext=stretched_up,181,0.0543863467565471,-0.0025906611367976,0.0,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,17,0.007139241877835,0.8235294117647058,0.7809348733080966,0.4348408000001384,False,267,0.0020416323873424,0.0050976094904926,cross_USO_state_slope=downtrend + state_ext=stretched_up,17,0.007139241877835,0.0,0.4348408000001384,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,37,0.0228293552938156,0.7837837837837838,2.554416314233371,0.0106365994981596,True,496,0.0016899583654388,0.0211393969283768,state_ext=stretched_up,151,0.0282229482776341,-0.0053935929838184,9.302671275523975e-06,rolling
CMCSA,1d,cross_USO_state_slope=downtrend + cross_TLT_state_ext=neutral + state_ext=stretched_up,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,17,0.007139241877835,0.8235294117647058,0.7809348733080966,0.4348408000001384,False,242,0.0037804997938233,0.0033587420840116,cross_TLT_state_ext=neutral + state_ext=stretched_up,52,0.0077418544774791,-0.000602612599644,0.3944799150320741,rolling
CMCSA,1d,state_volume=vol_quiet + state_ext=stretched_down,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,154,0.0426475777018084,0.8051948051948052,8.160130255819903,4.440892098500626e-16,True,6278,0.0018577132468252,0.0407898644549832,state_ext=stretched_down,1963,0.0253497193468694,0.017297858354939,0.0,rolling
CMCSA,1d,state_volume=vol_quiet + state_ext=stretched_down,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,29,0.0547609998887228,1.0,20.26572905082857,0.0,True,504,0.0004708067797739,0.0542901931089488,state_ext=stretched_down,205,0.052940608267633,0.0018203916210897,0.0,rolling
CMCSA,1d,state_volume=vol_quiet + state_ext=stretched_down,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,16,0.0625193713922693,1.0,17.443131811619317,0.0,True,500,-1.8249825682172927e-05,0.0625376212179514,state_ext=stretched_down,204,0.0502614232744111,0.0122579481178582,0.0,rolling
CMCSA,1d,state_volume=vol_quiet + state_ext=stretched_down,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,1,0.0265356152482278,1.0,,,False,267,-0.0024416323873424,0.0289772476355702,state_volume=vol_quiet,11,0.0121243041926136,0.0144113110556141,8.011795582518745e-08,rolling
CMCSA,1d,state_volume=vol_quiet + state_ext=stretched_down,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,7,0.0561289317325784,1.0,13.266840984558366,0.0,False,496,-0.0020899583654388,0.0582188900980173,state_ext=stretched_down,190,0.0225591114221389,0.0335698203104395,7.92503554114532e-06,rolling
CMCSA,1d,state_volume=vol_quiet + state_ext=stretched_down,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,1,0.0265356152482278,1.0,,,False,242,-0.0041804997938233,0.0307161150420512,state_volume=vol_quiet,11,0.0121243041926136,0.0144113110556141,8.011795582518745e-08,rolling
CMCSA,1d,cross_TLT_state_ext=stretched_up + state_ext=stretched_down,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,516,0.0215626624452766,0.6763565891472868,5.382334633991063,7.352591380183071e-08,True,6278,0.0018577132468252,0.0197049491984514,state_ext=stretched_down,1963,0.0253497193468694,-0.0037870569015927,0.0,rolling
CMCSA,1d,cross_TLT_state_ext=stretched_up + state_ext=stretched_down,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,34,0.0564672966721483,0.9411764705882352,9.722448661360842,0.0,True,504,0.0004708067797739,0.0559964898923743,state_ext=stretched_down,205,0.052940608267633,0.0035266884045152,0.0,rolling
CMCSA,1d,cross_TLT_state_ext=stretched_up + state_ext=stretched_down,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,35,0.0409110748726493,0.8571428571428571,6.841210677365278,7.852829497778657e-12,True,500,-1.8249825682172927e-05,0.0409293246983314,state_ext=stretched_down,204,0.0502614232744111,-0.0093503484017617,0.0,rolling
CMCSA,1d,cross_TLT_state_ext=stretched_up + state_ext=stretched_down,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,1,0.0234939192624059,1.0,,,False,267,-0.0024416323873424,0.0259355516497483,state_ext=stretched_down,96,-0.0014778043639881,0.0249717236263941,0.7196974800776954,rolling
CMCSA,1d,cross_TLT_state_ext=stretched_up + state_ext=stretched_down,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,18,0.0343509816604632,0.8888888888888888,3.994263233723285,6.489573375589863e-05,True,496,-0.0020899583654388,0.036440940025902,state_ext=stretched_down,190,0.0225591114221389,0.0117918702383243,7.92503554114532e-06,rolling
CMCSA,1d,cross_TLT_state_ext=stretched_up + state_ext=stretched_down,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,1,0.0234939192624059,1.0,,,False,242,-0.0041804997938233,0.0276744190562293,state_ext=stretched_down,95,-0.0019952389918703,0.0254891582542762,0.627954537890496,rolling
CMCSA,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_down,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,625,0.0236708034053064,0.688,6.4887579715445325,8.654676975083929e-11,True,6278,0.0018577132468252,0.0218130901584812,state_ext=stretched_down,1963,0.0253497193468694,-0.0016789159415629,0.0,rolling
CMCSA,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_down,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,52,0.0524197614790033,0.9230769230769232,10.322564182823882,0.0,True,504,0.0004708067797739,0.0519489546992293,state_ext=stretched_down,205,0.052940608267633,-0.0005208467886297,0.0,rolling
CMCSA,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_down,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,58,0.0460849415273024,0.8620689655172413,8.564979903926485,0.0,True,500,-1.8249825682172927e-05,0.0461031913529846,state_ext=stretched_down,204,0.0502614232744111,-0.0041764817471086,0.0,rolling
CMCSA,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_down,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,13,0.027376189050064,0.9230769230769232,2.7205964033135874,0.0065164267999513,False,267,-0.0024416323873424,0.0298178214374064,cross_TLT_state_slope=uptrend,40,3.911593297823562e-06,0.0273722774567662,0.999658120790024,rolling
CMCSA,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_down,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,42,0.0351077262334905,0.9047619047619048,5.84454339765193,5.079596077095516e-09,True,496,-0.0020899583654388,0.0371976845989294,state_ext=stretched_down,190,0.0225591114221389,0.0125486148113516,7.92503554114532e-06,rolling
CMCSA,1d,cross_TLT_state_slope=uptrend + state_ext=stretched_down,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,13,0.027376189050064,0.9230769230769232,2.7205964033135874,0.0065164267999513,False,242,-0.0041804997938233,0.0315566888438874,cross_TLT_state_slope=uptrend,40,3.911593297823562e-06,0.0273722774567662,0.999658120790024,rolling
CMCSA,1d,state_ext=stretched_down + state_ret_1=ret_down,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,1320,0.0388214382113993,0.8121212121212121,16.31926761032221,0.0,True,6278,0.0018577132468252,0.036963724964574,state_ret_1=ret_down,2246,0.0312668237200568,0.0075546144913424,0.0,rolling
CMCSA,1d,state_ext=stretched_down + state_ret_1=ret_down,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,194,0.0590095899210501,0.9845360824742267,29.48190257931624,0.0,True,504,0.0004708067797739,0.0585387831412761,state_ret_1=ret_down,251,0.0570878605936514,0.0019217293273986,0.0,rolling
CMCSA,1d,state_ext=stretched_down + state_ret_1=ret_down,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,189,0.0573544800096035,0.9788359788359788,29.60280330999188,0.0,True,500,-1.8249825682172927e-05,0.0573727298352857,state_ret_1=ret_down,248,0.056580133361738,0.0007743466478655,0.0,rolling
