symbol,timeframe,slice_combination,window,diagnostic_status,window_start_utc,window_end_utc,window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_n,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_n,best_parent_mean_ret_costadj,excess_vs_best_parent,best_parent_p_value_nw,bin_mode
ASML,1d,cross_USO_state_slope=downtrend + state_ext=stretched_down,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,27,0.0149229032406591,0.7037037037037037,1.602153926842703,0.1091215754660761,False,496,0.0096748516265535,0.0052480516141056,state_ext=stretched_down,128,0.0204015044616679,-0.0054786012210087,0.0001727595170861,rolling
ASML,1d,cross_USO_state_slope=downtrend + state_ext=stretched_down,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,12,0.0207412082693376,0.6666666666666666,1.5991132241752188,0.1097954468285988,False,242,0.0053885275107944,0.0153526807585431,state_ext=stretched_down,66,0.0274076138123616,-0.006666405543024,0.0005642523445716,rolling
ASML,1d,state_volume=vol_surge + state_ext=stretched_up + state_slope=uptrend,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,227,0.0109318527323325,0.5770925110132159,3.810100320180295,0.0001389104131575,True,6278,0.0044034848386384,0.0065283678936941,state_volume=vol_surge + state_slope=uptrend,265,0.010563191531288,0.0003686612010444,0.0002222621270298,rolling
ASML,1d,state_volume=vol_surge + state_ext=stretched_up + state_slope=uptrend,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,13,0.0462732045651995,0.7692307692307693,2.241870640849521,0.024969734027068,False,504,0.0009758561988951,0.0452973483663044,state_volume=vol_surge + state_slope=uptrend,15,0.0435654298059329,0.0027077747592666,0.0173103885029834,rolling
ASML,1d,state_volume=vol_surge + state_ext=stretched_up + state_slope=uptrend,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,11,0.0167070013026693,0.7272727272727273,1.6476597563658804,0.0994225106265691,False,500,0.0058688038929451,0.0108381974097242,state_volume=vol_surge,63,0.0190566509771297,-0.0023496496744603,0.025533546200323,rolling
ASML,1d,state_volume=vol_surge + state_ext=stretched_up + state_slope=uptrend,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,26,0.0190836910773918,0.6153846153846154,2.4114184246437893,0.0158906061870611,True,267,0.0075689013466486,0.0115147897307431,state_volume=vol_surge,38,0.0194380482547095,-0.0003543571773177,0.0034786471090451,rolling
ASML,1d,state_volume=vol_surge + state_ext=stretched_up + state_slope=uptrend,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,33,0.0203899914785675,0.6666666666666666,3.2195815885378174,0.0012837782299162,True,496,0.0096748516265535,0.0107151398520139,state_volume=vol_surge,60,0.0245157810143598,-0.0041257895357922,3.952080676050685e-07,rolling
ASML,1d,state_volume=vol_surge + state_ext=stretched_up + state_slope=uptrend,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,10,0.0094795517403257,0.5,0.8882149296224634,0.3744251494742507,False,242,0.0053885275107944,0.0040910242295312,state_volume=vol_surge,22,0.0153302446850014,-0.0058506929446757,0.1050713480383698,rolling
ASML,1d,state_volume=vol_surge + state_slope=uptrend,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,265,0.010563191531288,0.5735849056603773,3.6922690742434674,0.0002222621270298,True,6278,0.0044034848386384,0.0061597066926496,state_volume=vol_surge,1068,0.0077084555527464,0.0028547359785416,3.953577507864736e-05,rolling
ASML,1d,state_volume=vol_surge + state_slope=uptrend,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,15,0.0435654298059329,0.8,2.3800478838201493,0.0173103885029834,True,504,0.0009758561988951,0.0425895736070377,state_slope=uptrend,120,0.0050146097888375,0.0385508200170953,0.3205938278617417,rolling
ASML,1d,state_volume=vol_surge + state_slope=uptrend,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,14,0.0149107610982353,0.6428571428571429,1.7862974956777646,0.0740511021876177,False,500,0.0058688038929451,0.0090419572052901,state_volume=vol_surge,63,0.0190566509771297,-0.0041458898788944,0.025533546200323,rolling
ASML,1d,state_volume=vol_surge + state_slope=uptrend,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,32,0.0192825913186945,0.625,2.2342705204596496,0.0254652787960272,True,267,0.0075689013466486,0.0117136899720459,state_volume=vol_surge,38,0.0194380482547095,-0.0001554569360149,0.0034786471090451,rolling
ASML,1d,state_volume=vol_surge + state_slope=uptrend,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,39,0.020352222384071,0.6666666666666666,2.7648929877313604,0.0056941472428002,True,496,0.0096748516265535,0.0106773707575174,state_volume=vol_surge,60,0.0245157810143598,-0.0041635586302887,3.952080676050685e-07,rolling
ASML,1d,state_volume=vol_surge + state_slope=uptrend,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,16,0.013478904474331,0.5625,0.9995145963958928,0.3175454717987858,False,242,0.0053885275107944,0.0080903769635366,state_volume=vol_surge,22,0.0153302446850014,-0.0018513402106704,0.1050713480383698,rolling
ASML,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,574,0.0135641092246441,0.6010452961672473,3.1010707987214747,0.001928221815473,True,6278,0.0044034848386384,0.0091606243860056,state_ext=stretched_down,1860,0.0082632670033084,0.0053008422213356,2.8464377008763364e-05,rolling
ASML,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,4,0.0128464463715337,0.5,0.5828005230711629,0.5600275928065725,False,504,0.0009758561988951,0.0118705901726386,state_ext=stretched_down,151,0.0048726839131663,0.0079737624583673,0.3217884658267498,rolling
ASML,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,14,0.0653068572170259,0.8571428571428571,7.945026096003024,1.7763568394002505e-15,False,500,0.0058688038929451,0.0594380533240808,cross_USO_state_vol=high_vol,56,0.0140839024664253,0.0512229547506006,0.1387106579399679,rolling
ASML,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,58,0.0310135163733255,0.7241379310344828,3.6727149804601407,0.0002399871067586,True,267,0.0075689013466486,0.0234446150266768,state_ext=stretched_down,66,0.0274076138123616,0.0036059025609638,0.0005642523445716,rolling
ASML,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,58,0.0310135163733255,0.7241379310344828,3.6727149804601407,0.0002399871067586,True,496,0.0096748516265535,0.0213386647467719,state_ext=stretched_down,128,0.0204015044616679,0.0106120119116575,0.0001727595170861,rolling
ASML,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,58,0.0310135163733255,0.7241379310344828,3.6727149804601407,0.0002399871067586,True,242,0.0053885275107944,0.025624988862531,state_ext=stretched_down,66,0.0274076138123616,0.0036059025609638,0.0005642523445716,rolling
ASML,1d,state_ext=stretched_down + state_vol=high_vol,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,705,0.0112616966593992,0.5929078014184397,3.0017243397259885,0.0026845515104496,True,6278,0.0044034848386384,0.0068582118207608,state_ext=stretched_down,1860,0.0082632670033084,0.0029984296560908,2.8464377008763364e-05,rolling
ASML,1d,state_ext=stretched_down + state_vol=high_vol,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,88,0.0048822929147126,0.6136363636363636,0.8254402337249163,0.4091217008239536,False,504,0.0009758561988951,0.0039064367158175,state_ext=stretched_down,151,0.0048726839131663,9.609001546275094e-06,0.3217884658267498,rolling
ASML,1d,state_ext=stretched_down + state_vol=high_vol,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,17,0.0277354599604632,0.8235294117647058,3.495990989846586,0.0004723046477561,True,500,0.0058688038929451,0.021866656067518,state_ext=stretched_down,126,0.0119078558567171,0.015827604103746,0.0689110448216099,rolling
ASML,1d,state_ext=stretched_down + state_vol=high_vol,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,33,0.0342832211025834,0.7575757575757576,2.888344704667841,0.0038727520895833,True,267,0.0075689013466486,0.0267143197559348,state_ext=stretched_down,66,0.0274076138123616,0.0068756072902218,0.0005642523445716,rolling
ASML,1d,state_ext=stretched_down + state_vol=high_vol,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,39,0.0300992799896284,0.7435897435897436,2.8478424356855805,0.0044016711271153,True,496,0.0096748516265535,0.0204244283630748,state_ext=stretched_down,128,0.0204015044616679,0.0096977755279604,0.0001727595170861,rolling
ASML,1d,state_ext=stretched_down + state_vol=high_vol,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,33,0.0342832211025834,0.7575757575757576,2.888344704667841,0.0038727520895833,True,242,0.0053885275107944,0.0288946935917889,state_ext=stretched_down,66,0.0274076138123616,0.0068756072902218,0.0005642523445716,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_ext=stretched_down,all,ok,2009-08-06 04:00:00+00:00,2026-07-21 04:00:00+00:00,5519,510,0.019322043499919,0.6529411764705882,3.9345215038161214,8.336260543395646e-05,True,5519,0.0061341802458286,0.0131878632540904,state_ext=stretched_down,1450,0.0103247668421806,0.0089972766577384,2.6673983378966423e-05,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_ext=stretched_down,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,58,0.0210548144386802,0.5862068965517241,1.9831515688426515,0.0473505017975024,True,504,0.0092471106197894,0.0118077038188908,state_ext=stretched_down,150,0.0147951209733532,0.0062596934653269,0.0205120532568976,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_ext=stretched_down,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,47,0.03714354232433,0.7659574468085106,2.61895753694563,0.0088198925619806,True,500,0.0051060539516786,0.0320374883726513,cross_USO_state_slope=downtrend,144,0.0140608418095937,0.0230827005147362,0.0249301088136939,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_ext=stretched_down,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,22,0.0046307357463841,0.5,0.4606579569244897,0.6450440232917842,False,267,0.0031843634677899,0.0014463722785941,state_ext=stretched_down,91,0.0131597926419871,-0.008529056895603,0.0270034220259662,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_ext=stretched_down,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,37,0.0139441188047152,0.5945945945945946,1.6526877969287164,0.0983944192262202,False,496,0.0041777646779448,0.0097663541267703,state_ext=stretched_down,157,0.0118855050641015,0.0020586137406136,0.0075416603235771,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_ext=stretched_down,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,22,0.0046307357463841,0.5,0.4606579569244897,0.6450440232917842,False,242,0.0047777938253358,-0.0001470580789516,state_ext=stretched_down,85,0.0132211709361374,-0.0085904351897532,0.0310253990902007,rolling
AVGO,1d,state_ext=stretched_down + state_ret_1=ret_flat,all,ok,2009-08-06 04:00:00+00:00,2026-07-21 04:00:00+00:00,5519,592,0.0116629213489791,0.581081081081081,4.312841633164889,1.611695662839807e-05,True,5519,0.0061341802458286,0.0055287411031504,state_ext=stretched_down,1450,0.0103247668421806,0.0013381545067984,2.6673983378966423e-05,rolling
AVGO,1d,state_ext=stretched_down + state_ret_1=ret_flat,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,87,0.0178163314299925,0.5862068965517241,2.418867923309828,0.0155688919905365,True,504,0.0092471106197894,0.0085692208102031,state_ext=stretched_down,150,0.0147951209733532,0.0030212104566392,0.0205120532568976,rolling
AVGO,1d,state_ext=stretched_down + state_ret_1=ret_flat,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,79,0.0088407498069885,0.5063291139240507,0.8608687047406899,0.3893103596389045,False,500,0.0051060539516786,0.0037346958553099,state_ext=stretched_down,140,0.0084238982500852,0.0004168515569033,0.3409106357404408,rolling
AVGO,1d,state_ext=stretched_down + state_ret_1=ret_flat,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,44,0.0163041472499158,0.6136363636363636,2.418360035922258,0.0155906421622695,True,267,0.0031843634677899,0.0131197837821258,state_ext=stretched_down,91,0.0131597926419871,0.0031443546079286,0.0270034220259662,rolling
AVGO,1d,state_ext=stretched_down + state_ret_1=ret_flat,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,83,0.0129954954289152,0.5542168674698795,2.6247843950572047,0.0086703850718268,True,496,0.0041777646779448,0.0088177307509704,state_ext=stretched_down,157,0.0118855050641015,0.0011099903648136,0.0075416603235771,rolling
AVGO,1d,state_ext=stretched_down + state_ret_1=ret_flat,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,42,0.0164033413222178,0.6190476190476191,2.341411693500861,0.0192109699901557,True,242,0.0047777938253358,0.0116255474968819,state_ext=stretched_down,85,0.0132211709361374,0.0031821703860803,0.0310253990902007,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_slope=downtrend,all,ok,2009-08-06 04:00:00+00:00,2026-07-21 04:00:00+00:00,5519,639,0.014120393688705,0.6197183098591549,3.42162791823538,0.0006224743574296,True,5519,0.0061341802458286,0.0079862134428763,cross_USO_state_slope=downtrend,1605,0.0093282331489686,0.0047921605397363,1.8554839153583916e-05,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_slope=downtrend,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,76,0.0132782246592777,0.5789473684210527,1.341315258058534,0.1798181179522378,False,504,0.0092471106197894,0.0040311140394883,state_slope=downtrend,197,0.0133938045954427,-0.0001155799361649,0.0264190434348892,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_slope=downtrend,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,56,0.0261374610357102,0.6964285714285714,2.183790866931947,0.0289776190164894,True,500,0.0051060539516786,0.0210314070840315,cross_USO_state_slope=downtrend,144,0.0140608418095937,0.0120766192261164,0.0249301088136939,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_slope=downtrend,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,30,0.0261162924781481,0.6666666666666666,2.0866323281188137,0.0369213826832912,True,267,0.0031843634677899,0.0229319290103581,state_slope=downtrend,120,0.0168254232620995,0.0092908692160486,0.0077125328227536,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_slope=downtrend,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,43,0.0224733249136035,0.6511627906976745,2.302656794806916,0.0212981609113223,True,496,0.0041777646779448,0.0182955602356587,state_slope=downtrend,195,0.0147159734957973,0.0077573514178062,0.001656039720439,rolling
AVGO,1d,cross_USO_state_slope=downtrend + state_slope=downtrend,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,30,0.0261162924781481,0.6666666666666666,2.0866323281188137,0.0369213826832912,True,242,0.0047777938253358,0.0213384986528123,state_slope=downtrend,111,0.0174755342544007,0.0086407582237473,0.0085984973639861,rolling
AVGO,1d,state_volume=vol_surge + state_ext=stretched_down,all,ok,2009-08-06 04:00:00+00:00,2026-07-21 04:00:00+00:00,5519,437,0.0151147101883138,0.6086956521739131,3.5661818715389244,0.0003622200408837,True,5519,0.0061341802458286,0.0089805299424852,state_ext=stretched_down,1450,0.0103247668421806,0.0047899433461332,2.6673983378966423e-05,rolling
AVGO,1d,state_volume=vol_surge + state_ext=stretched_down,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,43,0.0251504137528196,0.6511627906976745,2.3441303564868194,0.0190715044591649,True,504,0.0092471106197894,0.0159033031330302,state_volume=vol_surge,156,0.0170542704922393,0.0080961432605803,0.0859803115318895,rolling
AVGO,1d,state_volume=vol_surge + state_ext=stretched_down,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,30,0.0411965430080115,0.6333333333333333,1.7082237884761649,0.0875948261469725,False,500,0.0051060539516786,0.0360904890563329,state_volume=vol_surge,68,0.022245793564047,0.0189507494439644,0.1104937635078853,rolling
AVGO,1d,state_volume=vol_surge + state_ext=stretched_down,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,11,0.0359088744324971,0.6363636363636364,1.5339201983378576,0.1250492862602232,False,267,0.0031843634677899,0.0327245109647071,state_ext=stretched_down,91,0.0131597926419871,0.0227490817905099,0.0270034220259662,rolling
AVGO,1d,state_volume=vol_surge + state_ext=stretched_down,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,23,0.0258062189076977,0.5652173913043478,1.4475323928234958,0.1477478707780837,False,496,0.0041777646779448,0.0216284542297529,state_volume=vol_surge,59,0.0123500440050168,0.0134561749026808,0.4907556309420258,rolling
AVGO,1d,state_volume=vol_surge + state_ext=stretched_down,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,11,0.0359088744324971,0.6363636363636364,1.5339201983378576,0.1250492862602232,False,242,0.0047777938253358,0.0311310806071612,state_ext=stretched_down,85,0.0132211709361374,0.0226877034963596,0.0310253990902007,rolling
AVGO,1d,state_ext=stretched_down + state_slope=downtrend,all,ok,2009-08-06 04:00:00+00:00,2026-07-21 04:00:00+00:00,5519,1086,0.0097871959446367,0.6012891344383057,3.295269098640204,0.000983274722127,True,5519,0.0061341802458286,0.0036530156988081,state_ext=stretched_down,1450,0.0103247668421806,-0.0005375708975438,2.6673983378966423e-05,rolling
AVGO,1d,state_ext=stretched_down + state_slope=downtrend,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,122,0.0160809912141277,0.6311475409836066,2.2693523883688176,0.023246905072515,True,504,0.0092471106197894,0.0068338805943383,state_ext=stretched_down,150,0.0147951209733532,0.0012858702407744,0.0205120532568976,rolling
AVGO,1d,state_ext=stretched_down + state_slope=downtrend,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,119,0.00742990145711,0.5714285714285714,0.7899827368610303,0.4295378501996727,False,500,0.0051060539516786,0.0023238475054314,state_slope=downtrend,168,0.0095216944680257,-0.0020917930109157,0.1805849183161565,rolling
AVGO,1d,state_ext=stretched_down + state_slope=downtrend,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,66,0.018403629108749,0.6212121212121212,2.8853807742551765,0.0039094050647281,True,267,0.0031843634677899,0.015219265640959,state_slope=downtrend,120,0.0168254232620995,0.0015782058466495,0.0077125328227536,rolling
AVGO,1d,state_ext=stretched_down + state_slope=downtrend,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,119,0.0153561564888162,0.6134453781512605,3.3475593962827634,0.0008152651518993,True,496,0.0041777646779448,0.0111783918108714,state_slope=downtrend,195,0.0147159734957973,0.0006401829930189,0.001656039720439,rolling
AVGO,1d,state_ext=stretched_down + state_slope=downtrend,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,63,0.0177135892861095,0.6190476190476191,2.684050479444075,0.0072736123090741,True,242,0.0047777938253358,0.0129357954607737,state_slope=downtrend,111,0.0174755342544007,0.0002380550317088,0.0085984973639861,rolling
AXP,1d,state_volume=vol_normal + state_ext=stretched_down + state_slope=flat,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,226,0.0092034332331982,0.6061946902654868,3.192944493875204,0.0014083001411078,True,6278,0.0024052771742612,0.006798156058937,state_ext=stretched_down + state_slope=flat,316,0.0074912685871134,0.0017121646460848,0.0169928460512744,rolling
AXP,1d,state_volume=vol_normal + state_ext=stretched_down + state_slope=flat,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,11,0.0102907878136562,0.7272727272727273,2.0614896707597063,0.0392563479001668,False,504,0.0049310230922676,0.0053597647213885,state_volume=vol_normal + state_ext=stretched_down,52,0.0118546899638999,-0.0015639021502437,0.0051657607005788,rolling
AXP,1d,state_volume=vol_normal + state_ext=stretched_down + state_slope=flat,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,16,0.0052692405019869,0.4375,0.6004724687316819,0.5481914037274329,False,500,0.0026697575887512,0.0025994829132356,state_volume=vol_normal + state_ext=stretched_down,87,0.0075667555423117,-0.0022975150403248,0.1434848164072115,rolling
AXP,1d,state_volume=vol_normal + state_ext=stretched_down + state_slope=flat,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,11,0.0208508386050299,0.9090909090909092,3.049560833281305,0.0022917621454539,False,267,-0.0018209985452634,0.0226718371502934,state_ext=stretched_down + state_slope=flat,15,0.013543923599923,0.0073069150051069,0.0476839394421118,rolling
AXP,1d,state_volume=vol_normal + state_ext=stretched_down + state_slope=flat,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,21,0.0069429414689359,0.5714285714285714,0.918162581975705,0.3585337550236871,False,496,0.001245992415753,0.0056969490531829,state_ext=stretched_down + state_slope=flat,25,0.0047840560076468,0.0021588854612891,0.449563534925061,rolling
AXP,1d,state_volume=vol_normal + state_ext=stretched_down + state_slope=flat,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,11,0.0208508386050299,0.9090909090909092,3.049560833281305,0.0022917621454539,False,242,-0.0012568089913698,0.0221076475963998,state_ext=stretched_down + state_slope=flat,13,0.0164177885091796,0.0044330500958503,0.0186958713217739,rolling
CAT,1d,state_ext=stretched_up + state_ret_1=ret_flat,all,ok,2006-08-01 04:00:00+00:00,2026-07-21 04:00:00+00:00,6278,1131,0.0062202811152568,0.5879752431476569,4.3411420900024575,1.4174401986810636e-05,True,6278,0.0030357951532632,0.0031844859619936,state_ret_1=ret_flat,2762,0.0043516072400149,0.0018686738752419,8.651321369335108e-05,rolling
CAT,1d,state_ext=stretched_up + state_ret_1=ret_flat,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,89,0.0062217299105843,0.5842696629213483,1.7373594591400745,0.0823237424220733,False,504,0.0025584424457939,0.0036632874647904,state_ext=stretched_up,171,0.0040085093467867,0.0022132205637975,0.1929807531006118,rolling
CAT,1d,state_ext=stretched_up + state_ret_1=ret_flat,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,128,0.0102317949328604,0.65625,2.5467095880986648,0.0108743888815656,True,500,0.0057177309681329,0.0045140639647275,state_ext=stretched_up,219,0.0084265998814046,0.0018051950514558,0.0102525127944961,rolling
CAT,1d,state_ext=stretched_up + state_ret_1=ret_flat,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,77,0.0102182234564784,0.5584415584415584,1.6739000933237176,0.0941502358663306,False,267,0.0074486522156174,0.002769571240861,state_ret_1=ret_flat,142,0.0097678886583777,0.0004503347981006,0.0508284931550266,rolling
CAT,1d,state_ext=stretched_up + state_ret_1=ret_flat,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,140,0.0086965464013848,0.5857142857142857,2.0986510276754315,0.0358476746358455,True,496,0.0079600188363,0.0007365275650847,state_ret_1=ret_flat,279,0.0098211160243196,-0.0011245696229347,0.0031640653200164,rolling
CAT,1d,state_ext=stretched_up + state_ret_1=ret_flat,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,66,0.0103203912440005,0.5606060606060606,1.4702613523358334,0.1414909839261353,False,242,0.007212520832698,0.0031078704113024,state_ret_1=ret_flat,129,0.0095043304189841,0.0008160608250163,0.0805723981112036,rolling
CBOE,1d,state_ext=stretched_down + state_vol=low_vol,all,ok,2010-06-15 04:00:00+00:00,2026-07-21 04:00:00+00:00,5304,227,0.0089736866537444,0.6431718061674009,3.802516468934016,0.0001432337417048,True,5304,0.0025531530580808,0.0064205335956636,state_ext=stretched_down,1126,0.0044672617084806,0.0045064249452637,0.0326337322880652,rolling
CBOE,1d,state_ext=stretched_down + state_vol=low_vol,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 05:00:00+00:00,504,25,0.0074026064367407,0.64,1.6484089035744995,0.0992687901884936,False,504,0.0011656019543501,0.0062370044823906,state_ext=stretched_down,113,0.0042220033113671,0.0031806031253735,0.1094621962211812,rolling
CBOE,1d,state_ext=stretched_down + state_vol=low_vol,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 05:00:00+00:00,500,13,0.0155726436603674,0.9230769230769232,4.151775767574004,3.299054213190544e-05,False,500,0.0026093397114987,0.0129633039488687,state_ext=stretched_down,70,0.0108809718500422,0.0046916718103252,0.0048003680721417,rolling
CBOE,1d,state_ext=stretched_down + state_vol=low_vol,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-07-21 04:00:00+00:00,267,16,0.0137437597033047,0.8125,3.736488255956437,0.0001866081603041,True,267,0.0034341031458396,0.010309656557465,state_vol=low_vol,84,0.0038074175561797,0.0099363421471249,0.3721831746315343,rolling
CBOE,1d,state_ext=stretched_down + state_vol=low_vol,latest_12m,ok,2025-07-21 04:00:00+00:00,2026-07-21 04:00:00+00:00,496,24,0.0137851375273199,0.8333333333333334,5.257203466401101,1.4626246414017885e-07,True,496,0.0022737445723381,0.0115113929549818,state_vol=low_vol,223,0.000871856490005,0.0129132810373149,0.6926157647297413,rolling
CBOE,1d,state_ext=stretched_down + state_vol=low_vol,latest_6m,ok,2026-01-21 05:00:00+00:00,2026-07-21 04:00:00+00:00,242,14,0.0131360694979098,0.7857142857142857,3.0385075730113824,0.002377531290068,False,242,0.0017461900377633,0.0113898794601464,state_vol=low_vol,59,-0.0029577029844295,0.0160937724823394,0.5569922270292025,rolling
CBOE,1d,state_ext=neutral + state_ret_1=ret_down,all,ok,2010-06-15 04:00:00+00:00,2026-07-21 04:00:00+00:00,5304,666,0.0056144305491077,0.6321321321321322,4.601297483211033,4.198672615807197e-06,True,5304,0.0025531530580808,0.0030612774910268,state_ret_1=ret_down,1491,0.0057366686781498,-0.000122238129042,4.540263123242738e-06,rolling
