symbol,timeframe,slice_combination,sample_count,mean_fwd_ret_5,side,tradeable_mean_fwd_ret_5,win_rate,mean_mfe_5,mean_mae_5,fwd_ret_ratio
CRV/USD,1h,cross_BTC/USD_state_ext=stretched_down + cross_ETH/USD_state_slope=flat + state_ext=neutral,20,-0.015275234114569774,short,0.015275234114569774,0.35,0.047998338067552805,-0.030721895860360292,-0.5045567424029469
CRV/USD,1h,state_utc_session=utc_us + state_funding=funding_long + state_ext=stretched_down,54,0.014455364589773142,long,0.014455364589773142,0.7592592592592593,0.03560093950180992,-0.011458034242253138,0.7892103437462449
LINK/USD,1h,cross_ETH/USD_state_slope=downtrend + state_slope=uptrend,39,-0.013983765900698771,short,0.013983765900698771,0.3076923076923077,0.0140007832189794,-0.0280798244346781,-0.6045666834940399
LINK/USD,1h,state_ext=stretched_up + state_slope=downtrend,19,-0.013116209560216413,short,0.013116209560216413,0.3684210526315789,0.01118584034319475,-0.02573505999389799,-0.5652801892447277
DOT/USD,1h,state_ext=stretched_down + state_slope=uptrend,17,-0.011824456942797304,short,0.011824456942797304,0.29411764705882354,0.021395390782392144,-0.03440166054962014,-0.36223866907587254
CRV/USD,1h,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_down,15,0.011742595727186396,long,0.011742595727186396,0.4666666666666667,0.024588011322684917,-0.011164203207040636,0.4909672741976369
DOGE/USD,1h,state_ret_day=ret_day_up + state_ext=stretched_down + state_slope=downtrend,21,-0.011204986015181268,short,0.011204986015181268,0.23809523809523808,0.02508694234485867,-0.026909106085601903,-0.5723146080292453
LINK/USD,1h,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=downtrend + state_ext=stretched_down,16,0.01111094198929985,long,0.01111094198929985,0.625,0.024483779152151816,-0.01279620797339956,0.4154534621265242
LINK/USD,1h,state_utc_session=utc_asia + state_funding=funding_long + state_ext=stretched_down,60,-0.010318945283876252,short,0.010318945283876252,0.25,0.013549780019293585,-0.020212054473732654,-0.4506496920277525
DOT/USD,1h,state_ret_day=ret_day_up + state_ext=neutral + state_slope=downtrend,59,-0.010001501373927376,short,0.010001501373927376,0.1864406779661017,0.020422031593655517,-0.02206236848941748,-0.604411835268393
LINK/USD,1h,state_utc_session=utc_europe + state_funding=funding_short + state_ext=stretched_up,81,-0.009931385935529032,short,0.009931385935529032,0.4567901234567901,0.014636275759715935,-0.02442639829329701,-0.4480477036031149
CRV/USD,1h,state_weekpart=weekend + state_ext=stretched_down + state_vol=high_vol,74,-0.009237090532457344,short,0.009237090532457344,0.40540540540540543,0.0316914608452948,-0.026403760366995196,-0.243157166177979
