rank,symbol,timeframe,slice_combination,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass
27,FUT/CL,1h,state_ext=neutral + state_slope=downtrend,rolling,4,short,rejected,rejected_unsupported,908,False,397,False,0.0013684020703821516,0.0012755005732643762,state_ext=neutral,0.00034781563931616036,0.41527480158573304,0,0000,0.0,0,8,8,0,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,131,70,False,False
28,FUT/ES,1h,state_session=lunch + state_slope=flat,rolling,4,long,rejected,rejected_unsupported,97,False,51,False,0.0007054330138842513,0.00047555294406297684,state_slope=flat,0.0003151777917266008,0.22971752043810878,0,0000,0.0,0,8,8,0,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,131,54,False,False
29,FUT/GC,1h,state_ext=neutral + state_slope=uptrend,rolling,4,long,rejected,rejected_unsupported,1290,False,413,False,-0.00018384680493996452,0.0002555002437576899,state_slope=uptrend,0.00018353335499206327,0.785501977938448,0,0000,0.0,0,8,8,0,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,131,108,False,False
30,FUT/GC,1h,state_ext=neutral + state_vol=high_vol,rolling,4,long,rejected,rejected_unsupported,1738,False,521,False,0.0008216659861585239,0.0012610130348561783,state_vol=high_vol,0.00014778749084526648,0.25150398411404384,0,0000,0.0,0,8,8,0,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,131,57,False,False
31,FUT/ES,1h,state_session=afternoon + state_slope=flat,rolling,4,long,rejected,rejected_unsupported,310,False,153,False,0.00039690171755012225,0.00016702164772884785,state_slope=flat,6.646495392471799e-06,0.4173020429080334,0,0000,0.0,0,8,8,0,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,131,71,False,False
32,FUT/CL,1h,state_session=lunch + state_slope=flat,rolling,4,long,rejected,rejected_unsupported,73,False,22,False,0.010300391837444377,0.010793293334562151,state_session=lunch,0.006961791467182617,0.11048461331034498,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,131,33,False,False
33,FUT/CL,1h,state_session=morning + state_slope=uptrend,rolling,4,long,rejected,rejected_unsupported,665,False,326,False,0.001023096112903487,0.0015159976100212623,state_slope=uptrend,0.0012836269261168143,0.5902467264524978,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,131,89,False,False
34,FUT/CL,1h,state_session=morning + state_slope=downtrend,rolling,4,short,rejected,rejected_unsupported,544,False,383,False,0.0015210743663531298,0.0014281728692353544,state_session=morning,0.0010000911424899784,0.36608939424642983,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,131,66,False,False
35,FUT/CL,1h,state_ext=stretched_down + state_slope=downtrend,rolling,4,long,rejected,rejected_unsupported,231,False,317,False,0.0013121297946941627,0.001805031291811938,state_ext=stretched_down,0.00027277282653218396,0.5066220641527439,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,131,78,False,False
36,FUT/CL,1h,state_ext=neutral + state_vol=mid_vol,rolling,4,short,rejected,rejected_unsupported,1094,False,266,False,0.0012571141698624832,0.0011642126727447078,state_ext=neutral,0.00023652773879649191,0.3181359622094919,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,131,60,False,False
