symbol,timeframe,slice_combination,window,diagnostic_status,window_start_utc,window_end_utc,window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_n,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_n,best_parent_mean_ret_costadj,excess_vs_best_parent,best_parent_p_value_nw
FUT/NQ,1h,state_session=afternoon + state_ext=stretched_up,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-07-20 18:00:00+00:00,3095.0,37.0,0.0019395465267951105,0.6486486486486487,1.8730172669802556,0.0610660006485122,False,3095.0,4.382582895074096e-06,0.0019351639439000364,state_ext=stretched_up,69.0,0.0019025783297274633,3.696819706764721e-05,0.02510433393519662
FUT/NQ,1h,state_session=afternoon + state_ext=stretched_up,latest_12m,ok,2025-07-20 22:00:00+00:00,2026-07-20 18:00:00+00:00,5692.0,41.0,0.0018451664363510736,0.6585365853658537,1.9495655253086328,0.051227925767594495,False,5692.0,3.3806823701024074e-06,0.0018417857539809713,state_ext=stretched_up,75.0,0.0017969781115399627,4.818832481111096e-05,0.022175921789444608
FUT/NQ,1h,state_session=afternoon + state_ext=stretched_up,latest_6m,ok,2026-01-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2834.0,37.0,0.0019395465267951105,0.6486486486486487,1.8730172669802556,0.0610660006485122,False,2834.0,5.799434562855867e-05,0.0018815521811665517,state_ext=stretched_up,69.0,0.0019025783297274633,3.696819706764721e-05,0.02510433393519662
FUT/ES,1h,state_session=morning + state_slope=uptrend,all,ok,2025-07-16 04:00:00+00:00,2026-07-20 18:00:00+00:00,5751.0,871.0,-1.914213511482046e-05,0.521239954075775,-0.07136974426520251,0.9431034887654108,False,5751.0,-3.844129503956848e-05,1.929915992474802e-05,state_session=morning,3009.0,-8.541407886268117e-06,-1.0600727228552343e-05,0.9580489284336606
FUT/ES,1h,state_session=morning + state_slope=uptrend,calendar_2024,empty_window,,,,,,,,,,,,,,,,,
FUT/ES,1h,state_session=morning + state_slope=uptrend,calendar_2025,ok,2025-07-16 04:00:00+00:00,2025-12-31 21:00:00+00:00,2657.0,392.0,-0.0004575488476842365,0.4897959183673469,-1.1534425852989518,0.2487287707505288,False,2657.0,-6.620308925172414e-06,-0.00045092853875906407,state_slope=uptrend,794.0,-8.106446613467895e-05,-0.00037648438154955753,0.7194249705852374
FUT/ES,1h,state_session=morning + state_slope=uptrend,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-07-20 18:00:00+00:00,3094.0,479.0,0.0003396374709962675,0.5469728601252609,0.9774853664424545,0.3283289189137968,False,3094.0,-6.576784969566093e-05,0.00040540532069192843,state_session=morning,1617.0,0.00013987972562222098,0.0001997577453740465,0.5388415569490566
FUT/ES,1h,state_session=morning + state_slope=uptrend,latest_12m,ok,2025-07-20 22:00:00+00:00,2026-07-20 18:00:00+00:00,5688.0,871.0,-1.914213511482046e-05,0.521239954075775,-0.07136974426520251,0.9431034887654108,False,5688.0,-4.622213439489728e-05,2.7079999280076823e-05,state_session=morning,2973.0,-1.7355370699666268e-05,-1.786764415154191e-06,0.9157608734114382
FUT/ES,1h,state_session=morning + state_slope=uptrend,latest_6m,ok,2026-01-20 18:00:00+00:00,2026-07-20 18:00:00+00:00,2833.0,453.0,0.00034068116259420493,0.5518763796909493,0.9318016174543902,0.3514390585964462,False,2833.0,-3.0513653575002116e-05,0.00037119481616920707,state_session=morning,1473.0,0.00014372138815902614,0.0001969597744351788,0.5560780355486847
FUT/ZN,1h,state_session=morning + state_slope=flat,all,ok,2025-07-17 04:00:00+00:00,2026-07-20 18:00:00+00:00,5656.0,1072.0,-0.00015152003121009848,0.435634328358209,-1.8287231397065118,0.06744109417584099,False,5656.0,-0.00018842543025617472,3.690539904607624e-05,state_slope=flat,1791.0,-0.00015523827437061304,3.7182431605145582e-06,0.010573768983876963
