symbol,timeframe,slice_combination,sample_count,mean_fwd_ret_5,side,tradeable_mean_fwd_ret_5,win_rate,mean_mfe_5,mean_mae_5,fwd_ret_ratio
CRV/USD,1d,cross_BTC/USD_state_vol=high_vol + state_ext=stretched_up,75,0.09826701290010245,long,0.09826701290010245,0.7066666666666667,0.22092181361757374,-0.0947151857075334,0.4654338692401685
CRV/USD,1d,cross_ETH/USD_state_vol=high_vol + state_ext=neutral,15,-0.08641791960054368,short,0.08641791960054368,0.2,0.12155111808090717,-0.1660398621831086,-0.6677011806625955
DOT/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,17,-0.08583328272898663,short,0.08583328272898663,0.058823529411764705,0.03868246835820592,-0.13598940574881319,-1.0301802525233799
DOGE/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,18,-0.0737904717222647,short,0.0737904717222647,0.1111111111111111,0.02171985945835701,-0.1301429353447309,-1.1378807295709241
DOT/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,16,-0.07239727778734983,short,0.07239727778734983,0.0625,0.03215347344978561,-0.12817933177686947,-1.3455837266816517
CRV/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,23,-0.07203484228892483,short,0.07203484228892483,0.21739130434782608,0.06284799477383515,-0.1485153534024256,-0.6232990849973005
CRV/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_up,50,-0.06626666460391496,short,0.06626666460391496,0.14,0.06958731060775103,-0.12782898434179304,-1.0127165825400102
CRV/USD,1d,state_ext=neutral + state_vol=mid_vol,22,-0.06585375129636714,short,0.06585375129636714,0.2727272727272727,0.0856544244834428,-0.1538560562807336,-0.585281280670154
DOGE/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_down + state_ext=stretched_up,27,0.06199384914665676,long,0.06199384914665676,0.6296296296296297,0.1572480881346303,-0.056928643864629966,0.3668925806545163
CRV/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,17,-0.0616196699462523,short,0.0616196699462523,0.23529411764705882,0.07512211749034028,-0.15632933792029388,-0.8487648001372395
CRV/USD,1d,cross_ETH/USD_state_vol=high_vol + state_ext=stretched_up,103,0.06113902668138632,long,0.06113902668138632,0.5728155339805825,0.184305769305354,-0.09334423961803091,0.3313402968395923
DOGE/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,49,-0.06007684974998867,short,0.06007684974998867,0.24489795918367346,0.05048282720682096,-0.132983171543881,-0.5691976778895166
LINK/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,23,0.057503194773217074,long,0.057503194773217074,0.6521739130434783,0.12963365294064588,-0.05465902007656948,0.4596013767568742
CRV/USD,1d,state_oi=oi_building + state_ext=stretched_up,35,-0.056156079739947164,short,0.056156079739947164,0.2,0.11491049245880465,-0.10269179827360272,-0.8576691317806392
DOT/USD,1d,cross_BTC/USD_state_vol=high_vol + state_ext=stretched_up,59,0.05608344868330132,long,0.05608344868330132,0.6949152542372882,0.15812824906273446,-0.0827586072289946,0.38623979861964924
LINK/USD,1d,cross_ETH/USD_state_slope=downtrend + state_slope=flat,113,0.055848093787588704,long,0.055848093787588704,0.6283185840707964,0.13350667391486074,-0.06416376743595253,0.44296786517788556
DOT/USD,1d,cross_BTC/USD_state_slope=uptrend + state_slope=downtrend,27,-0.05458755182922198,short,0.05458755182922198,0.2222222222222222,0.07911760221781156,-0.1665588395565628,-0.3811037789089139
DOGE/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_down,32,-0.05404106877490841,short,0.05404106877490841,0.28125,0.05690901921874482,-0.11325256615705118,-0.5358965216856062
DOGE/USD,1d,cross_BTC/USD_state_vol=high_vol + state_ext=neutral,33,0.05347892096443929,long,0.05347892096443929,0.6060606060606061,0.11748182224840466,-0.05048852952105251,0.5485211659651157
DOGE/USD,1d,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_down,20,-0.05306237002563681,short,0.05306237002563681,0.3,0.0536866267821521,-0.11570835205523818,-0.4921516941329271
CRV/USD,1d,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=flat + state_ext=neutral,21,-0.05247644087771707,short,0.05247644087771707,0.38095238095238093,0.07999280783711639,-0.1068782627273879,-0.5406990323941382
DOT/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_down,32,-0.05193105119406364,short,0.05193105119406364,0.21875,0.08181802870496942,-0.09805134237539861,-0.8607567087551287
CRV/USD,1d,state_funding=funding_neutral + state_oi=oi_building + state_ext=stretched_up,31,-0.05144807626407295,short,0.05144807626407295,0.22580645161290322,0.12248150333495528,-0.10055017235800794,-0.7928541725591087
CRV/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_up + state_ext=neutral,25,-0.05138579502394187,short,0.05138579502394187,0.36,0.060730551586701854,-0.12704658636057903,-0.489721530460059
DOT/USD,1d,cross_BTC/USD_state_ext=stretched_down + state_ext=stretched_up,19,-0.05049700311552835,short,0.05049700311552835,0.21052631578947367,0.04753942484677692,-0.11349631535331443,-0.8582437717147755
DOT/USD,1d,state_oi=oi_building + state_ext=stretched_up,19,-0.04889290866242787,short,0.04889290866242787,0.10526315789473684,0.045769646401256935,-0.08180961093068932,-0.9754060526607139
CRV/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=flat + state_ext=stretched_up,46,-0.04888749638121191,short,0.04888749638121191,0.21739130434782608,0.08498285333489303,-0.1058508356106749,-0.601737727715972
DOGE/USD,1d,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,47,-0.048857621148912525,short,0.048857621148912525,0.3191489361702128,0.04519220754027265,-0.10661404350305922,-0.6731124119805361
CRV/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_down,31,0.048180056295781426,long,0.048180056295781426,0.5806451612903226,0.15493905608638314,-0.06458912868854039,0.4695027960652531
DOT/USD,1d,state_ext=stretched_up + state_vol=low_vol,47,-0.048169266792683005,short,0.048169266792683005,0.2553191489361702,0.04870749088861037,-0.09256170462603798,-0.7102165782019143
DOGE/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=stretched_up + state_ext=neutral,37,0.048050276599915114,long,0.048050276599915114,0.7297297297297297,0.11603759709556492,-0.06003631638185382,0.35271649040146685
CRV/USD,1d,cross_BTC/USD_state_slope=uptrend + state_slope=uptrend,149,0.047874600185432166,long,0.047874600185432166,0.5234899328859061,0.17644399159327062,-0.10590948868269467,0.23101238435734048
DOT/USD,1d,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_down,22,-0.04701588046451397,short,0.04701588046451397,0.2727272727272727,0.0878195860837059,-0.09754480280076118,-0.7340818994913512
CRV/USD,1d,state_ext=stretched_up + state_vol=high_vol,108,0.04645601131390617,long,0.04645601131390617,0.5,0.18718499717685913,-0.11556441319109326,0.20592835553132952
DOGE/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=stretched_down + state_ext=stretched_up,15,0.04620767707591238,long,0.04620767707591238,0.6,0.14690551434327104,-0.07514487751275928,0.3562675490605165
LINK/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,38,-0.0451643031632397,short,0.0451643031632397,0.42105263157894735,0.06207613436931479,-0.12239084509319134,-0.4615505628232472
CRV/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,207,0.04475822629379498,long,0.04475822629379498,0.5555555555555556,0.17465027101737474,-0.1040471896595323,0.2364904400404448
CRV/USD,1d,cross_ETH/USD_state_slope=flat + state_slope=downtrend,82,-0.044737067588046825,short,0.044737067588046825,0.36585365853658536,0.0911854756017522,-0.1527588489461086,-0.33072223063832956
LINK/USD,1d,state_funding=funding_neutral + state_oi=oi_building + state_ext=stretched_up,24,-0.04468646116908451,short,0.04468646116908451,0.125,0.0337181240304697,-0.07189596674653945,-0.9174572231744252
DOGE/USD,1d,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,19,-0.04444671809347336,short,0.04444671809347336,0.3157894736842105,0.061787320218040634,-0.10167231635149337,-0.5301672427130701
CRV/USD,1d,state_ext=neutral + state_slope=downtrend,17,-0.04440608012402517,short,0.04440608012402517,0.35294117647058826,0.07196234604426326,-0.12144860609478633,-0.3879215049336556
CRV/USD,1d,cross_ETH/USD_state_slope=uptrend + state_slope=uptrend,145,0.04397411387841078,long,0.04397411387841078,0.4896551724137931,0.17403087457392286,-0.11121078835311564,0.21042070752909664
LINK/USD,1d,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,29,-0.04308272645957222,short,0.04308272645957222,0.41379310344827586,0.09121285218492672,-0.1316012241609292,-0.3713923776026403
DOT/USD,1d,cross_BTC/USD_state_slope=downtrend + state_ext=stretched_up,36,-0.042918104387498685,short,0.042918104387498685,0.2777777777777778,0.046487771989046495,-0.0962068160399207,-0.6280261523505095
DOT/USD,1d,cross_ETH/USD_state_vol=mid_vol + state_ext=stretched_up,100,-0.04278042553122408,short,0.04278042553122408,0.27,0.05784119780697506,-0.10720959090140646,-0.5053748896649641
DOT/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_up + state_ext=neutral,31,-0.042662733282865774,short,0.042662733282865774,0.25806451612903225,0.04803879634134625,-0.09709175544844327,-0.6092437149112778
CRV/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_down,28,-0.04262641466524251,short,0.04262641466524251,0.25,0.08252745383772289,-0.09812946276006991,-0.6009013521158896
DOT/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_up,48,-0.04261726957686423,short,0.04261726957686423,0.25,0.05252791255425813,-0.10167916097890911,-0.6024410527909922
DOT/USD,1d,cross_ETH/USD_state_slope=uptrend + state_slope=flat,93,-0.042552944656970564,short,0.042552944656970564,0.25806451612903225,0.06592103746852943,-0.09332433085422773,-0.5192931477676236
CRV/USD,1d,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,208,0.042003032420643294,long,0.042003032420643294,0.5432692307692307,0.17404129756780223,-0.10806288249260916,0.22113710753100677
CRV/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_up,220,0.04173184429258044,long,0.04173184429258044,0.5590909090909091,0.1703359698914815,-0.1026413193705852,0.2228878331707802
CRV/USD,1d,cross_BTC/USD_state_slope=flat + state_ext=stretched_up,80,-0.0416837140488764,short,0.0416837140488764,0.3,0.09038308860130954,-0.11440527626089747,-0.49481297112266054
LINK/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral + state_ext=neutral,20,-0.0414815106438987,short,0.0414815106438987,0.2,0.0504061224134487,-0.10304620854860666,-0.7625077875000942
DOGE/USD,1d,cross_BTC/USD_state_slope=uptrend + state_ext=stretched_down,87,-0.041120410153464224,short,0.041120410153464224,0.3333333333333333,0.06196962709007922,-0.11507969850473024,-0.39589922398953575
CRV/USD,1d,cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,84,-0.041093220491045815,short,0.041093220491045815,0.2857142857142857,0.07564140772824968,-0.11581116975892251,-0.42423085425885143
DOT/USD,1d,state_ret_day=ret_day_flat + state_ext=stretched_up,74,-0.040867697303303155,short,0.040867697303303155,0.2702702702702703,0.05895737358123861,-0.09863180828968453,-0.5088686810076503
LINK/USD,1d,state_oi=oi_flat + state_ext=neutral,15,0.04083518366406274,long,0.04083518366406274,0.9333333333333333,0.10364924418549527,-0.030333507853873794,1.183539220442301
DOGE/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=uptrend + state_ext=neutral,36,0.04070089113885973,long,0.04070089113885973,0.6944444444444444,0.11589070097891566,-0.06766977504008817,0.2912435343966305
CRV/USD,1d,cross_ETH/USD_state_ext=stretched_up + state_ext=neutral,47,-0.04053539502774096,short,0.04053539502774096,0.3829787234042553,0.09208333851733552,-0.10805322870017228,-0.42814265103781646
DOT/USD,1d,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,22,-0.040251305499533756,short,0.040251305499533756,0.4090909090909091,0.04864630203968112,-0.08902307673541963,-0.5074873704740519
CRV/USD,1d,cross_BTC/USD_state_ext=stretched_down + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_down,28,-0.04016852409912531,short,0.04016852409912531,0.17857142857142858,0.06788389857761655,-0.09949351742579396,-0.6348289609119261
DOT/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,42,-0.03964049559596175,short,0.03964049559596175,0.38095238095238093,0.053576152551070184,-0.11357499859268436,-0.4641549021265418
LINK/USD,1d,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,29,0.038846330603833086,long,0.038846330603833086,0.5517241379310345,0.10080850560600982,-0.055573602886370296,0.335881645447105
DOGE/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,23,0.03830395233005803,long,0.03830395233005803,0.4782608695652174,0.1375594126700988,-0.07976645948114634,0.2032542649335061
CRV/USD,1d,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,21,-0.03811106397510171,short,0.03811106397510171,0.23809523809523808,0.06307291786917621,-0.09876403943311851,-0.6911548610229288
DOGE/USD,1d,cross_ETH/USD_state_ext=stretched_up + state_ext=stretched_down,108,-0.03744912558643625,short,0.03744912558643625,0.37037037037037035,0.0648831465963008,-0.10543471854984823,-0.4300285482879365
DOGE/USD,1d,cross_ETH/USD_state_slope=downtrend + state_slope=uptrend,21,0.03733366770952212,long,0.03733366770952212,0.6190476190476191,0.12932938354577106,-0.07393888998988209,0.20220430239189782
