symbol,timeframe,slice_combination,sample_count,mean_fwd_ret_5,side,tradeable_mean_fwd_ret_5,win_rate,mean_mfe_5,mean_mae_5,fwd_ret_ratio,research_shard_id
AFRM,1h,state_vix=vix_low + state_breadth=breadth_mixed + state_ext=stretched_down,83,0.0168481109824975,long,0.0168481109824975,0.5662650602409639,0.0386790609914986,-0.0249582322182925,0.2925845320806965,1h-00
AA,1h,state_vix=vix_high + state_session=lunch + state_ext=neutral,31,0.0167651632733257,long,0.0167651632733257,0.6774193548387096,0.0354450275327017,-0.0130161706727492,0.6701285611729131,1h-00
ARKK,1h,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_down,40,0.0166902606111773,long,0.0166902606111773,0.85,0.0231685079902499,-0.0076610613557675,0.9880578147789028,1h-00
AMAT,1h,cross_USO_state_ext=stretched_up + cross_TLT_state_slope=flat + state_ext=stretched_down,83,0.0166893496330326,long,0.0166893496330326,0.6626506024096386,0.0340010936282013,-0.0126896850936601,0.4554683529066153,1h-00
ARKK,1h,state_session=afternoon + state_ext=stretched_down + state_slope=flat,25,0.0164994267228285,long,0.0164994267228285,0.76,0.0308211030935893,-0.0198017175700236,0.3668818519505752,1h-00
AMD,1h,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend + state_ext=stretched_down,31,0.0163294965818373,long,0.0163294965818373,0.4838709677419355,0.048055233904881,-0.0273232559432834,0.2507108161566705,1h-00
AA,1h,state_vix=vix_high + state_session=morning + state_ext=stretched_down,33,0.0161629106206,long,0.0161629106206,0.696969696969697,0.0343035361449987,-0.0187194351067868,0.3241888832035032,1h-00
AFRM,1h,state_volume=vol_quiet + state_ext=neutral + state_slope=uptrend,38,0.0159747434720324,long,0.0159747434720324,0.7368421052631579,0.036607435330771,-0.0121949367956007,0.5899133158498963,1h-00
ADI,1h,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend + state_ext=stretched_down,22,0.0156476651443447,long,0.0156476651443447,0.5454545454545454,0.0315266407842699,-0.0180912612146276,0.3541825669239299,1h-00
ABBV,1h,state_vix=vix_high + state_session=lunch + state_ext=stretched_down,15,-0.0155999428470034,short,0.0155999428470034,0.4666666666666667,0.0229486251839193,-0.0335570635125204,-0.4472527802874961,1h-00
AAPL,1h,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=downtrend + state_ext=stretched_up,25,0.015514839252151,long,0.015514839252151,0.8,0.0212489293606848,-0.0039554900839807,0.8461753029501221,1h-00
ARKK,1h,state_vix=vix_high + state_breadth=breadth_weak + state_ext=stretched_up,40,-0.0154749963795727,short,0.0154749963795727,0.35,0.0145467749480467,-0.0309241191402356,-0.5251121552137498,1h-00
AA,1h,state_vix=vix_high + state_session=lunch + state_ext=stretched_up,22,0.0154478736285186,long,0.0154478736285186,0.7272727272727273,0.0318009020063689,-0.0150327340141987,0.6701217962276982,1h-00
AFRM,1h,state_ext=stretched_down + state_slope=uptrend,26,0.0154175960329114,long,0.0154175960329114,0.6538461538461539,0.0307883402037853,-0.0162453480881409,0.4880493681116208,1h-00
ADBE,1h,state_vix=vix_high + state_breadth=breadth_weak + state_ext=stretched_up,15,-0.0153609842711526,short,0.0153609842711526,0.1333333333333333,0.006784571751442,-0.0258896420257386,-0.8892884655706018,1h-00
ADBE,1h,state_vix=vix_high + state_ext=stretched_up,15,-0.0153609842711526,short,0.0153609842711526,0.1333333333333333,0.006784571751442,-0.0258896420257386,-0.8892884655706018,1h-00
AMC,1h,cross_USO_state_slope=flat + cross_TLT_state_slope=uptrend + state_ext=stretched_up,103,-0.0153443182054827,short,0.0153443182054827,0.3689320388349514,0.0227244710107964,-0.0350980011375388,-0.3826509987632173,1h-00
ADBE,1h,state_gap_open=gap_open_flat + state_relvol=relvol_elevated + state_ext=stretched_up,52,-0.0151541882553689,short,0.0151541882553689,0.3461538461538461,0.0080878760973089,-0.0270352268670636,-0.5015896995144963,1h-00
AMD,1h,state_gap_open=gap_open_flat + state_relvol=relvol_elevated + state_ext=neutral,34,0.0147710128108384,long,0.0147710128108384,0.5294117647058824,0.039285657683052,-0.0200621310844117,0.2362560489957537,1h-00
AFRM,1h,cross_USO_state_slope=downtrend + cross_TLT_state_slope=uptrend + state_ext=stretched_down,150,0.0147290296894642,long,0.0147290296894642,0.66,0.0392728472952252,-0.0271971237281034,0.2738010874838251,1h-00
AMZN,1h,state_vix=vix_high + state_breadth=breadth_weak + state_ext=stretched_up,23,-0.0146809097528758,short,0.0146809097528758,0.391304347826087,0.0124060287842491,-0.0285793082300926,-0.6104446515568023,1h-00
