symbol,timeframe,slice_combination,sample_count,mean_fwd_ret_5,side,tradeable_mean_fwd_ret_5,win_rate,mean_mfe_5,mean_mae_5,fwd_ret_ratio
LTC/USD,1h,state_ret_day=ret_day_up + state_ext=stretched_down,21,-0.03712999595798662,short,0.03712999595798662,0.6190476190476191,0.036493381537652976,-0.12028344857945913,-0.41805846861598656
UNI/USD,1h,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,28,0.02902669409668578,long,0.02902669409668578,0.5,0.07101524683416653,-0.026729711984787383,0.2702490728571176
SOL/USD,1h,state_utc_session=utc_asia + state_ext=stretched_down + state_slope=uptrend,39,0.02530901444073639,long,0.02530901444073639,0.717948717948718,0.044223972370726033,-0.013631155482667964,0.5977999642638857
LTC/USD,1h,state_ret_day=ret_day_up + state_ext=stretched_down + state_slope=downtrend,15,-0.02434333040692657,short,0.02434333040692657,0.6666666666666666,0.037804956367190216,-0.08623996941969594,-0.3024778902837242
XRP/USD,1h,state_ret_day=ret_day_up + state_ext=stretched_up + state_slope=downtrend,16,-0.021226065541115502,short,0.021226065541115502,0.1875,0.026727964493994054,-0.040206675007299526,-0.6514164043325521
SOL/USD,1h,state_weekpart=weekday + state_ext=stretched_up + state_vol=mid_vol,2001,0.018940708058740402,long,0.018940708058740402,0.5112443778110944,0.03683007147600235,-0.018575458435516837,0.054968577457584725
SOL/USD,1h,state_ret_day=ret_day_down + state_ext=stretched_down + state_slope=uptrend,37,0.017579781484298066,long,0.017579781484298066,0.5945945945945946,0.05300557305855421,-0.026555916967222693,0.2876494702408165
SOL/USD,1h,state_ret_day=ret_day_up + state_ext=stretched_up + state_slope=downtrend,19,-0.016170978267319478,short,0.016170978267319478,0.15789473684210525,0.027736555640587347,-0.04074335495213192,-0.5485262819558289
SUSHI/USD,1h,state_ret_day=ret_day_down + state_ext=stretched_down + state_slope=uptrend,69,0.01610218916042719,long,0.01610218916042719,0.6811594202898551,0.04051280548671197,-0.02196814899809717,0.4155616504714532
SOL/USD,1h,state_ext=stretched_up + state_vol=mid_vol,2442,0.015526898429246584,long,0.015526898429246584,0.4995904995904996,0.033842396251360256,-0.01844625134072491,0.049739176610007235
