symbol,timeframe,slice_combination,side,short_cost_bps,train_n,train_mean_ret_costadj,train_baseline_mean_ret_costadj,train_excess_vs_baseline,train_best_parent_filter,train_best_parent_mean_ret_costadj,train_excess_vs_best_parent,train_t_stat_nw,train_pass,valid_n,valid_mean_ret_costadj,valid_baseline_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_best_parent_mean_ret_costadj,valid_excess_vs_best_parent,valid_t_stat_nw,valid_p_value_nw,valid_pass,walk_forward_folds,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,survived,verdict
LTC/USD,1h,state_utc_session=utc_asia + state_ext=stretched_up + state_slope=flat,short,5.0,17,0.00935858979830445,-0.003695340888216632,0.013053930686521083,state_ext=stretched_up + state_slope=flat,0.001475163537658786,0.007883426260645665,3.3000300414278416,True,5,0.008250646071141812,-0.0037267068705459285,0.01197735294168774,state_ext=stretched_up + state_slope=flat,0.004371868327905836,0.0038787777432359753,8.734333550812709,0.0,False,4,0,0000,0.0,False,provisional
UNI/USD,1h,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,long,5.0,0,,-0.002773180753171286,,state_ext=stretched_up,-0.003107090497525921,,,False,28,0.026026694096685777,-0.0032143543116261333,0.02924104840831191,cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,0.0020452522157848652,0.02398144188090091,0.9963530202862457,0.3190786508252548,False,4,0,0000,0.0,False,rejected
SUSHI/USD,1h,state_ret_day=ret_day_up + state_ext=stretched_up + state_slope=downtrend,short,5.0,40,-0.0029696077751370526,-0.004167726130004975,0.0011981183548679221,state_ret_day=ret_day_up + state_slope=downtrend,-0.00030742355984054233,-0.0026621842152965104,-0.5530061039956048,False,21,0.019515757924211976,-0.0034025408440129202,0.022918298768224897,state_ext=stretched_up + state_slope=downtrend,0.004734153512354097,0.014781604411857878,1.9168144793783446,0.055261504791180194,False,4,0,0000,0.0,False,rejected
SUSHI/USD,1h,state_ret_day=ret_day_down + state_ext=stretched_down + state_slope=uptrend,long,5.0,56,0.012447749670892414,-0.002832273869995029,0.015280023540887443,state_ext=stretched_down + state_slope=uptrend,0.005356639479894373,0.007091110190998041,1.9166935679611166,False,13,0.01592131311534621,-0.0035974591559870825,0.019518772271333293,state_ret_day=ret_day_down + state_slope=uptrend,0.0025384862381765054,0.013382826877169705,1.5145052865395185,0.12989773403414073,False,4,0,0000,0.0,False,rejected
LTC/USD,1h,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,long,5.0,21,-0.0029823198975398556,-0.0033046591117833705,0.0003223392142435149,state_ext=stretched_down,-0.0024123269345666543,-0.0005699929629732012,-0.7693224498424929,False,4,0.015208314473552313,-0.0032732931294540725,0.018481607603006385,cross_BTC/USD_state_slope=uptrend + state_ext=stretched_down,0.010867557915401203,0.00434075655815111,3.3422988636840847,0.0008308754761769954,False,4,0,0000,0.0,False,rejected
LTC/USD,1h,cross_BTC/USD_state_ext=stretched_down + cross_ETH/USD_state_slope=flat + state_ext=neutral,short,5.0,15,-0.003815971336179307,-0.003695340888216632,-0.00012063044796267524,cross_BTC/USD_state_ext=stretched_down + cross_ETH/USD_state_slope=flat,-0.0030675316280036878,-0.0007484397081756193,-1.0482379572645089,False,7,0.015088570372739063,-0.0037267068705459285,0.01881527724328499,cross_BTC/USD_state_ext=stretched_down + cross_ETH/USD_state_slope=flat,0.006239689374174679,0.008848880998564384,1.5630171287105126,0.11804856602957026,False,4,0,0000,0.0,False,rejected
XRP/USD,1h,state_ret_day=ret_day_down + state_ext=stretched_up + state_slope=downtrend,long,5.0,26,-0.004085939312476393,-0.0023577953391708947,-0.0017281439733054984,state_ret_day=ret_day_down + state_ext=stretched_up,0.0025828393326452555,-0.006668778645121649,-1.0061676460752056,False,6,0.013660518849679634,-0.0034552513999637807,0.017115770249643416,state_ext=stretched_up + state_slope=downtrend,0.008106379414417931,0.005554139435261703,1.0244636844068493,0.30561631527769295,False,4,0,0000,0.0,False,rejected
SOL/USD,1h,state_ret_day=ret_day_down + state_ext=stretched_up + state_slope=downtrend,long,5.0,43,-0.0026978366659577437,-0.0012016362255105094,-0.0014962004404472343,state_ext=stretched_up,0.004100612031217884,-0.006798448697175628,-0.31353601997972685,False,4,0.012378096074465054,-0.003234843337128694,0.015612939411593748,state_ext=stretched_up + state_slope=downtrend,0.006629786488363594,0.00574830958610146,0.7843699560555926,0.4328230620229947,False,4,0,0000,0.0,False,rejected
XRP/USD,1h,state_utc_session=utc_europe + state_ext=stretched_up + state_slope=downtrend,short,5.0,25,0.00870480142500185,-0.004642204660829107,0.013347006085830957,state_ext=stretched_up + state_slope=downtrend,0.00514297738457452,0.0035618240404273298,1.23777590759964,False,3,0.010979435594961623,-0.003544748600036221,0.014524184194997843,state_utc_session=utc_europe + state_slope=downtrend,-0.003155494257160556,0.01413492985212218,4.298185865012845,1.722017372030038e-05,False,4,0,0000,0.0,False,rejected
LTC/USD,1h,cross_BTC/USD_state_slope=uptrend + state_ext=stretched_down,long,5.0,48,-0.003946081041045293,-0.0033046591117833705,-0.0006414219292619223,state_ext=stretched_down,-0.0024123269345666543,-0.0015337541064786384,-1.1617854647456471,False,8,0.010867557915401203,-0.0032732931294540725,0.014140851044855275,state_ext=stretched_down,-0.0005838527840829005,0.011451410699484103,2.558364455088604,0.01051658093539598,False,4,0,0000,0.0,False,rejected
