symbol,timeframe,slice_combination,sample_count,mean_fwd_ret_5,side,tradeable_mean_fwd_ret_5,win_rate,mean_mfe_5,mean_mae_5,fwd_ret_ratio
BCH/USD,1d,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=downtrend + state_ext=neutral,16,0.1009293071388479,long,0.1009293071388479,0.8125,0.14692123932616308,-0.02270417044988486,0.5394183906741167
BCH/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=downtrend + state_ext=neutral,17,0.09305809030930251,long,0.09305809030930251,0.8823529411764706,0.14228286822943756,-0.023459224270735796,0.5051685066613455
AAVE/USD,1d,state_funding=funding_long + state_ext=stretched_up,42,0.08776719043228579,long,0.08776719043228579,0.7619047619047619,0.15953945846133258,-0.06807086869147959,0.7271064139840782
BCH/USD,1d,state_funding=funding_short + state_oi=oi_collapsing + state_ext=stretched_down,18,-0.08144692883326103,short,0.08144692883326103,0.16666666666666666,0.047473287783588565,-0.11575540825637885,-1.2188530190063345
AVAX/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,31,-0.08033227224329965,short,0.08033227224329965,0.0967741935483871,0.035687522100525934,-0.14146820816359587,-1.0618422221747175
AVAX/USD,1d,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,52,-0.07527451956748085,short,0.07527451956748085,0.2692307692307692,0.10317968470766395,-0.16264283360819062,-0.6426963201870095
AVAX/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,54,-0.07357058873433832,short,0.07357058873433832,0.2222222222222222,0.054725529959964374,-0.15293414284873097,-0.7533508734209289
AVAX/USD,1d,state_funding=funding_neutral + state_oi=oi_flat + state_ext=stretched_down,23,-0.07249001132738485,short,0.07249001132738485,0.21739130434782608,0.07068306379669521,-0.11403715486126062,-0.8047856324397515
AVAX/USD,1d,cross_BTC/USD_state_ext=stretched_down + cross_ETH/USD_state_slope=flat + state_ext=stretched_up,17,-0.06395520487107748,short,0.06395520487107748,0.17647058823529413,0.02842496563957168,-0.15651699537305094,-1.12294088223273
AVAX/USD,1d,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,24,0.06236963568849225,long,0.06236963568849225,0.75,0.12208641044625453,-0.04550542468864569,0.6587862707621491
AVAX/USD,1d,cross_BTC/USD_state_slope=uptrend + state_slope=downtrend,21,-0.05918801383638191,short,0.05918801383638191,0.2857142857142857,0.07434112801718272,-0.20857533234862616,-0.42470205720089754
ADA/USD,1d,state_volume=vol_normal + state_ext=stretched_down,23,-0.05775301294272608,short,0.05775301294272608,0.2608695652173913,0.049562589663604745,-0.0959184935396666,-0.6365443408923166
