symbol,timeframe,slice_combination,side,short_cost_bps,train_n,train_mean_ret_costadj,train_baseline_mean_ret_costadj,train_excess_vs_baseline,train_best_parent_filter,train_best_parent_mean_ret_costadj,train_excess_vs_best_parent,train_t_stat_nw,train_pass,valid_n,valid_mean_ret_costadj,valid_baseline_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_best_parent_mean_ret_costadj,valid_excess_vs_best_parent,valid_t_stat_nw,valid_p_value_nw,valid_pass,walk_forward_folds,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,survived,verdict
UNI/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,short,5.0,21,0.04770794059186588,-0.009137658525058242,0.05684559911692412,cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,0.03004966727191475,0.01765827331995113,2.0844739976276188,True,16,0.08995698189109694,0.002337601031936295,0.08761938085916064,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral,0.05608558528066415,0.033871396610432786,3.0148113532403555,0.0025713913623424123,True,4,0,0000,0.0,True,survived
SUSHI/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,short,5.0,50,0.05082531999099373,-0.00645668525716848,0.05728200524816221,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat,0.03187929586324263,0.0189460241277511,2.2351563410243713,True,20,0.08834254374178882,0.011099296248469144,0.07724324749331968,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=flat,0.059465795277499844,0.028876748464288976,3.088543755778947,0.0020114007157809866,True,4,1,0010,0.25,True,survived
SUSHI/USD,1d,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=flat + state_ext=stretched_down,short,5.0,51,0.05013973751583959,-0.00645668525716848,0.05659642277300807,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=flat,0.022648668492374187,0.027491069023465403,2.382313459508682,True,16,0.07526984905021872,0.011099296248469144,0.06417055280174958,cross_BTC/USD_state_ext=stretched_up + cross_ETH/USD_state_slope=flat,0.04010763605427537,0.03516221299594335,2.711284049845314,0.006702318297570953,True,4,1,0010,0.25,True,survived
UNI/USD,1d,cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,short,5.0,76,0.03004966727191475,-0.009137658525058242,0.03918732579697299,cross_ETH/USD_state_ext=neutral,0.017776086914172443,0.012273580357742307,2.0410028638703572,True,38,0.05112431296258282,0.002337601031936295,0.04878671193064652,cross_ETH/USD_state_ext=neutral,0.023191748722144533,0.027932564240438284,2.9073169902761364,0.003645435817067222,True,4,1,0100,0.25,True,survived
SUSHI/USD,1d,cross_BTC/USD_state_ext=stretched_down + state_ext=stretched_up,short,5.0,37,0.0446158535927461,-0.00645668525716848,0.05107253884991458,cross_BTC/USD_state_ext=stretched_down,-0.005844506603277404,0.050460360196023506,2.164944453233704,True,3,0.17992636933920547,0.011099296248469144,0.16882707309073633,state_ext=stretched_up,0.030768437022777297,0.14915793231642818,6.652085801733097,2.8896884884943574e-11,False,4,0,0000,0.0,False,provisional
SUSHI/USD,1d,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,short,5.0,32,0.04755323351147496,-0.00645668525716848,0.05400991876864344,cross_ETH/USD_state_ext=neutral + state_ext=stretched_down,0.03397618240216079,0.013577051109314169,2.7434592540177674,True,10,0.13717543140809643,0.011099296248469144,0.1260761351596273,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_ext=neutral,0.06665676721905413,0.0705186641890423,4.865232419689811,1.1432238302688802e-06,False,4,0,0000,0.0,False,provisional
SUSHI/USD,1d,cross_BTC/USD_state_slope=downtrend + cross_ETH/USD_state_slope=downtrend + state_ext=stretched_up,short,5.0,17,0.058280319673795954,-0.00645668525716848,0.06473700493096443,cross_BTC/USD_state_slope=downtrend + state_ext=stretched_up,0.043568469044870786,0.014711850628925167,2.312196541844781,True,8,0.10964389118254134,0.011099296248469144,0.0985445949340722,cross_BTC/USD_state_slope=downtrend + state_ext=stretched_up,0.09477357327634905,0.014870317906192282,4.1729776331789035,3.006444659092722e-05,False,4,0,0000,0.0,False,provisional
SUSHI/USD,1d,cross_BTC/USD_state_slope=downtrend + state_ext=stretched_up,short,5.0,28,0.043568469044870786,-0.00645668525716848,0.050025154302039264,state_ext=stretched_up,-0.006897706936845423,0.05046617598171621,2.3449877647593484,True,10,0.09477357327634905,0.011099296248469144,0.08367427702787991,state_ext=stretched_up,0.030768437022777297,0.06400513625357176,4.423660084709206,9.704266389354288e-06,False,4,0,0000,0.0,False,provisional
XRP/USD,1d,state_ext=stretched_up + state_slope=downtrend,short,5.0,18,0.042739348388861204,-0.020854847162617617,0.06359419555147883,state_slope=downtrend,-0.0206437174574245,0.0633830658462857,2.707391626800981,True,6,0.06166969509435921,0.009130049295554303,0.05253964579880491,state_ext=stretched_up,0.025945632627768906,0.03572406246659031,8.006942724803082,1.3322676295501878e-15,False,4,0,0000,0.0,False,provisional
XRP/USD,1d,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=uptrend + state_ext=neutral,short,5.0,11,0.03645304492421013,-0.020854847162617617,0.057307892086827746,cross_BTC/USD_state_ext=neutral + state_ext=neutral,0.03402742324247482,0.00242562168173531,2.7224086359095723,False,4,0.050688119782791335,0.009130049295554303,0.04155807048723703,cross_BTC/USD_state_ext=neutral + cross_ETH/USD_state_slope=uptrend,0.033378688835439145,0.01730943094735219,5.597836718625934,2.1704302133329634e-08,False,4,0,0000,0.0,False,provisional
