rank,symbol,timeframe,slice_combination,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass
169,DIA,1h,state_ext=stretched_up + state_vol=mid_vol,long,rejected,rejected_unsupported,51,False,15,False,0.0004212932843261629,0.00015078713824482357,state_vol=mid_vol,7.609863153083802e-05,0.7544840696688675,0,0000,0.0,0,8,8,0,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,535,False,False
170,IWM,1h,state_session=morning + state_ext=neutral + state_slope=uptrend,short,rejected,rejected_unsupported,646,True,340,False,0.0003360632506948567,0.0011554959128687468,state_ext=neutral + state_slope=uptrend,7.469043811902346e-05,0.6064353843402988,0,0000,0.0,0,8,7,1,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,444,False,False
171,SPY,1h,state_session=lunch + state_ext=neutral,long,rejected,rejected_unsupported,1603,False,690,False,0.0004763127581326177,0.0002134592392397403,state_session=lunch,7.261830412756351e-05,0.1845792044352652,0,0000,0.0,0,8,8,0,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,175,False,False
172,XLK,1h,state_session=lunch + state_slope=downtrend,long,rejected,rejected_unsupported,582,False,232,False,0.001005246391577281,0.00024251511520667363,state_session=lunch,6.787239407463714e-05,0.47635967916197974,0,0000,0.0,0,8,8,0,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,369,False,False
173,XLE,1h,state_ext=neutral + state_vol=mid_vol,long,rejected,rejected_unsupported,1471,False,738,False,0.0008928882930826152,0.0005736760410791631,state_ext=neutral,6.230381501698672e-05,0.25607573436910536,0,0000,0.0,0,8,8,0,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,216,False,False
174,GLD,1h,state_session=afternoon + state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,631,False,219,False,0.001577506974136659,0.0010364161034169409,state_session=afternoon + state_slope=flat,1.5097416502788579e-05,0.09342106121601779,0,0000,0.0,0,8,8,0,5.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,106,False,False
175,XLK,1h,state_ext=stretched_down + state_slope=flat,long,rejected,rejected_unsupported,49,False,23,False,0.009992479365216033,0.009229748088845425,state_ext=stretched_down,0.007813938373060422,0.21200225305561426,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,194,False,False
176,QQQ,1d,state_ext=neutral + state_vol=high_vol,short,rejected,rejected_unsupported,66,False,21,False,0.0013328635868593776,0.006284392830856706,state_ext=neutral,0.004853796202844337,0.9042439609732351,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,618,False,False
177,SPY,1h,state_session=morning + state_ext=stretched_down,long,rejected,rejected_unsupported,188,False,56,False,0.004918958672944129,0.004656105154051252,state_ext=stretched_down,0.0020503869119277325,0.1521738840719875,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,151,False,False
178,DIA,1h,state_session=afternoon + state_ext=stretched_down,short,rejected,rejected_unsupported,65,False,23,False,0.00134669480839769,0.002017200954479029,state_ext=stretched_down,0.0020373537498020646,0.8193495298126017,0,0000,0.0,0,6,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,573,False,False
179,XLE,1d,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,87,False,19,False,0.014836936432972167,0.010602780172169497,state_vol=high_vol,0.0017548108834163287,0.20496007121068938,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,191,False,False
180,IWM,1h,state_session=afternoon + state_ext=stretched_up + state_slope=uptrend,long,rejected,rejected_unsupported,208,False,65,False,0.0014968267888603587,0.0010773941266864677,state_session=afternoon + state_ext=stretched_up,0.00079101850573823,0.33836030543985807,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,266,False,False
181,XLF,1h,state_session=morning + state_ext=stretched_up,short,rejected,rejected_unsupported,245,False,78,False,0.0024827982157384462,0.0030050834038112427,state_ext=stretched_up,0.0007217343507136681,0.08705731362374447,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,103,False,False
182,IWM,1d,state_ext=stretched_up + state_slope=uptrend,short,rejected,rejected_unsupported,200,False,102,False,-0.0054246317774122275,-0.0007021083094975429,state_ext=stretched_up,0.000679048132738596,0.0821547127713036,0,0000,0.0,0,2,8,3,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,100,False,False
183,USO,1h,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,639,False,237,False,0.0011790787024535574,0.0006129017334743692,state_session=afternoon,0.0006511450479556566,0.7156398624280946,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,515,False,False
184,XLK,1h,state_ext=stretched_down + state_vol=high_vol,long,rejected,rejected_unsupported,460,False,213,False,0.0028079633465264036,0.0020452320701557962,state_ext=stretched_down,0.0006294223543707933,0.22904724943085952,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,204,False,False
185,USO,1h,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,886,False,433,False,0.002075164286389037,0.0015089873174098489,state_slope=downtrend,0.0006207016249301605,0.06050261856347117,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,84,False,False
186,IWM,1h,state_ext=stretched_up + state_vol=high_vol,short,rejected,rejected_unsupported,465,False,166,False,0.000972757590383377,0.0017921902525572671,state_ext=stretched_up,0.0005313795422646546,0.5301275034394157,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,399,False,False
187,USO,1h,state_session=morning + state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,679,False,298,False,0.0010082082768260502,0.001974385245805238,state_ext=neutral,0.00048433238972074035,0.42930570985046934,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,323,False,False
188,XLE,1h,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,910,False,354,False,0.00045045440980445457,0.00013124215780100246,state_session=morning,0.0004290319983600956,0.5940296988467197,0,0000,0.0,0,6,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,438,False,False
189,IWM,1h,state_session=lunch + state_slope=flat,long,rejected,rejected_unsupported,568,False,261,False,0.0010857637163096975,0.0006663310541358066,state_session=lunch,0.00041951364685489066,0.24158297487988079,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,210,False,False
190,GLD,1h,state_session=lunch + state_slope=flat,long,rejected,rejected_unsupported,664,False,200,False,0.001712793996614258,0.0011717031258945397,state_session=lunch,0.000383281213535625,0.08653599658635036,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,101,False,False
191,IWM,1h,state_session=afternoon + state_slope=flat,long,rejected,rejected_unsupported,784,False,383,False,0.0007420092406053247,0.00032257657843143376,state_slope=flat,0.00033113429821743086,0.4412990472225311,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,333,False,False
192,IWM,1h,state_session=lunch + state_ext=stretched_up + state_slope=uptrend,short,rejected,rejected_unsupported,171,False,75,False,0.0016845279545562152,0.0025039606167301053,state_session=lunch + state_ext=stretched_up,0.0002759423627939988,0.19896002261724055,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,185,False,False
193,XLF,1h,state_session=afternoon + state_ext=stretched_up + state_slope=uptrend,short,rejected,rejected_unsupported,94,False,29,False,0.002031573600121453,0.0025538587881942494,state_ext=stretched_up,0.0002705097350966749,0.5155251503155336,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,391,False,False
194,TLT,1h,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,1119,False,351,False,0.00024971452652108216,0.00038141513298875116,state_slope=downtrend,0.00026093011989156796,0.43866109325774705,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,332,False,False
195,USO,1h,state_session=lunch + state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,477,False,206,False,0.000829221755034991,0.00026304478605580284,state_session=lunch,0.00023334453853387203,0.46031100047793716,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,352,False,False
196,TLT,1h,state_session=afternoon + state_slope=flat,long,rejected,rejected_unsupported,658,False,442,False,0.00030505116775853344,0.00043675177422620244,state_slope=flat,0.0002203587628721238,0.4369299249978351,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,330,False,False
197,IWM,1d,state_ext=stretched_up + state_slope=flat,long,rejected,rejected_unsupported,83,False,52,False,0.005913388437925951,0.0015908649700112666,state_ext=stretched_up,0.0002097085277751251,0.1347189190870881,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,138,False,False
198,XLF,1h,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,901,False,372,False,0.00041003647602573794,0.0002877512879529414,state_session=morning,0.00020853832966304887,0.5140127499006586,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,390,False,False
199,DIA,1h,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,1700,False,679,False,0.0004954385717661038,0.00022493242568476446,state_ext=neutral,0.0001813259978424457,0.49474628914065333,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,377,False,False
200,DIA,1h,state_session=lunch + state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,523,False,207,False,0.0010432552280286477,0.0007727490819473084,state_ext=neutral + state_slope=downtrend,0.00017499925849388017,0.20847934471042673,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,192,False,False
201,USO,1d,state_ext=neutral + state_slope=downtrend,short,rejected,rejected_unsupported,76,False,34,False,0.004709591857021438,0.011698856652862438,state_slope=downtrend,0.00015211355186183894,0.3432294210115576,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,273,False,False
202,XLF,1h,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,1647,False,676,False,0.0003192385596350969,0.0001969533715623003,state_ext=neutral,0.0001494071818311878,0.632881844978642,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,461,False,False
203,USO,1h,state_ext=stretched_down + state_vol=high_vol,long,rejected,rejected_unsupported,671,False,318,False,0.002504932979192862,0.0019387560102136737,state_ext=stretched_down,0.00014150287879370615,0.3875977129874393,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,296,False,False
204,SPY,1h,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,1974,False,740,False,0.0009059517979768543,0.0006430982790839769,state_vol=high_vol,0.00013311462754188243,0.2173959031879511,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,198,False,False
205,SPY,1h,state_session=lunch + state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,508,False,197,False,0.0014401555837788758,0.0011773020648859983,state_session=lunch + state_slope=downtrend,0.00012249354218876523,0.057177386412233355,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,78,False,False
206,USO,1d,state_ext=neutral + state_vol=low_vol,short,rejected,rejected_unsupported,60,False,59,False,-0.0020735502137333665,0.0049157145821076345,state_vol=low_vol,0.00011820702108069746,0.7406306828929712,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,529,False,False
207,QQQ,1h,state_session=afternoon + state_slope=uptrend,long,rejected,rejected_unsupported,876,False,365,False,0.0005622715706778568,0.00018210289866560353,state_session=afternoon,0.0001115261627152867,0.5006394829965939,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,383,False,False
208,DIA,1h,state_session=afternoon + state_ext=neutral,long,rejected,rejected_unsupported,1697,False,724,False,0.0005395762435102117,0.00026907009742887237,state_session=afternoon,8.570628350085767e-05,0.13961396151557048,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,142,False,False
209,USO,1h,state_session=lunch + state_ext=neutral + state_slope=downtrend,short,rejected,rejected_unsupported,260,False,119,False,0.0005762057961504092,0.001542382765129597,state_ext=neutral,5.2329909045099334e-05,0.8031618343503695,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,564,False,False
210,QQQ,1h,state_session=lunch + state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,550,False,266,False,-0.0003398238804291359,0.0004403447915831167,state_session=lunch + state_slope=flat,5.1513321100101525e-05,0.6238656762476269,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,454,False,False
211,DIA,1h,state_ext=stretched_up + state_slope=uptrend,short,rejected,rejected_unsupported,215,False,94,False,0.000500036929727602,0.0011705430758089412,state_ext=stretched_up,4.842120936243298e-05,0.6711373967385215,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,484,False,False
212,GLD,1h,state_ext=stretched_down + state_vol=high_vol,short,rejected,rejected_unsupported,150,False,268,False,-7.860417987039785e-05,0.0008624866908493198,state_ext=stretched_down,3.35540882459252e-05,0.9665400464161327,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,660,False,False
213,IWM,1h,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,2205,False,1089,False,0.00044150450231332934,2.2071840139438405e-05,state_slope=flat,3.0629559925435506e-05,0.4329120106864439,0,0000,0.0,0,7,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,325,False,False
214,TLT,1h,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,2321,False,733,False,1.422606560859682e-05,0.00014592667207626579,state_slope=downtrend,2.5441658979082594e-05,0.9683876728681611,0,0000,0.0,0,8,6,1,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,663,False,False
215,IWM,1h,state_ext=neutral + state_vol=high_vol,long,rejected,rejected_unsupported,1639,False,624,False,0.0016264004526687424,0.0012069677904948514,state_vol=high_vol,1.9421763799190713e-05,0.05925856866272694,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,82,False,False
216,DIA,1h,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,2044,False,898,False,0.0006370248883779605,0.0003665187422966212,state_slope=flat,3.7270360847829753e-06,0.12618338257593642,0,0000,0.0,0,8,7,0,4.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,128,False,False
217,GLD,1d,state_ext=stretched_up + state_vol=low_vol,long,rejected,parent_underperformed,92,False,55,True,0.01479131788133014,0.008720814547761593,state_vol=low_vol,-0.0001150573148055549,0.0020927600805045188,2,0101,0.5,0,8,2,8,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,18,False,False
218,XLK,1h,state_session=afternoon + state_slope=flat,long,rejected,rejected_unsupported,611,False,252,False,0.002168093537184478,0.0014053622608138708,state_slope=flat,0.0009402301841387247,0.08833982785931194,0,0000,0.0,0,8,6,0,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,104,False,False
219,IWM,1d,state_ext=neutral + state_slope=downtrend,short,rejected,rejected_unsupported,96,False,21,False,-0.003405050750356607,0.0013174727175580777,state_ext=neutral,0.0003963976009913779,0.7289046075554411,0,0000,0.0,0,6,6,0,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,522,False,False
220,DIA,1h,state_session=morning + state_slope=downtrend,long,rejected,rejected_unsupported,899,False,370,False,0.0009678790026250533,0.0006973728565437139,state_slope=downtrend,0.00016325558133831902,0.1313809165863251,0,0000,0.0,0,8,6,0,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,136,False,False
221,IWM,1d,state_ext=stretched_down + state_slope=downtrend,long,rejected,rejected_unsupported,208,False,69,False,0.00630543022983784,0.001982906761923155,state_slope=downtrend,0.00014693320602642782,0.2598747794144338,0,0000,0.0,0,8,6,0,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,218,False,False
222,XLF,1h,state_session=morning + state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,667,False,286,False,0.0005377728002905903,0.0004154876122177937,state_session=morning + state_slope=downtrend,0.0001277363242648523,0.2933989991192758,0,0000,0.0,0,8,6,0,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,243,False,False
223,SPY,1h,state_session=afternoon + state_ext=neutral + state_slope=uptrend,long,rejected,rejected_unsupported,755,False,320,False,0.0003862451010785666,0.00012339158218568918,state_session=afternoon + state_slope=uptrend,6.723198342814546e-05,0.4573040675797486,0,0000,0.0,0,8,6,0,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,347,False,False
224,DIA,1h,state_ext=neutral + state_slope=downtrend,long,rejected,rejected_unsupported,1847,False,750,False,0.0008682559695347675,0.0005977498234534281,state_slope=downtrend,6.363254824803322e-05,0.15402943680428338,0,0000,0.0,0,8,6,0,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,153,False,False
225,XLK,1h,state_session=lunch + state_slope=flat,short,rejected,rejected_unsupported,612,False,238,False,-0.0012872717162352902,-0.0001245404398646829,state_session=lunch,5.010228126735251e-05,0.1939393782111658,0,0000,0.0,0,1,7,3,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,180,False,False
226,TLT,1d,state_ext=neutral + state_vol=low_vol,long,rejected,rejected_unsupported,74,False,202,False,0.0012500019912552506,0.0005720595023489501,state_ext=neutral,4.603997211464193e-05,0.42736898047542726,0,0000,0.0,0,7,6,0,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,320,False,False
227,GLD,1h,state_session=lunch + state_slope=uptrend,long,rejected,rejected_unsupported,545,False,270,False,0.0013542755645501873,0.0008131846938304691,state_session=lunch,2.4762781471554356e-05,0.19421774006611203,0,0000,0.0,0,8,6,0,4.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,181,False,False
228,USO,1d,state_ext=stretched_down + state_vol=low_vol,long,rejected,rejected_unsupported,44,False,45,False,0.005688275860189518,-0.0009009889356514835,state_vol=low_vol,0.0038965186253754553,0.2993085454056128,1,0100,0.25,0,1,7,0,4.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,247,False,False
229,GLD,1d,state_ext=stretched_down + state_vol=high_vol,long,rejected,rejected_unsupported,23,True,65,False,0.0034021643510215877,-0.0026683389825469606,state_ext=stretched_down,9.173368909083006e-05,0.703983524175702,1,0010,0.25,0,0,7,0,4.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,509,False,False
230,XLK,1d,state_ext=stretched_down + state_vol=low_vol,long,rejected,sample_starved_unsupported,48,True,3,False,0.01060963832061118,0.004094097483873415,state_ext=stretched_down,0.002229068786091583,0.6033747200497535,1,0100,0.25,0,8,8,2,4.0,rejected,rejected,rejected,provisional,provisional,rejected,rejected,rejected,676,443,False,False
231,QQQ,1d,state_ext=neutral + state_slope=flat,long,rejected,rejected_unsupported,126,False,85,False,0.004336572942440528,-0.00021495630155680002,state_ext=neutral,0.0012156403264555666,0.10276347512479345,0,0000,0.0,0,1,7,1,4.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,112,False,False
232,IWM,1h,state_ext=stretched_up + state_vol=mid_vol,long,rejected,rejected_unsupported,214,False,83,False,-7.4069349943218e-05,-0.0004935020121171089,state_vol=mid_vol,0.000399476973148329,0.952769245500396,0,0000,0.0,0,1,8,0,4.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,645,False,False
233,IWM,1d,state_ext=neutral + state_vol=low_vol,long,rejected,rejected_unsupported,146,False,58,False,0.0036749350760054127,-0.0006475883919092717,state_ext=neutral,0.00027348672465742595,0.4606261840075363,0,0000,0.0,0,2,8,0,4.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,353,False,False
234,GLD,1h,state_session=morning + state_slope=uptrend,long,rejected,rejected_unsupported,859,False,493,False,0.0005108677735540843,-3.022309716563384e-05,state_slope=uptrend,7.641302124886747e-05,0.29776350022690057,0,0000,0.0,0,0,8,0,4.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,245,False,False
235,XLK,1d,state_ext=neutral + state_vol=low_vol,long,rejected,rejected_unsupported,116,False,39,False,0.006437647242073425,-7.789359466433936e-05,state_vol=low_vol,1.0243369579219716e-05,0.12625450217070844,0,0000,0.0,0,0,8,0,4.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,129,False,False
236,GLD,1h,state_session=morning + state_ext=stretched_up + state_slope=flat,long,provisional,sample_starved_unsupported,8,False,19,True,0.004159856553197378,0.0036187656824776594,state_ext=stretched_up + state_slope=flat,-0.0010802357576349562,0.005161696252099723,0,0000,0.0,0,8,0,8,4.0,provisional,provisional,rejected,provisional,rejected,provisional,provisional,provisional,676,23,False,False
237,XLK,1h,state_ext=stretched_down + state_vol=low_vol,long,rejected,sample_starved_unsupported,62,False,13,False,0.007680870847051017,0.006918139570680409,state_ext=stretched_down,0.0055023298548954064,0.30782780276907973,1,1000,0.25,0,8,8,1,3.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,251,False,False
238,IWM,1h,state_ext=stretched_up + state_slope=uptrend,long,rejected,rejected_unsupported,685,False,265,False,-0.00030460097893195127,-0.0007240336411058423,state_slope=uptrend,0.000293766861794742,0.6920820558723042,0,0000,0.0,0,1,7,0,3.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,499,False,False
239,SPY,1d,state_ext=neutral + state_vol=mid_vol,long,rejected,rejected_unsupported,108,False,94,False,0.0007076843898429916,-0.0024366021585431196,state_vol=mid_vol,8.500007714137424e-05,0.7713613949012721,0,0000,0.0,0,0,7,0,3.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,547,False,False
240,IWM,1h,state_ext=neutral + state_vol=low_vol,long,rejected,rejected_unsupported,2108,False,1109,False,0.00029548131095068865,-0.0001239513512232023,state_vol=low_vol,2.067257282022361e-05,0.561115473415146,0,0000,0.0,0,1,7,0,3.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,414,False,False
241,GLD,1d,state_ext=neutral + state_vol=mid_vol,long,rejected,parent_underperformed,146,False,59,True,0.010654746935863381,0.004584243602294833,state_vol=mid_vol,-0.000966409898062872,0.004012108397017045,1,0010,0.25,0,8,1,7,3.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,20,False,False
242,USO,1d,state_ext=stretched_up + state_slope=downtrend,short,rejected,sample_starved_unsupported,21,False,6,False,0.008419414034255092,0.015408678830096093,state_slope=downtrend,0.0038619357290954927,0.05487334734802585,0,0000,0.0,0,8,8,2,3.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,76,False,False
243,SPY,1d,state_ext=stretched_down + state_slope=flat,long,rejected,sample_starved_unsupported,17,False,4,False,0.008801066295517863,0.005656779747131752,state_ext=stretched_down,0.0017076654731630692,0.4348945388028427,0,0000,0.0,0,8,8,2,3.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,328,False,False
244,TLT,1d,state_ext=neutral + state_slope=flat,short,rejected,rejected_unsupported,155,False,150,False,-0.0013314585267926217,-0.00025351603788632197,state_slope=flat,7.431261981868638e-05,0.4698241324019701,0,0000,0.0,0,0,6,0,3.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,360,False,False
245,SPY,1h,state_session=morning + state_slope=flat,long,rejected,rejected_unsupported,961,False,471,False,0.00025709417963381615,-5.759339259061257e-06,state_session=morning,1.2629894956673552e-05,0.565769157849846,0,0000,0.0,0,0,6,0,3.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,419,False,False
246,TLT,1d,state_ext=stretched_up + state_slope=uptrend,short,rejected,parent_underperformed,164,False,52,True,0.005059616106282394,0.006137558595188693,state_ext=stretched_up,-0.0009492520888062092,0.018898198515484355,1,0010,0.25,0,8,2,5,3.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,43,False,False
247,USO,1d,state_ext=stretched_down + state_slope=uptrend,long,rejected,sample_starved_unsupported,14,False,5,False,0.03713702143774193,0.03054775664190093,state_slope=uptrend,0.022791739001430854,0.42568598269059654,0,0000,0.0,0,8,8,1,3.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,317,False,False
248,XLF,1d,state_ext=stretched_down + state_slope=flat,long,rejected,sample_starved_unsupported,26,False,9,False,0.012787158941559466,0.011084283156671851,state_ext=stretched_down,0.006485313387683572,0.1265406107328375,0,0000,0.0,0,8,8,1,3.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,130,False,False
249,XLK,1h,state_session=lunch + state_ext=stretched_up + state_slope=flat,short,rejected,sample_starved_unsupported,14,False,8,False,0.003229356399821295,0.004392087676191902,state_ext=stretched_up + state_slope=flat,0.003229060514706256,0.1253040822931475,0,0000,0.0,0,8,8,1,3.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,126,False,False
250,XLK,1d,state_ext=stretched_up + state_slope=downtrend,long,rejected,sample_starved_unsupported,29,True,6,False,0.012092438173051,0.005576897336313235,state_ext=stretched_up,0.0024498851797287134,0.49944730293295736,0,0000,0.0,0,8,8,1,3.25,rejected,rejected,rejected,rejected,provisional,rejected,rejected,rejected,676,381,False,False
251,IWM,1d,state_ext=stretched_down + state_slope=flat,short,rejected,sample_starved_unsupported,35,False,11,False,0.016375594727698003,0.02109811819561269,state_slope=flat,0.017811619643350384,0.4734747074448604,0,0000,0.0,0,7,7,1,3.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,676,365,False,False
