rank,symbol,timeframe,slice_combination,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass
1,AAVE/USD,1h,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_up,rolling,4,short,rejected,late_emerging_recent_only,110,False,33,True,0.006099414282627687,0.010155669859485498,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_slope=uptrend,0.006210840233764239,0.023014956646811857,1,0001,0.25,0,8,8,7,8.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,250,False,False
2,AAVE/USD,1h,cross_BTC/USD_state_slope=uptrend + cross_ETH/USD_state_slope=uptrend + state_ext=stretched_down,rolling,4,long,rejected,late_emerging_recent_only,43,False,22,True,0.009901528514768661,0.012845272937910854,cross_BTC/USD_state_slope=uptrend + state_ext=stretched_down,0.001049361687711194,0.02584353656076943,1,0001,0.25,0,8,7,7,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,256,False,False
3,BCH/USD,1h,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_down + state_ext=stretched_down,rolling,4,short,rejected,late_emerging_valid_supported,23,False,15,True,0.01704044823560069,0.01977661143156661,cross_BTC/USD_state_slope=flat + cross_ETH/USD_state_ext=stretched_down,0.013317512504303547,0.030787525844000685,0,0000,0.0,0,8,8,8,8.0,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,272,False,False
4,AAVE/USD,1h,state_utc_session=utc_europe + state_ext=stretched_down + state_slope=flat,rolling,4,long,rejected,late_emerging_valid_supported,77,False,15,True,0.011750001003861582,0.014693745427003774,state_ext=stretched_down + state_slope=flat,0.010348320077745325,0.01944286234268322,0,0000,0.0,0,8,8,7,7.75,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,238,False,False
5,AAVE/USD,1h,cross_BTC/USD_state_slope=uptrend + state_ext=stretched_down,rolling,4,long,rejected,late_emerging_valid_supported,107,False,33,True,0.008852166827057468,0.011795911250199659,cross_BTC/USD_state_slope=uptrend,0.011091721840251034,0.04613159182997473,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,315,False,False
6,BCH/USD,1h,state_utc_session=utc_us + state_volume=vol_quiet,rolling,4,long,rejected,interesting_but_failed_gate,782,False,286,False,-0.0034922277850921437,0.000771609018941943,state_volume=vol_quiet,0.0007874745102616964,0.000750751670107519,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,130,True,False
7,BCH/USD,1h,state_ext=neutral + state_vol=high_vol,rolling,4,long,rejected,interesting_but_failed_gate,1009,False,428,False,-0.003469520231913374,0.0007943165721207126,state_ext=neutral,0.0006857637194469142,0.021276861959586224,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,242,False,False
8,AVAX/USD,1h,state_utc_session=utc_asia + state_volume=vol_surge,rolling,4,short,rejected,interesting_but_failed_gate,833,False,394,False,-0.002812938041326623,0.0007653895490537261,state_utc_session=utc_asia,0.0006425550147294082,0.004824484367572213,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,182,True,False
9,ADA/USD,1h,state_ret_day=ret_day_flat + state_ext=neutral,rolling,4,long,rejected,interesting_but_failed_gate,879,False,294,False,-0.004203200963317701,0.00028552988697882597,state_ext=neutral,0.00041287262640677964,0.008324106585350544,0,0000,0.0,0,7,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,200,True,False
10,AVAX/USD,1h,state_ext=neutral + state_vol=low_vol,rolling,4,long,rejected,interesting_but_failed_gate,2032,False,1136,False,-0.002877980046653122,0.0005436923629665307,state_ext=neutral,0.0002578575853404109,2.4720030434410845e-05,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,74,True,True
11,AVAX/USD,1h,cross_ETH/USD_state_vol=mid_vol + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,1213,False,599,False,-0.0028885434450223327,0.0006897841453580166,cross_ETH/USD_state_vol=mid_vol,0.00019764172823956124,0.00246198019092847,0,0000,0.0,0,8,8,6,7.5,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,163,True,False
12,AAVE/USD,1h,cross_BTC/USD_state_slope=uptrend + state_slope=uptrend,rolling,4,short,rejected,interesting_but_failed_gate,1263,False,574,False,-0.0031647310186657816,0.0008915245581920289,state_slope=uptrend,0.001068542469516307,0.022987333869942006,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,249,False,False
13,AAVE/USD,1h,state_ret_day=ret_day_up + state_ext=neutral,rolling,4,short,rejected,interesting_but_failed_gate,951,False,479,False,-0.0030521134158234564,0.0010041421610343542,state_ret_day=ret_day_up,0.00095768842574174,0.014464921030792555,0,0000,0.0,0,8,8,5,7.25,rejected,rejected,rejected,rejected,rejected,rejected,rejected,rejected,1065,224,False,False
