bar_ts_utc,close_adj,fwd_ret_5,state_ext,state_slope,state_vol,state_session,candidate_name,candidate_side,dir_fwd_ret_5,slice_combination
2022-12-12 05:00:00+00:00,135.41,-0.024961228860497675,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,-0.024961228860497675,state_ext=stretched_down + state_slope=downtrend
2022-12-13 05:00:00+00:00,137.74,-0.031218237258603287,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,-0.031218237258603287,state_ext=stretched_down + state_slope=downtrend
2022-12-14 05:00:00+00:00,136.91,-0.00014608136732163768,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,-0.00014608136732163768,state_ext=stretched_down + state_slope=downtrend
2022-12-15 05:00:00+00:00,137.555,-0.03682163498237068,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,-0.03682163498237068,state_ext=stretched_down + state_slope=downtrend
2022-12-16 05:00:00+00:00,135.2,0.01804733727810648,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,0.01804733727810648,state_ext=stretched_down + state_slope=downtrend
2022-12-19 05:00:00+00:00,132.03,0.04907975460122693,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,0.04907975460122693,state_ext=stretched_down + state_slope=downtrend
2022-12-20 05:00:00+00:00,133.44,-0.007981115107913661,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,-0.007981115107913661,state_ext=stretched_down + state_slope=downtrend
2022-12-21 05:00:00+00:00,136.89,-0.012199576302140303,stretched_down,downtrend,mid_vol,morning,XOP_1d_downtrend_rebound,long,-0.012199576302140303,state_ext=stretched_down + state_slope=downtrend
2022-12-22 05:00:00+00:00,132.49,0.025511359347875295,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,0.025511359347875295,state_ext=stretched_down + state_slope=downtrend
2022-12-28 05:00:00+00:00,132.375,-0.025949008498583614,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,-0.025949008498583614,state_ext=stretched_down + state_slope=downtrend
2023-01-05 05:00:00+00:00,128.94,0.07305723592368563,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,0.07305723592368563,state_ext=stretched_down + state_slope=downtrend
2023-01-06 05:00:00+00:00,131.6,0.0569148936170214,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,0.0569148936170214,state_ext=stretched_down + state_slope=downtrend
2023-02-09 05:00:00+00:00,133.8,0.02002989536621813,stretched_down,downtrend,mid_vol,morning,XOP_1d_downtrend_rebound,long,0.02002989536621813,state_ext=stretched_down + state_slope=downtrend
2023-02-16 05:00:00+00:00,136.48,-0.016632473622508637,stretched_down,downtrend,mid_vol,morning,XOP_1d_downtrend_rebound,long,-0.016632473622508637,state_ext=stretched_down + state_slope=downtrend
2023-02-17 05:00:00+00:00,130.56,0.034658394607843146,stretched_down,downtrend,high_vol,morning,XOP_1d_downtrend_rebound,long,0.034658394607843146,state_ext=stretched_down + state_slope=downtrend
