symbol,timeframe,slice_combination,sample_count,mean_fwd_ret_5,side,tradeable_mean_fwd_ret_5,win_rate,mean_mfe_5,mean_mae_5,fwd_ret_ratio
V,15m,state_session=lunch + state_slope=flat,498,-7.06438344111944e-05,short,7.06438344111944e-05,0.4819277108433735,0.0020211251817287487,-0.002230102735704377,-0.02574983483159097
SMH,15m,state_session=morning + state_ext=neutral + state_slope=downtrend,429,7.049823745966981e-05,long,7.049823745966981e-05,0.5617715617715617,0.005176762291475917,-0.005766097834468262,0.007940498395315061
AXP,15m,state_session=morning + state_slope=uptrend,665,7.049291298513856e-05,long,7.049291298513856e-05,0.5082706766917293,0.003935997383475972,-0.004062011753339739,0.010526790058215078
PYPL,15m,state_session=lunch + state_slope=flat,472,7.047311361688218e-05,long,7.047311361688218e-05,0.4724576271186441,0.0031937747223663225,-0.003085898992529023,0.01617295586360671
AVGO,15m,state_session=morning + state_ext=neutral + state_slope=downtrend,383,-7.045086986727087e-05,short,7.045086986727087e-05,0.5274151436031331,0.006709346584892302,-0.007414020537418704,-0.007318883111472106
SPOT,15m,state_session=afternoon + state_ext=neutral + state_slope=flat,1061,7.039921434167925e-05,long,7.039921434167925e-05,0.46842601319509897,0.009065402438315382,-0.009295013443623896,0.003657891724416077
KBE,15m,state_session=morning + state_slope=uptrend,681,7.038606255915172e-05,long,7.038606255915172e-05,0.5227606461086637,0.0034714070209919926,-0.0034568500769582484,0.012269439783111348
XLB,15m,state_session=lunch + state_ext=neutral + state_slope=downtrend,766,-7.030414453535424e-05,short,7.030414453535424e-05,0.49869451697127937,0.002083648685130283,-0.0022287520668091317,-0.02410679009416984
XLC,15m,state_session=lunch + state_slope=uptrend,764,7.023645854510996e-05,long,7.023645854510996e-05,0.49214659685863876,0.0016903965791671978,-0.0016239594970280827,0.028974348759821158
SMCI,15m,state_session=afternoon + state_ext=stretched_down,261,7.023368528466916e-05,long,7.023368528466916e-05,0.4904214559386973,0.016561513843773003,-0.016485916941216885,0.0026942743365378496
PM,15m,state_session=afternoon + state_slope=downtrend,705,7.023268935837048e-05,long,7.023268935837048e-05,0.5035460992907801,0.005456033649687338,-0.005465538014612562,0.0068456621934076525
CVX,15m,state_session=lunch + state_slope=downtrend,728,-7.022808131609109e-05,short,7.022808131609109e-05,0.5,0.0026186129236974633,-0.0028424550361514423,-0.01775011397450783
ETH/USD,15m,state_session=afternoon + state_ext=neutral + state_slope=uptrend,4777,7.02199390082724e-05,long,7.02199390082724e-05,0.4862884655641616,0.005038123801964709,-0.004771401142811337,0.010315291423493524
