symbol,timeframe,slice_combination,window,diagnostic_status,window_start_utc,window_end_utc,window_rows,slice_n,slice_mean_ret_costadj,slice_win_rate,slice_t_stat_nw,slice_p_value_nw,slice_pass,baseline_n,baseline_mean_ret_costadj,excess_vs_baseline,best_parent_filter,best_parent_n,best_parent_mean_ret_costadj,excess_vs_best_parent,best_parent_p_value_nw
SPG,1d,state_ext=neutral + state_vol=mid_vol,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-06-25 04:00:00+00:00,120,11,0.030612423383831855,0.9090909090909091,4.094045042710989,4.2391190356205755e-05,False,120,0.008610438199617555,0.0220019851842143,state_ext=neutral,47,0.016535374891448424,0.014077048492383431,0.002003265352494621
SPG,1d,state_ext=neutral + state_vol=mid_vol,latest_12m,ok,2025-06-25 04:00:00+00:00,2026-06-25 04:00:00+00:00,252,11,0.030612423383831855,0.9090909090909091,4.094045042710989,4.2391190356205755e-05,False,252,0.006858828940432779,0.023753594443399077,state_vol=mid_vol,64,0.013275575037898382,0.01733684834593347,0.025021028405683765
SPG,1d,state_ext=neutral + state_vol=mid_vol,latest_6m,ok,2025-12-26 05:00:00+00:00,2026-06-25 04:00:00+00:00,124,11,0.030612423383831855,0.9090909090909091,4.094045042710989,4.2391190356205755e-05,False,124,0.007953674137435649,0.022658749246396208,state_ext=neutral,49,0.015539187174686659,0.015073236209145196,0.0031009269166912823
XLF,1d,state_ext=stretched_up + state_slope=flat,all,ok,2021-07-02 00:00:00+00:00,2026-06-25 00:00:00+00:00,1250,124,0.009595575339608838,0.7741935483870968,5.134422896959115,2.8301108523365315e-07,True,1250,0.002083085847210905,0.007512489492397933,state_slope=flat,406,0.0030505017102378683,0.00654507362937097,0.13811854183445327
XLF,1d,state_ext=stretched_up + state_slope=flat,calendar_2024,ok,2024-01-02 00:00:00+00:00,2024-12-31 00:00:00+00:00,252,46,0.009725483013089934,0.8260869565217391,6.14882133332728,7.80608466754984e-10,True,252,0.005283508995490334,0.004441974017599599,state_slope=flat,125,0.00974891393546161,-2.3430922371676932e-05,0.001706635131998313
XLF,1d,state_ext=stretched_up + state_slope=flat,calendar_2025,ok,2025-01-02 00:00:00+00:00,2025-12-31 00:00:00+00:00,250,27,0.006268144522485659,0.7407407407407407,1.3432092814207732,0.17920421713765156,False,250,0.003235881852369077,0.0030322626701165816,state_ext=stretched_up,81,0.0035044128214647583,0.0027637317010209004,0.25373438521170355
XLF,1d,state_ext=stretched_up + state_slope=flat,calendar_2026_ytd,ok,2026-01-02 00:00:00+00:00,2026-06-25 00:00:00+00:00,120,8,0.0231031096973923,1.0,5.428228137315618,5.691625881709683e-08,False,120,-0.0008200979177574933,0.023923207615149794,state_ext=stretched_up,28,0.007129401870804362,0.015973707826587937,0.1170138609196476
XLF,1d,state_ext=stretched_up + state_slope=flat,latest_12m,ok,2025-06-25 00:00:00+00:00,2026-06-25 00:00:00+00:00,252,24,0.010462070076099075,0.7916666666666666,2.0039513849964896,0.045075268347344544,True,252,0.001088280575885046,0.009373789500214029,state_ext=stretched_up,67,0.003912903064485531,0.006549167011613544,0.15704739332709683
XLF,1d,state_ext=stretched_up + state_slope=flat,latest_6m,ok,2025-12-26 00:00:00+00:00,2026-06-25 00:00:00+00:00,124,8,0.0231031096973923,1.0,5.428228137315618,5.691625881709683e-08,False,124,-0.00033947740982013006,0.02344258710721243,state_ext=stretched_up,30,0.007597179749733085,0.015505929947659215,0.06768071100344497
DASH,1d,state_ext=stretched_up + state_vol=low_vol,all,ok,2021-07-06 04:00:00+00:00,2026-06-25 04:00:00+00:00,1247,314,0.013626470448311246,0.6305732484076433,3.340347730596065,0.0008367355085339145,True,1247,0.0025736183648679767,0.011052852083443268,state_vol=low_vol,523,0.005599728918443448,0.008026741529867798,0.18100199753929602
DASH,1d,state_ext=stretched_up + state_vol=low_vol,calendar_2024,ok,2024-01-02 05:00:00+00:00,2024-12-31 05:00:00+00:00,252,103,0.018663148906292316,0.6310679611650486,3.0045478471646248,0.0026597592065895626,True,252,0.01260866983466673,0.006054479071625587,state_ext=stretched_up,142,0.021062694963156218,-0.0023995460568639014,5.2923828678830276e-05
DASH,1d,state_ext=stretched_up + state_vol=low_vol,calendar_2025,ok,2025-01-02 05:00:00+00:00,2025-12-31 05:00:00+00:00,250,78,0.016396830105772642,0.6923076923076923,2.274083450166756,0.022960969557552335,True,250,0.006839932821231686,0.009556897284540955,state_vol=low_vol,99,0.011379814439214075,0.005017015666558567,0.09303620314922023
DASH,1d,state_ext=stretched_up + state_vol=low_vol,calendar_2026_ytd,ok,2026-01-02 05:00:00+00:00,2026-06-25 04:00:00+00:00,120,0,,,,,False,120,-0.005942793963600475,,state_ext=stretched_up,25,0.008091739206721533,,0.704094030032572
DASH,1d,state_ext=stretched_up + state_vol=low_vol,latest_12m,ok,2025-06-25 04:00:00+00:00,2026-06-25 04:00:00+00:00,252,42,0.007924468783736663,0.5952380952380952,1.272906560688611,0.20305120091048812,False,252,-0.0032205974390648656,0.01114506622280153,state_ext=stretched_up,94,0.004361844083413166,0.0035626247003234966,0.5419490484179696
DASH,1d,state_ext=stretched_up + state_vol=low_vol,latest_6m,ok,2025-12-26 05:00:00+00:00,2026-06-25 04:00:00+00:00,124,0,,,,,False,124,-0.006068484712945829,,state_ext=stretched_up,27,0.006062884525111896,,0.7622345049141022
