rank,symbol,timeframe,slice_combination,bin_mode,validation_n_folds,side,verdict,triage_bucket,train_n,train_pass,valid_n,valid_pass,valid_mean_ret_costadj,valid_excess_vs_baseline,valid_best_parent_filter,valid_excess_vs_best_parent,valid_p_value_nw,walk_forward_pass_count,walk_forward_pass_pattern,walk_forward_survival_rate,scenario_survived_count,scenario_positive_baseline_excess_count,scenario_positive_parent_excess_count,scenario_significant_count,robustness_score,default_verdict,cost2_verdict,cost5_verdict,split06_verdict,split08_verdict,short_borrow2_verdict,short_borrow5_verdict,short_borrow10_verdict,best_fwd_horizon,best_stop_atr_mult,search_wide_family_size,search_wide_rank,search_wide_bh_pass,search_wide_bonferroni_pass,research_shard_id
36,FDX,1h,cross_USO_state_slope=uptrend + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_strong,335,True,257,True,0.1816113874523861,0.1968663528802262,state_ext=stretched_up,0.0045267753837009,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,296.0,True,True,1h-03
37,FDX,1h,state_session=lunch + state_slope=downtrend,rolling,4,long,survived,clean_survivor_wf_strong,375,True,169,True,0.1622839703995832,0.1474290049717431,state_slope=downtrend,0.0038083796892259,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,297.0,True,True,1h-03
38,FDX,1h,cross_TLT_state_slope=flat + state_slope=downtrend,rolling,4,long,survived,clean_survivor_wf_strong,613,True,250,True,0.1622261460371571,0.147371180609317,state_slope=downtrend,0.0037505553267998,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,298.0,True,True,1h-03
39,FDX,1h,cross_TLT_state_slope=downtrend + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,273,True,181,True,0.2122165852532701,0.19736161982543,state_ext=stretched_down,0.0035510058636733,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,299.0,True,True,1h-03
40,FDX,1h,state_session=afternoon + state_ret_5=ret_down,rolling,4,long,survived,clean_survivor_wf_strong,650,True,226,True,0.2343612151409317,0.2195062497130916,state_ret_5=ret_down,0.0034552063227401,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,300.0,True,True,1h-03
41,FDX,1h,state_session=morning + state_ext=stretched_up + state_slope=uptrend,rolling,4,short,survived,clean_survivor_wf_strong,431,True,169,True,0.1816660873300797,0.1969210527579198,state_ext=stretched_up + state_slope=uptrend,0.003349737392791,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,301.0,True,True,1h-03
42,FDX,1h,cross_USO_state_slope=uptrend + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,320,True,274,True,0.2118927255315165,0.1970377601036764,state_ext=stretched_down,0.0032271461419197,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,302.0,True,True,1h-03
43,FDX,1h,cross_USO_state_ext=neutral + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_strong,987,True,254,True,0.180083037284385,0.1953380027122251,state_ext=stretched_up,0.0029984252156998,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,303.0,True,True,1h-03
44,FDX,1h,state_ext=stretched_down + state_ret_5=ret_down,rolling,4,long,survived,clean_survivor_wf_strong,1199,True,529,True,0.2338384013670907,0.2189834359392506,state_ret_5=ret_down,0.0029323925488991,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,304.0,True,True,1h-03
45,FDX,1h,cross_USO_state_slope=flat + cross_TLT_state_slope=downtrend + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_strong,127,True,29,True,0.1897858779690026,0.2050408433968427,cross_TLT_state_slope=downtrend + state_ext=stretched_up,0.0028564526610311,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,305.0,True,True,1h-03
46,FDX,1h,cross_USO_state_vol=high_vol + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_strong,178,True,434,True,0.179786050663499,0.1950410160913391,state_ext=stretched_up,0.0027014385948138,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,306.0,True,True,1h-03
47,FDX,1h,cross_TLT_state_slope=uptrend + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,317,True,155,True,0.2110009070692695,0.1961459416414294,state_ext=stretched_down,0.0023353276796727,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,307.0,True,True,1h-03
48,FDX,1h,state_volume=vol_quiet + state_ext=stretched_up + state_slope=uptrend,rolling,4,short,survived,clean_survivor_wf_strong,858,True,366,True,0.1877686585293341,0.2030236239571742,state_volume=vol_quiet + state_ext=stretched_up,0.0022137644546241,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,308.0,True,True,1h-03
49,FDX,1h,state_session=afternoon + state_slope=downtrend + state_vol=high_vol,rolling,4,long,survived,clean_survivor_wf_strong,401,True,68,True,0.2457612816595154,0.2309063162316753,state_slope=downtrend + state_vol=high_vol,0.0018822270119181,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,309.0,True,True,1h-03
50,FDX,1h,state_session=afternoon + state_volume=vol_surge,rolling,4,long,survived,clean_survivor_wf_strong,528,True,320,True,0.1580713179724262,0.1432163525445861,state_volume=vol_surge,0.0015486635805633,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,310.0,True,True,1h-03
51,FDX,1h,state_ext=stretched_up + state_slope=uptrend,rolling,4,short,survived,clean_survivor_wf_strong,1033,True,390,True,0.1783163499372886,0.1935713153651287,state_ext=stretched_up,0.0012317378686034,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,311.0,True,True,1h-03
52,FDX,1h,state_ext=stretched_up + state_ret_5=ret_up,rolling,4,short,survived,clean_survivor_wf_strong,1197,True,531,True,0.1872562532985465,0.2025112187263866,state_ret_5=ret_up,0.0010780745918763,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,312.0,True,True,1h-03
53,FDX,1h,state_ext=stretched_up + state_slope=uptrend + state_vol=high_vol,rolling,4,short,survived,clean_survivor_wf_strong,870,True,232,True,0.1930573974003917,0.2083123628282318,state_ext=stretched_up + state_vol=high_vol,0.0005674926267615,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,313.0,True,True,1h-03
54,FDX,1h,state_session=lunch + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_strong,364,True,161,True,0.17709304249891,0.1923480079267501,state_ext=stretched_up,8.430430224803942e-06,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,314.0,True,True,1h-03
55,FDX,1h,cross_TLT_state_slope=downtrend + state_slope=downtrend,rolling,4,long,survived,clean_survivor_wf_strong,333,True,192,True,0.1635642077469234,0.1487092423190833,state_slope=downtrend,0.0050886170365661,0.0,4,1111,1.0,8,8,7,8,20.75,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,315.0,True,True,1h-03
56,FDX,1h,cross_USO_state_slope=flat + cross_TLT_state_slope=flat + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,308,True,59,True,0.2106810123122333,0.1958260468843932,state_ext=stretched_down,0.0020154329226365,0.0,4,1111,1.0,8,8,7,8,20.75,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,316.0,True,True,1h-03
57,FDX,1h,cross_USO_state_slope=downtrend + cross_TLT_state_slope=uptrend + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,149,True,104,True,0.2126978355945986,0.1978428701667585,cross_TLT_state_slope=uptrend + state_ext=stretched_down,0.001696928525329,0.0,4,1111,1.0,8,8,7,8,20.75,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,317.0,True,True,1h-03
58,FDX,1h,cross_TLT_state_vol=mid_vol + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_strong,196,True,274,True,0.1787405614944849,0.193995526922325,state_ext=stretched_up,0.0016559494257996,0.0,4,1111,1.0,8,8,7,8,20.75,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,318.0,True,True,1h-03
59,FDX,1h,state_session=lunch + state_volume=vol_surge,rolling,4,long,survived,clean_survivor_wf_strong,379,True,214,True,0.1575239397878981,0.142668974360058,state_volume=vol_surge,0.0010012853960352,0.0,4,1111,1.0,8,8,7,8,20.75,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,319.0,True,True,1h-03
60,FDX,1h,cross_USO_state_slope=flat + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_strong,543,True,119,True,0.177973826644171,0.1932287920720111,state_ext=stretched_up,0.0008892145754858,0.0,4,1111,1.0,8,8,7,8,20.75,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,320.0,True,True,1h-03
61,FDX,1h,state_session=lunch + state_volume=vol_quiet,rolling,4,short,survived,clean_survivor_wf_strong,379,True,223,True,0.1262992855987494,0.1415542510265895,state_volume=vol_quiet,0.0006482291994079,0.0,4,1111,1.0,8,8,7,8,20.75,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,321.0,True,True,1h-03
62,FDX,1h,state_session=lunch + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,367,True,170,True,0.2092135547066019,0.1943585892787618,state_ext=stretched_down,0.0005479753170051,0.0,4,1111,1.0,8,8,7,8,20.75,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,322.0,True,True,1h-03
63,FDX,1h,state_slope=uptrend + state_vol=mid_vol,rolling,4,short,survived,clean_survivor_wf_strong,228,True,130,True,0.1842539355742318,0.1995089010020719,state_slope=uptrend,0.0454081105915248,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,323.0,True,True,1h-03
64,FDX,1h,state_session=afternoon + state_slope=flat + state_vol=high_vol,rolling,4,long,survived,clean_survivor_wf_strong,163,True,46,True,0.1396369898085106,0.1247820243806705,state_slope=flat + state_vol=high_vol,0.0425170016518803,3.095429736132971e-05,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,1973.0,True,False,1h-03
65,FDX,1h,state_slope=downtrend + state_vol=mid_vol,rolling,4,long,survived,clean_survivor_wf_strong,227,True,262,True,0.1915280995812925,0.1766731341534524,state_slope=downtrend,0.0330525088709353,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,324.0,True,True,1h-03
66,FDX,1h,cross_USO_state_ext=stretched_down + cross_TLT_state_slope=flat + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,41,True,35,True,0.2424101592193437,0.2275551937915036,cross_USO_state_ext=stretched_down + state_ext=stretched_down,0.0225047268666655,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,325.0,True,True,1h-03
67,FDX,1h,state_ext=stretched_up + state_vol=mid_vol,rolling,4,short,survived,clean_survivor_wf_strong,195,True,244,True,0.1945322771138216,0.2097872425416617,state_ext=stretched_up,0.0174476650451363,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,326.0,True,True,1h-03
68,FDX,1h,state_session=afternoon + state_vol=mid_vol,rolling,4,long,survived,clean_survivor_wf_strong,291,True,185,True,0.0598914275011856,0.0450364620733455,state_session=afternoon,0.0170314513810309,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,327.0,True,True,1h-03
69,FDX,1h,state_session=lunch + state_ext=stretched_down + state_slope=flat,rolling,4,long,survived,clean_survivor_wf_strong,56,True,20,True,0.2429243637294661,0.228069398301626,state_ext=stretched_down + state_slope=flat,0.0146584331714133,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,328.0,True,True,1h-03
70,FDX,1h,state_session=lunch + state_slope=downtrend + state_vol=mid_vol,rolling,4,long,survived,clean_survivor_wf_strong,64,True,74,True,0.2050649746373483,0.1902100092095082,state_slope=downtrend + state_vol=mid_vol,0.0135368750560557,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,329.0,True,True,1h-03
71,FDX,1h,state_ext=stretched_down + state_vol=mid_vol,rolling,4,long,survived,clean_survivor_wf_strong,183,True,267,True,0.2205023277591298,0.2056473623312897,state_ext=stretched_down,0.011836748369533,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,330.0,True,True,1h-03
72,FDX,1h,state_session=afternoon + state_slope=downtrend + state_vol=mid_vol,rolling,4,long,survived,clean_survivor_wf_strong,84,True,108,True,0.2017295040021283,0.1868745385742882,state_slope=downtrend + state_vol=mid_vol,0.0102014044208357,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,331.0,True,True,1h-03
73,FDX,1h,cross_USO_state_slope=uptrend + cross_TLT_state_slope=downtrend + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,96,True,134,True,0.2223707458531403,0.2075157804253002,cross_TLT_state_slope=downtrend + state_ext=stretched_down,0.0101541605998702,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,332.0,True,True,1h-03
74,FDX,1h,state_session=morning + state_slope=uptrend + state_vol=mid_vol,rolling,4,short,survived,clean_survivor_wf_strong,75,True,57,True,0.1941154768365517,0.2093704422643918,state_slope=uptrend + state_vol=mid_vol,0.0098615412623198,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,333.0,True,True,1h-03
75,FDX,1h,cross_USO_state_vol=high_vol + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,179,True,449,True,0.2173173278030858,0.2024623623752457,state_ext=stretched_down,0.008651748413489,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,334.0,True,True,1h-03
77,FDX,1h,cross_USO_state_slope=uptrend + state_slope=uptrend,rolling,4,short,survived,clean_survivor_wf_strong,350,True,170,True,0.1481528717435236,0.1634078371713637,state_slope=uptrend,0.0093070467608167,0.0,3,0111,0.75,8,8,7,8,20.25,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,335.0,True,True,1h-03
78,FDX,1h,state_ext=stretched_up + state_slope=flat + state_vol=mid_vol,rolling,4,short,survived,clean_survivor_wf_strong,36,True,100,True,0.1950209120453463,0.2102758774731864,state_ext=stretched_up + state_vol=mid_vol,0.0004886349315246,0.0,3,0111,0.75,8,8,7,8,20.25,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,336.0,True,True,1h-03
79,FDX,1h,cross_USO_state_ext=stretched_up + cross_TLT_state_slope=downtrend + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_mixed,34,True,102,True,0.2235150639658813,0.2086600985380412,cross_USO_state_ext=stretched_up + state_ext=stretched_down,0.0038632195692916,0.0,2,0011,0.5,8,8,8,8,20.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,337.0,True,True,1h-03
81,FDX,1h,state_volume=vol_normal + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,195,True,30,True,0.2245453534667487,0.2096903880389086,state_ext=stretched_down,0.0158797740771519,0.0,3,1110,0.75,7,8,8,8,19.5,survived,survived,survived,survived,provisional,survived,survived,survived,5,,69156,338.0,True,True,1h-03
82,FDX,1h,cross_USO_state_slope=flat + cross_TLT_state_slope=uptrend + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_strong,129,True,32,True,0.1855078881071317,0.2007628535349718,cross_USO_state_slope=flat + state_ext=stretched_up,0.0075340614629606,0.0,3,1110,0.75,7,8,7,8,19.25,survived,survived,survived,survived,provisional,survived,survived,survived,3,,69156,339.0,True,True,1h-03
83,FDX,1h,state_session=morning + state_vol=high_vol,rolling,4,short,survived,clean_survivor_wf_strong,818,True,192,True,0.0163359817569371,0.0315909471847772,state_session=morning,0.003407695029353,2.2398700926906656e-05,3,1110,0.75,7,8,8,7,19.25,survived,survived,survived,survived,rejected,survived,survived,survived,3,,69156,1923.0,True,False,1h-03
84,FDX,1h,cross_USO_state_slope=flat + cross_TLT_state_slope=uptrend + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,116,True,32,True,0.2119324189953748,0.1970774535675347,cross_TLT_state_slope=uptrend + state_ext=stretched_down,0.0009315119261052,0.0,3,1110,0.75,7,8,7,8,19.25,survived,survived,survived,survived,provisional,survived,survived,survived,3,,69156,340.0,True,True,1h-03
85,FDX,1h,state_ext=stretched_down + state_slope=uptrend,rolling,4,long,survived,clean_survivor_wf_mixed,47,True,25,True,0.2429174290878109,0.2280624636599708,state_ext=stretched_down,0.0342518496982141,0.0,2,1010,0.5,7,8,8,8,19.0,survived,survived,survived,survived,provisional,survived,survived,survived,5,,69156,341.0,True,True,1h-03
87,FDX,1h,state_ext=stretched_up + state_slope=downtrend,rolling,4,short,survived,clean_survivor_wf_mixed,37,True,18,True,0.1843405748202195,0.1995955402480596,state_ext=stretched_up,0.0072559627515342,0.0,2,1100,0.5,7,8,8,8,19.0,survived,survived,survived,survived,provisional,survived,survived,survived,5,,69156,342.0,True,True,1h-03
89,FDX,1h,state_volume=vol_normal + state_slope=downtrend,rolling,4,long,survived,clean_survivor_wf_strong,314,True,33,True,0.1635692765903144,0.1487143111624743,state_slope=downtrend,0.0050936858799572,1.3389255101081687e-05,3,1110,0.75,7,8,6,7,18.75,survived,survived,survived,survived,rejected,survived,survived,survived,5,,69156,1866.0,True,False,1h-03
90,FDX,1h,cross_USO_state_slope=uptrend + cross_TLT_state_slope=uptrend + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_mixed,53,True,15,True,0.1959512817749446,0.2112062472027847,cross_USO_state_slope=uptrend + state_ext=stretched_up,0.0143398943225585,0.0,2,0110,0.5,7,8,8,7,18.75,survived,survived,survived,survived,rejected,survived,survived,survived,3,,69156,343.0,True,True,1h-03
91,FDX,1h,state_ext=stretched_down + state_slope=uptrend + state_vol=high_vol,rolling,4,long,survived,clean_survivor_wf_mixed,37,True,22,True,0.2447607281887376,0.2299057627608975,state_ext=stretched_down + state_vol=high_vol,0.00125316048466,0.0,2,1010,0.5,7,8,7,8,18.75,survived,survived,survived,survived,provisional,survived,survived,survived,5,,69156,344.0,True,True,1h-03
95,FDX,1h,state_ext=stretched_down + state_slope=flat + state_vol=mid_vol,rolling,4,long,survived,clean_survivor_wf_mixed,25,True,19,True,0.246178243936911,0.2313232785090709,state_ext=stretched_down + state_slope=flat,0.0179123133788582,0.0,1,0010,0.25,6,8,8,8,17.5,survived,survived,survived,provisional,provisional,survived,survived,survived,5,,69156,345.0,True,True,1h-03
76,GS,1h,state_session=afternoon + state_slope=uptrend + state_vol=low_vol,rolling,4,long,survived,clean_survivor_wf_strong,116,True,59,True,0.0091789049367903,0.0090010983652882,state_slope=uptrend + state_vol=low_vol,0.0035491259330192,0.0010753483029195,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,3029.0,True,False,1h-03
1,HON,1h,cross_USO_state_slope=flat + state_slope=downtrend,rolling,4,long,survived,clean_survivor_wf_strong,483,True,108,True,0.0264745856684059,0.0257225524927237,state_slope=downtrend,0.0086885681294282,1.1893841467269795e-10,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,1280.0,True,True,1h-04
2,HON,1h,state_session=afternoon + state_ret_5=ret_down,rolling,4,long,survived,clean_survivor_wf_strong,572,True,196,True,0.0473459702841545,0.0465939371084722,state_ret_5=ret_down,0.003013193098978,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,471.0,True,True,1h-04
3,HON,1h,state_ext=stretched_up + state_vol=high_vol,rolling,4,short,survived,clean_survivor_wf_strong,590,True,451,True,0.0458317472456299,0.0469837804213121,state_ext=stretched_up,0.0029068578293177,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,472.0,True,True,1h-04
4,HON,1h,state_session=lunch + state_ret_5=ret_up,rolling,4,short,survived,clean_survivor_wf_strong,436,True,194,True,0.0450497094022182,0.0462017425779004,state_ret_5=ret_up,0.0022135535228871,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,473.0,True,True,1h-04
5,HON,1h,state_session=afternoon + state_ret_5=ret_up,rolling,4,short,survived,clean_survivor_wf_strong,526,True,289,True,0.0437732455290993,0.0449252787047815,state_ret_5=ret_up,0.0009370896497682,0.0,4,1111,1.0,8,8,8,8,21.0,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,474.0,True,True,1h-04
6,HON,1h,cross_USO_state_slope=flat + state_slope=uptrend,rolling,4,short,survived,clean_survivor_wf_strong,420,True,107,True,0.0220193215733946,0.0231713547490768,state_slope=uptrend,0.0113518841492935,1.5493307659042446e-07,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,1509.0,True,True,1h-04
7,HON,1h,state_session=morning + state_slope=downtrend,rolling,4,long,survived,clean_survivor_wf_strong,353,True,225,True,0.02553849522252,0.0247864620468378,state_slope=downtrend,0.0077524776835423,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,475.0,True,True,1h-04
8,HON,1h,state_session=morning + state_slope=downtrend + state_vol=high_vol,rolling,4,long,survived,clean_survivor_wf_strong,271,True,176,True,0.0312973437594648,0.0305453105837825,state_session=morning + state_slope=downtrend,0.0057588485369447,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,476.0,True,True,1h-04
9,HON,1h,state_ext=stretched_down + state_slope=uptrend,rolling,4,long,survived,clean_survivor_wf_strong,74,True,52,True,0.0501647902257301,0.0494127570500479,state_ext=stretched_down,0.0054617718621582,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,477.0,True,True,1h-04
10,HON,1h,cross_USO_state_slope=flat + cross_TLT_state_slope=downtrend + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_strong,69,True,27,True,0.0488177657380247,0.0499697989137069,cross_USO_state_slope=flat + state_ext=stretched_up,0.0053969485519615,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,478.0,True,True,1h-04
11,HON,1h,state_volume=vol_quiet + state_slope=downtrend,rolling,4,long,survived,clean_survivor_wf_strong,460,True,408,True,0.0433109436327561,0.0425589104570739,state_volume=vol_quiet,0.0046492651172805,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,479.0,True,True,1h-04
12,HON,1h,state_slope=uptrend + state_vol=high_vol,rolling,4,short,survived,clean_survivor_wf_strong,804,True,315,True,0.0152806077353864,0.0164326409110686,state_slope=uptrend,0.0046131703112853,2.9660823352983812e-08,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,1429.0,True,True,1h-04
13,HON,1h,state_slope=downtrend + state_vol=high_vol,rolling,4,long,survived,clean_survivor_wf_strong,814,True,486,True,0.0221584837611917,0.0214064505855095,state_slope=downtrend,0.004372466222214,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,480.0,True,True,1h-04
14,HON,1h,cross_USO_state_ext=neutral + cross_TLT_state_slope=uptrend + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,85,True,62,True,0.0529242953733309,0.0521722621976487,cross_TLT_state_slope=uptrend + state_ext=stretched_down,0.0037023037067501,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,481.0,True,True,1h-04
15,HON,1h,state_ext=stretched_down + state_vol=high_vol,rolling,4,long,survived,clean_survivor_wf_strong,553,True,481,True,0.0483487908173752,0.0475967576416929,state_ext=stretched_down,0.0036457724538033,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,482.0,True,True,1h-04
16,HON,1h,state_ext=stretched_up + state_slope=flat,rolling,4,short,survived,clean_survivor_wf_strong,154,True,192,True,0.0460204516809536,0.0471724848566358,state_ext=stretched_up,0.0030955622646413,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,483.0,True,True,1h-04
17,HON,1h,cross_USO_state_vol=mid_vol + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,122,True,98,True,0.0471985128556061,0.0464464796799239,state_ext=stretched_down,0.0024954944920342,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,484.0,True,True,1h-04
18,HON,1h,state_session=afternoon + state_slope=uptrend + state_vol=high_vol,rolling,4,short,survived,clean_survivor_wf_strong,308,True,121,True,0.0177749253559345,0.0189269585316167,state_slope=uptrend + state_vol=high_vol,0.002494317620548,4.745602240063818e-07,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,1574.0,True,True,1h-04
19,HON,1h,cross_TLT_state_vol=mid_vol + state_ext=stretched_up,rolling,4,short,survived,clean_survivor_wf_strong,123,True,251,True,0.0452702051515521,0.0464222383272344,state_ext=stretched_up,0.0023453157352399,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,3,,69156,485.0,True,True,1h-04
20,HON,1h,state_session=afternoon + state_slope=uptrend,rolling,4,short,survived,clean_survivor_wf_strong,426,True,210,True,0.0127667457695358,0.0139187789452181,state_slope=uptrend,0.0020993083454347,1.2538502577763566e-05,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,1861.0,True,False,1h-04
21,HON,1h,state_ext=stretched_down + state_slope=uptrend + state_vol=high_vol,rolling,4,long,survived,clean_survivor_wf_strong,74,True,42,True,0.052178568671224,0.0514265354955417,state_ext=stretched_down + state_slope=uptrend,0.0020137784454938,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,486.0,True,True,1h-04
22,HON,1h,state_volume=vol_quiet + state_ext=stretched_down,rolling,4,long,survived,clean_survivor_wf_strong,409,True,534,True,0.0466337986835519,0.0458817655078697,state_ext=stretched_down,0.00193078031998,0.0,3,0111,0.75,8,8,8,8,20.5,survived,survived,survived,survived,survived,survived,survived,survived,5,,69156,487.0,True,True,1h-04
