symbol,timeframe,slice_combination,signal_ts_utc,signal_close,fwd_ret_5b,fwd_ret_20b,row_key,bin_mode,signal_close_adj,captured_at_utc,exit_close_5b,exit_close_20b,partial_data,side,tradeable_fwd_ret_5b,tradeable_fwd_ret_20b
KLAC,1h,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-23 19:00:00+00:00,,-0.02509370143523182,,KLAC|1h|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-23 19:00:00+00:00,rolling,218.78,2026-07-24T21:21:22.123524+00:00,213.29,,True,long,-0.02509370143523182,
KLAC,1h,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-24 13:00:00+00:00,,-0.018338979091227725,,KLAC|1h|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-24 13:00:00+00:00,rolling,214.025,2026-07-24T21:21:22.442832+00:00,210.1,,True,long,-0.018338979091227725,
KLAC,1h,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-24 14:00:00+00:00,,-0.019660369447226822,,KLAC|1h|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-24 14:00:00+00:00,rolling,214.645,2026-07-24T21:21:22.797907+00:00,210.425,,True,long,-0.019660369447226822,
KLAC,1h,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-24 15:00:00+00:00,,,,KLAC|1h|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-24 15:00:00+00:00,rolling,216.515,2026-07-24T21:21:23.167227+00:00,,,True,long,,
KLAC,1h,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-24 16:00:00+00:00,,,,KLAC|1h|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-24 16:00:00+00:00,rolling,214.52,2026-07-24T21:21:23.847255+00:00,,,True,long,,
KLAC,1h,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-24 17:00:00+00:00,,,,KLAC|1h|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-24 17:00:00+00:00,rolling,213.29,2026-07-24T21:21:24.546166+00:00,,,True,long,,
LCID,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,2026-07-17 04:00:00+00:00,,-0.1447011024721091,,LCID|1d|rolling|cross_TLT_state_slope=downtrend + state_ext=stretched_up|2026-07-17,rolling,7.360000133514404,2026-07-24T21:21:02.083991+00:00,6.295,,True,short,0.1447011024721091,
LCID,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,2026-07-20 04:00:00+00:00,,,,LCID|1d|rolling|cross_TLT_state_slope=downtrend + state_ext=stretched_up|2026-07-20,rolling,7.110000133514404,2026-07-24T21:21:08.995473+00:00,,,True,short,,
LCID,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,2026-07-21 04:00:00+00:00,,,,LCID|1d|rolling|cross_TLT_state_slope=downtrend + state_ext=stretched_up|2026-07-21,rolling,7.320000171661377,2026-07-24T21:21:13.060805+00:00,,,True,short,,
LCID,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,2026-07-22 04:00:00+00:00,,,,LCID|1d|rolling|cross_TLT_state_slope=downtrend + state_ext=stretched_up|2026-07-22,rolling,6.78000020980835,2026-07-24T21:21:18.923144+00:00,,,True,short,,
LCID,1d,cross_TLT_state_slope=downtrend + state_ext=stretched_up,2026-07-23 04:00:00+00:00,,,,LCID|1d|rolling|cross_TLT_state_slope=downtrend + state_ext=stretched_up|2026-07-23,rolling,6.449999809265137,2026-07-24T21:21:26.632954+00:00,,,True,short,,
MRVL,1h,cross_TLT_state_slope=flat + state_slope=downtrend,2026-07-13 13:00:00+00:00,,-0.0131135597850833,,MRVL|1h|cross_TLT_state_slope=flat + state_slope=downtrend|2026-07-13 13:00:00+00:00,insample,219.62,2026-07-13T21:18:32.088306+00:00,216.74,,True,long,-0.0131135597850833,
MRVL,1h,cross_TLT_state_slope=flat + state_slope=downtrend,2026-07-13 14:00:00+00:00,,-0.0227880531271772,,MRVL|1h|cross_TLT_state_slope=flat + state_slope=downtrend|2026-07-13 14:00:00+00:00,insample,222.485,2026-07-13T21:18:32.597916+00:00,217.415,,True,long,-0.0227880531271772,
MRVL,1h,cross_TLT_state_slope=flat + state_slope=downtrend,2026-07-13 15:00:00+00:00,,,,MRVL|1h|cross_TLT_state_slope=flat + state_slope=downtrend|2026-07-13 15:00:00+00:00,insample,220.83,2026-07-13T21:18:33.817162+00:00,,,True,long,,
SBUX,1d,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-17 04:00:00+00:00,,-0.021518607543257406,,SBUX|1d|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-17,rolling,105.48999786376952,2026-07-24T21:21:02.766412+00:00,103.22,,True,long,-0.021518607543257406,
SBUX,1d,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-20 04:00:00+00:00,,,,SBUX|1d|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-20,rolling,104.80999755859376,2026-07-24T21:21:09.850363+00:00,,,True,long,,
SBUX,1d,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-21 04:00:00+00:00,,,,SBUX|1d|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-21,rolling,104.4499969482422,2026-07-24T21:21:13.835322+00:00,,,True,long,,
SBUX,1d,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-22 04:00:00+00:00,,,,SBUX|1d|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-22,rolling,103.9800033569336,2026-07-24T21:21:19.637573+00:00,,,True,long,,
SBUX,1d,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-23 04:00:00+00:00,,,,SBUX|1d|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-23,rolling,103.20999908447266,2026-07-24T21:21:27.362026+00:00,,,True,long,,
SCHW,1d,cross_USO_state_slope=downtrend + state_slope=uptrend,2026-07-10 04:00:00+00:00,,,,SCHW|1d|cross_USO_state_slope=downtrend + state_slope=uptrend|2026-07-10,insample,103.12000274658205,2026-07-13T21:18:36.618226+00:00,,,True,long,,
SPG,1d,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-21 04:00:00+00:00,,,,SPG|1d|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-21,rolling,226.7899932861328,2026-07-24T21:21:14.446908+00:00,,,True,long,,
SPG,1d,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-22 04:00:00+00:00,,,,SPG|1d|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-22,rolling,226.22000122070312,2026-07-24T21:21:20.335200+00:00,,,True,long,,
SPG,1d,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-23 04:00:00+00:00,,,,SPG|1d|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-23,rolling,225.1999969482422,2026-07-24T21:21:28.030324+00:00,,,True,long,,
SPY,1h,state_session=afternoon + state_slope=downtrend,2026-07-02 20:00:00+00:00,,0.0105433628556452,0.0016261910841721,SPY|1h|state_session=afternoon + state_slope=downtrend|2026-07-02 20:00:00+00:00,insample,744.07,2026-07-09T21:46:19.128496+00:00,751.915,745.28,False,,,
SPY,1h,state_session=afternoon + state_slope=downtrend,2026-07-08 19:00:00+00:00,,0.0084934521253756,,SPY|1h|state_session=afternoon + state_slope=downtrend|2026-07-08 19:00:00+00:00,insample,745.28,2026-07-09T21:46:21.639576+00:00,751.61,,True,,,
TGT,1d,cross_USO_state_vol=high_vol + state_ext=neutral,2026-07-23 04:00:00+00:00,,,,TGT|1d|rolling|cross_USO_state_vol=high_vol + state_ext=neutral|2026-07-23,rolling,134.47999572753906,2026-07-24T21:21:28.726123+00:00,,,True,long,,
XBI,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,2026-07-20 04:00:00+00:00,,,,XBI|1d|rolling|cross_USO_state_vol=high_vol + state_ext=stretched_down|2026-07-20,rolling,150.94000244140625,2026-07-24T21:21:10.548285+00:00,,,True,long,,
XBI,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,2026-07-22 04:00:00+00:00,,,,XBI|1d|rolling|cross_USO_state_vol=high_vol + state_ext=stretched_down|2026-07-22,rolling,152.11000061035156,2026-07-24T21:21:21.022254+00:00,,,True,long,,
XBI,1d,cross_USO_state_vol=high_vol + state_ext=stretched_down,2026-07-23 04:00:00+00:00,,,,XBI|1d|rolling|cross_USO_state_vol=high_vol + state_ext=stretched_down|2026-07-23,rolling,152.22999572753906,2026-07-24T21:21:29.428267+00:00,,,True,long,,
XLK,1d,cross_TLT_state_slope=uptrend + state_ext=neutral,2026-07-06 00:00:00+00:00,,,,XLK|1d|cross_TLT_state_slope=uptrend + state_ext=neutral|2026-07-06,insample,183.57,2026-07-09T21:46:19.998806+00:00,,,True,,,
XLK,1h,cross_USO_state_vol=mid_vol + state_ext=stretched_down,2026-07-02 19:00:00+00:00,,0.0159002770083103,0.002382271468144,XLK|1h|cross_USO_state_vol=mid_vol + state_ext=stretched_down|2026-07-02 19:00:00+00:00,insample,180.5,2026-07-09T21:46:19.142778+00:00,183.37,180.93,False,,,
XLK,1h,cross_USO_state_vol=mid_vol + state_ext=stretched_down,2026-07-08 15:00:00+00:00,,0.0466790394241043,,XLK|1h|cross_USO_state_vol=mid_vol + state_ext=stretched_down|2026-07-08 15:00:00+00:00,insample,177.81,2026-07-09T21:46:20.851824+00:00,186.11,,True,,,
XOP,1d,state_ext=stretched_down + state_slope=downtrend,2026-07-02 04:00:00+00:00,,,,XOP|1d|state_ext=stretched_down + state_slope=downtrend|2026-07-02,insample,154.72,2026-07-09T21:46:18.271286+00:00,,,True,,,
XOP,1d,state_ext=stretched_down + state_slope=downtrend,2026-07-06 00:00:00+00:00,,,,XOP|1d|state_ext=stretched_down + state_slope=downtrend|2026-07-06,insample,153.96,2026-07-09T21:46:19.151747+00:00,,,True,,,
